name,platform,release_date,score,user_score,developer,genre,critics,users
Disney's Toontown Online,PC,6-Oct-05,81.0,7.6,DisneyInteractiveStudios,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",7.0,47.0
Quake 4,PC,11-Oct-05,81.0,7.6,RavenSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",62.0,366.0
Rag Doll Kung Fu,PC,12-Oct-05,69.0,4.9,MarkHealey,"Action,Fighting,Fighting,2D,2D",7.0,108.0
F.E.A.R.,PC,17-Oct-05,88.0,8.3,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",57.0,1019.0
Shattered Union,PC,17-Oct-05,67.0,6.3,PopTopSoftware,"Strategy,Turn-Based,Historic,General,Historic",23.0,12.0
Age of Empires III,PC,18-Oct-05,81.0,7.8,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",52.0,669.0
Serious Sam II,PC,19-Oct-05,74.0,7.1,Croteam,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",31.0,237.0
Sid Meier's Civilization IV,PC,25-Oct-05,94.0,8.3,FiraxisGames,"Strategy,Turn-Based,Historic,Historic,4X",50.0,1070.0
Call of Duty 2,PC,25-Oct-05,86.0,8.5,InfinityWard,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",64.0,936.0
Heroes of the Pacific,PC,25-Oct-05,76.0,7,IRGurus,"Simulation,Flight,WWII,WWII,Combat",18.0,22.0
Sniper Elite,PC,27-Oct-05,76.0,7.6,Rebellion,"Action,Shooter,Shooter,Third-Person,Tactical,Historic,Historic",13.0,181.0
RollerCoaster Tycoon 3: Wild!,PC,27-Oct-05,71.0,5.2,FrontierDevelopments,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",8.0,58.0
Agatha Christie: And Then There Were None,PC,30-Oct-05,68.0,7.5,AWEGames,"Adventure,First-Person,3D,Point-and-Click,Modern,Third-Person,Modern",28.0,35.0
City of Villains,PC,31-Oct-05,82.0,7.6,ParagonStudios,"Role-Playing,Massively Multiplayer Online,Modern,Modern",40.0,41.0
Star Wars: Battlefront II,PC,31-Oct-05,78.0,8.6,EADICE,"Action,Shooter,First-Person,Tactical",24.0,2986.0
DreamWorks Shrek SuperSlam,PC,1-Nov-05,69.0,3.8,ShabaGames,"Action,Beat-'Em-Up,Beat-'Em-Up,Fighting,2D,3D",9.0,16.0
The Movies,PC,8-Nov-05,84.0,8.2,LionheadStudios,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",62.0,169.0
Gun,PC,8-Nov-05,76.0,7.9,"NeversoftEntertainment,Beenox","Action Adventure,Historic,General,Historic,Open-World",24.0,170.0
Harry Potter and the Goblet of Fire,PC,8-Nov-05,66.0,4,ElectronicArts,"Action Adventure,Fantasy,General,Fantasy",16.0,81.0
X3: Reunion,PC,10-Nov-05,71.0,6.8,Egosoft,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",32.0,307.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PC,14-Nov-05,71.0,5.6,Traveller'sTales,"Action Adventure,Fantasy,General,Fantasy",13.0,16.0
Need for Speed: Most Wanted,PC,15-Nov-05,82.0,8.7,BlackBox,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",19.0,944.0
Earth 2160,PC,16-Nov-05,73.0,7.4,RealityPump,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",31.0,102.0
Battlefield 2: Special Forces,PC,21-Nov-05,77.0,7.7,DigitalIllusions,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",25.0,69.0
Peter Jackson's King Kong: The Official Game of the Movie,PC,21-Nov-05,77.0,7.6,UbisoftMontpellier,"Action Adventure,Modern,General,Modern",27.0,59.0
Stubbs the Zombie in Rebel Without a Pulse,PC,21-Nov-05,72.0,7.8,WideloadGamesInc.,"Action Adventure,Sci-Fi,Sci-Fi,General",17.0,92.0
Legion Arena,PC,22-Nov-05,65.0,7.6,Slitherine,"Strategy,Turn-Based,Historic,General,Historic",20.0,10.0
UFO: Aftershock,PC,23-Nov-05,67.0,7.7,AltarInteractive,"Strategy,Turn-Based,Real-Time,Sci-Fi,Sci-Fi,General",20.0,36.0
Prince of Persia: The Two Thrones,PC,1-Dec-05,85.0,8,Ubisoft,"Action Adventure,Fantasy,Fantasy,Linear",29.0,373.0
Fritz 9: Play Chess,PC,15-Dec-05,73.0,5.6,ChessBase,"Miscellaneous,Board Games,Board Games,Board / Card Game",12.0,5.0
MX vs. ATV Unleashed,PC,16-Jan-06,71.0,7.3,RainbowStudios,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",12.0,7.0
GT Legends,PC,23-Jan-06,84.0,7.9,SimBin,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",21.0,58.0
Tony Hawk's American Wasteland,PC,1-Feb-06,69.0,7.6,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",9.0,38.0
Command & Conquer: The First Decade,PC,7-Feb-06,71.0,8.8,Various,"Miscellaneous,Compilation,Compilation",12.0,35.0
Marc Ecko's Getting Up: Contents Under Pressure,PC,14-Feb-06,69.0,7.8,DoubleHelixGames,"Action Adventure,Modern,General,Modern",21.0,66.0
Star Wars: Empire at War,PC,15-Feb-06,79.0,8.3,Petroglyph,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",45.0,288.0
Galactic Civilizations II: Dread Lords,PC,21-Feb-06,86.0,7.7,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",39.0,75.0
EverQuest II: Kingdom of Sky,PC,21-Feb-06,76.0,6.6,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",9.0,5.0
Tycoon City: New York,PC,21-Feb-06,67.0,7.9,DeepRed,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",30.0,8.0
TOCA Race Driver 3,PC,22-Feb-06,84.0,7.8,Codemasters,"Driving,Racing,Simulation,General,General,GT / Street,Automobile",16.0,68.0
SWAT 4: The Stetchkov Syndicate,PC,28-Feb-06,80.0,8,IrrationalGames,"Action,Shooter,Shooter,First-Person,Modern,Arcade",19.0,62.0
The Sims 2: Open for Business,PC,28-Feb-06,78.0,8.8,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",29.0,40.0
Dungeons & Dragons Online: Stormreach,PC,28-Feb-06,74.0,6.9,TurbineInc.,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",33.0,74.0
The Lord of the Rings: The Battle for Middle-Earth II,PC,2-Mar-06,84.0,7.8,EALA,"Strategy,Real-Time,Fantasy,General,Fantasy",36.0,461.0
Scratches,PC,8-Mar-06,67.0,7.8,Nucleosys,"Adventure,General,General,Point-and-Click",18.0,61.0
Red Orchestra: Ostfront 41-45,PC,14-Mar-06,81.0,8.6,TripwireInteractive,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",22.0,1293.0
CSI: Crime Scene Investigation: 3 Dimensions of Murder,PC,14-Mar-06,67.0,7.5,TelltaleGames,"Adventure,3D,First-Person,Modern,Modern",16.0,24.0
Battlefield 2: Euro Force,PC,15-Mar-06,71.0,6.7,DigitalIllusions,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",11.0,27.0
The Elder Scrolls IV: Oblivion,PC,20-Mar-06,94.0,8.1,BethesdaSoftworks,"Role-Playing,First-Person,First-Person,Western-Style",54.0,3069.0
The Godfather,PC,21-Mar-06,72.0,6.4,Headgate,"Action Adventure,Historic,General,Historic,Open-World",32.0,190.0
Space Rangers 2: Rise of the Dominators,PC,27-Mar-06,84.0,8.9,"1C,ElementalGames,1CEntertainment","Role-Playing,General,General",30.0,311.0
Full Spectrum Warrior: Ten Hammers,PC,28-Mar-06,70.0,7.8,PandemicStudios,"Strategy,Real-Time,Military,General,Military",23.0,23.0
Blazing Angels: Squadrons of WWII,PC,28-Mar-06,65.0,4.6,UbisoftRomania,"Simulation,Flight,WWII,WWII,Combat",16.0,17.0
Eets,PC,29-Mar-06,81.0,6.2,KleiEntertainment,"Action,Platformer,Platformer,2D,2D",8.0,31.0
Everyday Shooter,PC,29-Mar-06,77.0,7.6,QueasyGames,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",7.0,11.0
Keepsake,PC,31-Mar-06,68.0,6.7,WickedStudios,"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy",26.0,22.0
Daemonica,PC,31-Mar-06,65.0,7.7,"Cinemax,RAImages","Adventure,3D,Fantasy,Third-Person,Fantasy",20.0,15.0
Hearts of Iron II: Doomsday,PC,7-Apr-06,80.0,8.8,ParadoxDevelopmentStudio,"Strategy,Real-Time,Military,General,Military",22.0,39.0
Tomb Raider: Legend,PC,11-Apr-06,82.0,7.9,NixxesSoftware,"Action Adventure,Modern,Modern,Linear",31.0,309.0
Condemned: Criminal Origins,PC,11-Apr-06,78.0,7.7,MonolithProductions,"Action Adventure,Horror,Horror,Survival",24.0,205.0
Baseball Mogul 2007,PC,12-Apr-06,78.0,6.9,SportsMogul,"Sports,Traditional,Team,Baseball,Management,Management,Sim",8.0,7.0
Bone: The Great Cow Race,PC,12-Apr-06,76.0,6.9,TelltaleGames,"Adventure,3D,Fantasy,Third-Person",24.0,13.0
Auto Assault,PC,13-Apr-06,72.0,7.9,NetDevil,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",34.0,47.0
Dreamfall: The Longest Journey,PC,17-Apr-06,75.0,8.5,Funcom,"Adventure,3D,Fantasy,Third-Person,Fantasy",45.0,584.0
Final Fantasy XI: Treasures of Aht Urhgan,PC,18-Apr-06,83.0,6.7,SquareEnix,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",7.0,22.0
Xpand Rally,PC,20-Apr-06,82.0,7.3,Techland,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",7.0,42.0
Armadillo Run,PC,22-Apr-06,88.0,7.7,PeterStock,"Miscellaneous,Puzzle,Puzzle,General,General",7.0,30.0
FIFA World Cup: Germany 2006,PC,24-Apr-06,77.0,7.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",12.0,54.0
Black & White 2 - Battle of the Gods,PC,24-Apr-06,69.0,8.7,LionheadStudios,"Strategy,Real-Time,Fantasy,General,Fantasy",23.0,23.0
Shadowgrounds,PC,25-Apr-06,74.0,7,"Frozenbyte,Inc.","Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",30.0,212.0
Call of Cthulhu: Dark Corners of the Earth,PC,26-Apr-06,76.0,7.7,HeadfirstProductions,"Action Adventure,Horror,Horror,Survival",17.0,217.0
Take Command: 2nd Manassas,PC,26-Apr-06,74.0,7.8,MadMinuteGames,"Strategy,Real-Time,Wargame,Real-Time,General",20.0,40.0
World Soccer Winning Eleven 9,PC,28-Apr-06,89.0,8.2,KCET,"Sports,Traditional,Team,Soccer,Sim,Sim",7.0,93.0
Guild Wars Factions,PC,28-Apr-06,84.0,8.4,ArenaNet,"Role-Playing,General,General,Massively Multiplayer",39.0,140.0
Wild Earth: Photo Safari,PC,2-May-06,72.0,6.7,SuperXStudios,"Miscellaneous,Adventure,First-Person,Edutainment,Modern",10.0,6.0
Tom Clancy's Ghost Recon Advanced Warfighter,PC,3-May-06,80.0,7.7,GRIN,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",26.0,143.0
SpellForce 2: Shadow Wars,PC,5-May-06,80.0,7.6,EAPhenomic,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",35.0,91.0
Desperados 2: Cooper's Revenge,PC,5-May-06,66.0,6.6,Spellbound,"Strategy,Real-Time,Historic,General,Historic",13.0,34.0
Rise of Nations: Rise of Legends,PC,9-May-06,84.0,8.4,BigHugeGames,"Strategy,Real-Time,Fantasy,General,Fantasy",46.0,124.0
SiN Episodes: Emergence,PC,9-May-06,75.0,8.1,RitualEntertainment,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",42.0,425.0
Over the Hedge,PC,9-May-06,65.0,8.2,Beenox,"Action,Platformer,Platformer,3D,3D",8.0,6.0
Heroes of Might and Magic V,PC,23-May-06,77.0,8,NivalInteractive,"Strategy,Turn-Based,Fantasy,General,Fantasy",41.0,495.0
Rogue Trooper,PC,23-May-06,69.0,7.8,Rebellion,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",25.0,60.0
Hitman: Blood Money,PC,30-May-06,82.0,8.8,IoInteractive,"Action Adventure,Modern,General,Modern",35.0,714.0
Act of War: High Treason,PC,30-May-06,74.0,7.5,EugenSystems,"Strategy,Real-Time,Military,General,Military",8.0,28.0
Half-Life 2: Episode One,PC,1-Jun-06,87.0,8.6,ValveSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",61.0,2613.0
City Life,PC,2-Jun-06,76.0,7.4,"MonteCristoMultimedia,MonteCristo","Strategy,Breeding/Constructing,Management,Breeding/Constructing,Government",36.0,29.0
The Movies: Stunts & Effects,PC,6-Jun-06,78.0,7.4,LionheadStudios,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",37.0,20.0
Cars,PC,6-Jun-06,73.0,7.9,Beenox,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",12.0,27.0
The Secrets of Da Vinci: The Forbidden Manuscript,PC,7-Jun-06,69.0,7,KheopsStudio,"Adventure,General,General",14.0,5.0
Rush for Berlin,PC,12-Jun-06,76.0,7.5,Stormregion,"Strategy,Real-Time,Historic,General,Historic",26.0,13.0
Rome: Total War Alexander,PC,19-Jun-06,79.0,7.7,CreativeAssembly,"Strategy,Real-Time,Historic,General,Historic",10.0,75.0
Titan Quest,PC,26-Jun-06,77.0,8.1,IronLoreEntertainment,"Role-Playing,Action RPG,Action RPG",51.0,471.0
OutRun 2006: Coast 2 Coast,PC,27-Jun-06,81.0,7.6,SumoDigital,"Driving,Racing,Arcade,Arcade,Automobile",11.0,23.0
Cossacks II: Battle for Europe,PC,28-Jun-06,69.0,8,GSCGameWorld,"Strategy,Real-Time,Historic,Historic,Command",12.0,35.0
Glory of the Roman Empire,PC,3-Jul-06,66.0,7.5,"Haemimont,HaemimontGames","Strategy,City Building,Management,Historic,Historic,Government",34.0,8.0
Prey (2006),PC,11-Jul-06,83.0,7.9,HumanHeadStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",51.0,426.0
The Ship,PC,11-Jul-06,76.0,7.1,Outerlight,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",24.0,474.0
Nancy Drew: Danger By Design,PC,11-Jul-06,70.0,5.7,HerInteractive,"Adventure,General,General,Point-and-Click",11.0,15.0
Sid Meier's Civilization IV: Warlords,PC,24-Jul-06,84.0,8,FiraxisGames,"Strategy,Turn-Based,Historic,Historic,4X",37.0,88.0
CivCity: Rome,PC,24-Jul-06,67.0,6.9,"FiraxisGames,FireFlyStudios","Strategy,City Building,Management,Historic,Historic,Government",46.0,33.0
Birth of America,PC,26-Jul-06,71.0,5.7,AGEOD,"Strategy,Turn-Based,Historic,General,Historic",8.0,15.0
FlatOut 2,PC,1-Aug-06,76.0,8.7,Bugbear,"Driving,Racing,Demolition Derby,Arcade,Demolition Derby,Automobile",24.0,362.0
Safecracker: The Ultimate Puzzle Adventure,PC,2-Aug-06,69.0,7.1,KheopsStudio,"Miscellaneous,Adventure,Puzzle,Puzzle,General,Puzzle,Point-and-Click,General",16.0,23.0
DarkStar One,PC,14-Aug-06,71.0,7.2,"AscaronEntertainmentGmbH,AscaronEntertainment","Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",33.0,59.0
World Racing 2,PC,14-Aug-06,68.0,7.4,Synetic,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",10.0,7.0
Sword of the Stars,PC,17-Aug-06,68.0,7.3,KerberosProductions,"Strategy,Turn-Based,General,Sci-Fi,Sci-Fi",23.0,72.0
Madden NFL 07,PC,22-Aug-06,80.0,7.3,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",15.0,15.0
Barrow Hill: Curse of the Ancient Circle,PC,25-Aug-06,65.0,7.4,ShadowTorStudios,"Adventure,3D,Point-and-Click,Modern,Third-Person,Modern",21.0,18.0
Ankh,PC,31-Aug-06,74.0,6.9,Deck13,"Adventure,General,General",22.0,15.0
Perimeter: Emperor's Testament,PC,4-Sep-06,72.0,6.8,K-DLab,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",15.0,5.0
Al Emmo and the Lost Dutchman's Mine,PC,6-Sep-06,77.0,7.1,HimalayaStudios,"Adventure,Third-Person,Point-and-Click,Modern,Modern",7.0,21.0
LEGO Star Wars II: The Original Trilogy,PC,12-Sep-06,86.0,8.1,Traveller'sTales,"Action Adventure,Sci-Fi,Sci-Fi,General",20.0,96.0
NHL 07,PC,12-Sep-06,72.0,4.2,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",10.0,32.0
Joint Task Force,PC,12-Sep-06,68.0,7.8,"HDInteractive,MostWantedEntertainment","Strategy,Real-Time,Modern,Modern,Tactics",31.0,24.0
Faces of War,PC,12-Sep-06,67.0,8.5,BestWay,"Strategy,Real-Time,Historic,General,Historic",21.0,76.0
Company of Heroes,PC,13-Sep-06,93.0,8.8,Relic,"Strategy,Real-Time,Historic,General,Historic",55.0,1336.0
Caesar IV,PC,26-Sep-06,74.0,7.9,TiltedMill,"Strategy,City Building,Management,Historic,Historic,Government",32.0,56.0
Just Cause,PC,27-Sep-06,75.0,7.1,AvalancheStudios,"Action Adventure,Modern,Modern,Open-World",21.0,260.0
ParaWorld,PC,27-Sep-06,71.0,7.9,SEKOst,"Strategy,Real-Time,Fantasy,General",29.0,26.0
GTR 2,PC,29-Sep-06,90.0,8.6,SimBin,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",26.0,84.0
DEFCON: Everybody Dies,PC,29-Sep-06,84.0,8.3,Introversion,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",36.0,200.0
Dominions 3: The Awakening,PC,29-Sep-06,82.0,7.7,IllwinterDesignGroup,"Strategy,Turn-Based,Fantasy,General,Fantasy",8.0,48.0
Pacific Storm,PC,2-Oct-06,67.0,5.9,LestaStudio,"Strategy,Real-Time,Historic,General,Historic",10.0,14.0
FIFA 07 Soccer,PC,3-Oct-06,78.0,8,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",16.0,63.0
Scarface: The World Is Yours,PC,8-Oct-06,73.0,7.6,RadicalEntertainment,"Action Adventure,Modern,General,Modern",18.0,76.0
"Warhammer 40,000: Dawn of War - Dark Crusade",PC,9-Oct-06,87.0,8.8,Relic,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",34.0,355.0
Tiger Woods PGA Tour 07,PC,10-Oct-06,73.0,5,EARedwoodShores,"Sports,Traditional,Individual,Golf,Sim,Sim",12.0,21.0
Evidence: The Last Ritual,PC,16-Oct-06,74.0,7.2,LexisNumerique,"Adventure,General,General",19.0,10.0
Space Empires V,PC,16-Oct-06,68.0,7.7,MalfadorMachinations,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,General",21.0,71.0
Devil May Cry 3: Special Edition,PC,16-Oct-06,66.0,8.6,Sourcenext,"Action,Action Adventure,Fantasy,Beat-'Em-Up,Fantasy,Linear",8.0,316.0
Age of Empires III: The WarChiefs,PC,17-Oct-06,80.0,7.8,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",26.0,96.0
Battlefield 2142,PC,17-Oct-06,80.0,6.8,EADICE,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",48.0,354.0
Microsoft Flight Simulator X,PC,17-Oct-06,80.0,7.2,MicrosoftGameStudios,"Simulation,Flight,Modern Jet,Modern Jet,Combat",28.0,132.0
Sid Meier's Railroads!,PC,17-Oct-06,77.0,5.6,FiraxisGames,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",31.0,119.0
The Sims 2: Pets,PC,17-Oct-06,76.0,7.7,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",23.0,46.0
Sam & Max Episode 101: Culture Shock,PC,18-Oct-06,81.0,7.7,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",47.0,38.0
Nancy Drew: The Creature of Kapu Cave,PC,19-Oct-06,68.0,7.1,HerInteractive,"Adventure,General,General,Point-and-Click",10.0,15.0
Marvel: Ultimate Alliance,PC,24-Oct-06,82.0,7.8,RavenSoftware,"Role-Playing,Action RPG,Action RPG",22.0,77.0
Star Wars: Empire at War: Forces of Corruption,PC,24-Oct-06,75.0,8.6,Petroglyph,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",25.0,94.0
F.E.A.R. Extraction Point,PC,24-Oct-06,75.0,7.5,"MonolithProductions,TimeGateStudios","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",30.0,172.0
F.E.A.R. Extraction Point,PC,24-Oct-06,75.0,7.5,"MonolithProductions,TimeGateStudios","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",30.0,172.0
Dark Messiah of Might and Magic,PC,24-Oct-06,72.0,8.7,ArkaneStudios,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",44.0,1142.0
Guild Wars Nightfall,PC,26-Oct-06,84.0,8.6,ArenaNet,"Role-Playing,General,General,Massively Multiplayer",30.0,118.0
Secret Files: Tunguska,PC,30-Oct-06,66.0,7.2,FusionsphereSystems,"Adventure,General,General",26.0,48.0
Neverwinter Nights 2,PC,31-Oct-06,82.0,6.6,ObsidianEntertainment,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",46.0,634.0
Need for Speed: Carbon,PC,31-Oct-06,78.0,7.4,BlackBox,"Driving,Racing,Simulation,Arcade,GT / Street,GT / Street,Automobile",17.0,422.0
1701 A.D.,PC,6-Nov-06,79.0,7.8,RelatedDesigns,"Strategy,Real-Time,Historic,General,Historic",30.0,45.0
Tom Clancy's Splinter Cell: Double Agent,PC,7-Nov-06,80.0,5.8,UbisoftShanghai,"Action Adventure,Modern,General,Modern",17.0,233.0
RoboBlitz,PC,7-Nov-06,80.0,7.7,NakedSkyEntertainment,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",11.0,32.0
Medieval II: Total War,PC,13-Nov-06,88.0,9,CreativeAssembly,"Strategy,Real-Time,Historic,General",39.0,842.0
EverQuest II: Echoes of Faydwer,PC,13-Nov-06,83.0,8.6,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",17.0,16.0
NBA 2K7,PlayStation3,13-Nov-06,80.0,7.4,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",20.0,8.0
NHL 2K7,PlayStation3,13-Nov-06,79.0,6.6,KushGames,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",24.0,5.0
Ridge Racer 7,PlayStation3,13-Nov-06,78.0,7.3,NamcoBandaiGames,"Driving,Racing,Arcade,Arcade,Automobile",45.0,60.0
Resistance: Fall of Man,PlayStation3,14-Nov-06,86.0,8,InsomniacGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Modern,Sci-Fi,Arcade",70.0,837.0
Call of Duty 3,PlayStation3,14-Nov-06,80.0,6.9,Treyarch,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",43.0,103.0
Madden NFL 07,PlayStation3,14-Nov-06,76.0,4.7,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",25.0,24.0
Warhammer: Mark of Chaos,PC,14-Nov-06,73.0,7.3,BlackHoleGames,"Strategy,Real-Time,Fantasy,General,Fantasy",32.0,67.0
Heroes of Might and Magic V: Hammers of Fate,PC,14-Nov-06,66.0,8.3,NivalInteractive,"Strategy,Turn-Based,Fantasy,General,Fantasy",10.0,77.0
Need for Speed Carbon,PlayStation3,16-Nov-06,75.0,7.4,EACanada,"Driving,Racing,Simulation,Arcade,GT / Street,GT / Street,Automobile",31.0,63.0
Heroes of Annihilated Empires,PC,16-Nov-06,65.0,7.8,GSCGameWorld,"Strategy,Real-Time,Fantasy,General,Fantasy",23.0,72.0
TrackMania United,PC,17-Nov-06,80.0,8.8,Nadeo,"Driving,Racing,Arcade,Arcade,Automobile",27.0,159.0
Marvel: Ultimate Alliance,PlayStation3,17-Nov-06,78.0,7.7,RavenSoftware,"Role-Playing,Action RPG,Action RPG",35.0,62.0
Tony Hawk's Project 8,PlayStation3,17-Nov-06,76.0,7,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",43.0,21.0
Blast Factor,PlayStation3,17-Nov-06,68.0,6.4,BluepointGames,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",11.0,8.0
The Elder Scrolls IV: Knights of the Nine,PC,21-Nov-06,81.0,7.4,BethesdaSoftworks,"Role-Playing,First-Person,First-Person,Western-Style",12.0,115.0
The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,PC,28-Nov-06,78.0,8.5,EALA,"Strategy,Real-Time,Fantasy,General,Fantasy",22.0,113.0
Fight Night Round 3,PlayStation3,5-Dec-06,83.0,7.9,EAChicago,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",37.0,29.0
Full Auto 2: Battlelines,PlayStation3,7-Dec-06,67.0,7.6,PseudoInteractive,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",43.0,25.0
Tom Clancy's Rainbow Six: Vegas,PC,12-Dec-06,85.0,7.7,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",22.0,143.0
Blazing Angels: Squadrons of WWII,PlayStation3,12-Dec-06,67.0,7.2,Ubisoft,"Simulation,Flight,WWII,WWII,Combat",26.0,12.0
Bookworm Adventures Deluxe,PC,20-Dec-06,82.0,7.9,PopCap,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Logic,General",7.0,24.0
Sam & Max Episode 102: Situation: Comedy,PC,20-Dec-06,79.0,7.5,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",36.0,18.0
Arthur and the Invisibles: The Game,PC,12-Jan-07,65.0,6.2,EtrangesLibellules,"Action Adventure,Fantasy,General,Fantasy",7.0,5.0
World of Warcraft: The Burning Crusade,PC,16-Jan-07,91.0,8.1,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",46.0,1041.0
Europa Universalis III,PC,23-Jan-07,83.0,8.4,ParadoxDevelopmentStudio,"Strategy,General,General",25.0,214.0
"Sam & Max Episode 103: The Mole, the Mob and the Meatball",PC,25-Jan-07,74.0,7.5,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",30.0,20.0
Battlestations: Midway,PC,30-Jan-07,76.0,7.4,EidosInteractive,"Strategy,Real-Time,Historic,General,Historic",20.0,46.0
Vanguard: Saga of Heroes,PC,30-Jan-07,68.0,7.1,SigilGamesOnline,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",32.0,123.0
The Sims: Life Stories,PC,6-Feb-07,72.0,7.5,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",21.0,17.0
City Life: World Edition,PC,9-Feb-07,75.0,7.5,"MonteCristoMultimedia,MonteCristo","Strategy,Breeding/Constructing,Management,Breeding/Constructing,Government,Business / Tycoon",7.0,10.0
