name,platform,release_date,score,user_score,developer,genre,critics,users
Until Dawn,PlayStation4,25-Aug-15,79.0,8.3,SupermassiveGames,"Action Adventure,Horror,Survival,Adventure,3D,Third-Person",103.0,3193.0
Mega Man Legacy Collection,PlayStation4,25-Aug-15,77.0,7.6,DigitalEclipse,"Miscellaneous,Compilation",22.0,111.0
Dishonored: Definitive Edition,XboxOne,25-Aug-15,76.0,7.6,ArkaneStudios,"Action Adventure,General",12.0,84.0
Pillars of Eternity: The White March - Part 1,PC,25-Aug-15,76.0,7.5,ObsidianEntertainment,"Role-Playing,Western-Style",22.0,144.0
Evoland 2: A Slight Case of Spacetime Continuum Disorder,PC,25-Aug-15,74.0,7.6,ShiroGames,"Adventure,General",24.0,56.0
Crookz: The Big Heist,PC,25-Aug-15,74.0,7.3,SkilltreeStudios,"Strategy,Turn-Based,General,Historic",11.0,14.0
One Piece: Pirate Warriors 3,PlayStation4,25-Aug-15,74.0,7.7,OmegaForce,"Action,Beat-'Em-Up,3D",34.0,163.0
Big Pharma,PC,27-Aug-15,72.0,6.4,TwiceCircled,"Strategy,Management,Business / Tycoon",9.0,19.0
Satellite Reign,PC,28-Aug-15,75.0,7.8,5LivesStudios,"Sci-Fi,Strategy,Real-Time,General",36.0,127.0
Blues and Bullets - Episode 1: The End of Peace,XboxOne,28-Aug-15,70.0,5.4,ACrowdofMonsters,"Action Adventure,General,Historic",13.0,34.0
Disney Infinity 3.0 Edition,PlayStation4,30-Aug-15,80.0,6,AvalancheSoftware,"Action Adventure,General",53.0,84.0
Disney Infinity 3.0 Edition,XboxOne,30-Aug-15,78.0,5.8,AvalancheSoftware,"Action Adventure,General",18.0,24.0
Stasis,PC,31-Aug-15,79.0,7.5,THEBROTHERHOOD,"General,Miscellaneous,General",31.0,122.0
Rememoried,PC,31-Aug-15,65.0,6.1,VladimirKudelka,"Adventure,3D,First-Person",8.0,8.0
Metal Gear Solid V: The Phantom Pain,XboxOne,1-Sep-15,95.0,7.4,"KojimaProductions,MobyDickStudio","Modern,Modern,Action Adventure,Open-World",10.0,1173.0
Metal Gear Solid V: The Phantom Pain,PlayStation4,1-Sep-15,93.0,8.2,"KojimaProductions,MobyDickStudio","Modern,Action Adventure,Modern,Open-World",86.0,5583.0
Metal Gear Solid V: The Phantom Pain,PC,1-Sep-15,91.0,7.8,KojimaProductions,"Action Adventure,Modern,Open-World",13.0,2520.0
Nobunaga's Ambition: Sphere of Influence,PlayStation4,1-Sep-15,80.0,7.6,KoeiTecmoGames,"Strategy,Turn-Based,General",20.0,60.0
Xeodrifter,PlayStation4,1-Sep-15,77.0,5.5,RenegadeKid,"Action,Platformer,2D",14.0,65.0
Armello,PC,1-Sep-15,75.0,7.1,LeagueofGeeks,"Miscellaneous,General,Board / Card Game",26.0,75.0
Grow Home,PlayStation4,1-Sep-15,74.0,6.1,UbisoftReflections,"Action Adventure,Sandbox,Open-World",7.0,160.0
Armello,PlayStation4,1-Sep-15,74.0,7.1,LeagueofGeeks,"Miscellaneous,Board / Card Game",15.0,50.0
Mad Max,PC,1-Sep-15,73.0,7.8,AvalancheStudios,"Action,Action Adventure,General,General,Open-World",22.0,1120.0
Mad Max,XboxOne,1-Sep-15,72.0,7.6,AvalancheStudios,"Action,Action Adventure,General,General,Open-World",18.0,311.0
Mad Max,PlayStation4,1-Sep-15,69.0,7.8,AvalancheStudios,"General,Action,Action Adventure,General,Open-World",71.0,1492.0
Company of Heroes 2: The British Forces,PC,2-Sep-15,80.0,6.3,"Relic,RelicEntertainment","Strategy,Real-Time,General",14.0,58.0
Renowned Explorers: International Society,PC,2-Sep-15,72.0,6.4,AbbeyGames,"Strategy,Real-Time,Tactics",19.0,79.0
Act of Aggression,PC,2-Sep-15,71.0,7.1,EugenSystems,"Military,Strategy,Real-Time,General",37.0,98.0
Broken Sword 5: The Serpent's Curse,XboxOne,4-Sep-15,77.0,7.1,RevolutionSoftware,"Adventure,General",12.0,16.0
Tearaway Unfolded,PlayStation4,8-Sep-15,81.0,8,MediaMolecule,"Action Adventure,Adventure,General,Fantasy",70.0,293.0
Broken Sword 5: The Serpent's Curse,PlayStation4,8-Sep-15,72.0,7,RevolutionSoftware,"Adventure,General",14.0,50.0
"Warhammer 40,000: Regicide",PC,8-Sep-15,72.0,7.6,HammerfallPublishing,"Sci-Fi,Strategy,Real-Time,General",16.0,17.0
Master Spy,PC,8-Sep-15,68.0,8.5,TURBOGUN,"Action,Platformer,2D",7.0,4.0
Castle Crashers Remastered,XboxOne,9-Sep-15,83.0,7.8,TheBehemoth,"Action,Beat-'Em-Up,2D",16.0,48.0
Lovers in a Dangerous Spacetime,XboxOne,9-Sep-15,82.0,7.2,AsteroidBase,"Platformer,2D,Action,Shooter,Shoot-'Em-Up,Horizontal",27.0,34.0
Lovers in a Dangerous Spacetime,PC,9-Sep-15,80.0,7.6,AsteroidBase,"Action,Platformer,Platformer,Shooter,2D,2D,Shoot-'Em-Up,Horizontal",16.0,30.0
Dragon Age: Inquisition - Trespasser,PC,9-Sep-15,77.0,7.7,BioWare,"Role-Playing,Action RPG,Western-Style",7.0,123.0
Dropsy,PC,10-Sep-15,80.0,7.4,"Tendershoot,AJollyCorpse","Adventure,Point-and-Click",28.0,53.0
Leo's Fortune,XboxOne,11-Sep-15,72.0,6.4,1337&SenriLLC,"Action,Platformer,2D",12.0,8.0
Undertale,PC,15-Sep-15,92.0,8.4,tobyfox,"Role-Playing,General,Japanese-Style",43.0,4446.0
Destiny: The Taken King,XboxOne,15-Sep-15,89.0,5.3,"BungieSoftware,Bungie","Action,Shooter,First-Person,Arcade",11.0,419.0
Forza Motorsport 6,XboxOne,15-Sep-15,87.0,7.7,Turn10,"Driving,GT / Street,Racing,Simulation,Automobile",85.0,886.0
Pro Evolution Soccer 2016,PlayStation4,15-Sep-15,87.0,7.2,Konami,"Sports,Team,Soccer,Sim",54.0,711.0
Destiny: The Taken King,PlayStation4,15-Sep-15,86.0,6.2,Bungie,"Action,Shooter,First-Person,Arcade",81.0,1098.0
Pro Evolution Soccer 2016,XboxOne,15-Sep-15,85.0,6,Konami,"Sports,Team,Soccer,Sim",14.0,151.0
NHL 16,XboxOne,15-Sep-15,80.0,6.1,"EASports,EACanada","Sports,Team,Ice Hockey,Sim",18.0,84.0
NHL 16,PlayStation4,15-Sep-15,78.0,5.4,"EASports,EACanada","Sports,Team,Ice Hockey,Sim",28.0,171.0
Pro Evolution Soccer 2016,PC,16-Sep-15,76.0,4.2,Konami,"Sports,Team,Soccer,Sim",12.0,310.0
Skyshine's Bedlam,PC,16-Sep-15,67.0,5,SkyshineGames,"Strategy,Turn-Based,General",26.0,36.0
World of Warships,PC,17-Sep-15,81.0,6.3,"Wargaming.net,LestaStudio","General,Action,Simulation,General,Marine,Combat",29.0,345.0
The Book of Unwritten Tales 2,XboxOne,18-Sep-15,79.0,7.5,KINGArt,"Adventure,General,Point-and-Click",7.0,11.0
Skylanders SuperChargers,PlayStation4,20-Sep-15,81.0,3.6,VicariousVisions,"Action,Platformer,3D",51.0,34.0
Skylanders SuperChargers,XboxOne,20-Sep-15,76.0,5.4,VicariousVisions,"Action,Platformer,3D",15.0,22.0
SOMA,PC,21-Sep-15,84.0,8.4,FrictionalGames,"Horror,Horror,Action Adventure,Survival",68.0,1138.0
System Shock: Enhanced Edition,PC,22-Sep-15,85.0,8.5,LookingGlassStudios,"Action Adventure,General",9.0,60.0
FIFA 16,XboxOne,22-Sep-15,84.0,4.4,EASports,"Sports,Team,Soccer,Sim",45.0,480.0
FIFA 16,PlayStation4,22-Sep-15,82.0,4.4,EASports,"Sports,Team,Soccer,Sim",42.0,1002.0
FIFA 16,PC,22-Sep-15,81.0,4.5,EASports,"Sports,Team,Soccer,Sim",10.0,349.0
SOMA,PlayStation4,22-Sep-15,79.0,8.1,FrictionalGames,"Horror,Horror,Action Adventure,Survival",27.0,481.0
Blood Bowl 2,PC,22-Sep-15,76.0,6.2,Cyanide,"Sports,General,Team,Football,Arcade",31.0,89.0
Blood Bowl 2,PlayStation4,22-Sep-15,72.0,7,Cyanide,"Sports,General,Team,Football,Arcade",18.0,46.0
Penarium,PlayStation4,22-Sep-15,71.0,6.2,SelfMadeMiracle,"Action,General,Platformer,2D",8.0,6.0
Blood Bowl 2,XboxOne,22-Sep-15,70.0,7.3,Cyanide,"Sports,General,Team,Football,Arcade",9.0,12.0
Assault Android Cactus,PC,23-Sep-15,79.0,6.9,WitchBeam,"General,General,Scrolling,Action,Shooter,Shoot-'Em-Up,Top-Down",15.0,32.0
Else Heart.Break(),PC,24-Sep-15,79.0,7.2,ErikSvedang,"Role-Playing,General",10.0,16.0
Cities: Skylines - After Dark,PC,24-Sep-15,79.0,7.7,ColossalOrder,"Strategy,Management,Government",15.0,82.0
NBA 2K16,PlayStation4,25-Sep-15,87.0,6.7,VisualConcepts,"Action,General,Sports,Team,Basketball,Sim",51.0,436.0
NBA 2K16,XboxOne,25-Sep-15,86.0,6.1,VisualConcepts,"Action,General,Sports,Team,Basketball,Sim",14.0,123.0
"Guns, Gore & Cannoli",XboxOne,25-Sep-15,69.0,7.3,ClaeysBrothersArts,"Action,Shooter,Third-Person,Modern,Arcade",10.0,20.0
LEGO Dimensions,XboxOne,27-Sep-15,80.0,7,Traveller'sTales,"Action Adventure,General",12.0,31.0
LEGO Dimensions,PlayStation4,27-Sep-15,80.0,7.1,Traveller'sTales,"Action Adventure,General",53.0,81.0
80 Days (2015),PC,29-Sep-15,84.0,7.4,"inkle,CapeGuy","Adventure,Visual Novel",8.0,36.0
Jotun,PC,29-Sep-15,79.0,6.6,ThunderLotusGames,"Action,General",28.0,87.0
Samurai Warriors 4-II,PlayStation4,29-Sep-15,73.0,7,OmegaForce,"Action,Beat-'Em-Up,3D",26.0,35.0
Might & Magic: Heroes VII,PC,29-Sep-15,67.0,4.9,LimbicEntertainment,"Fantasy,Strategy,Turn-Based,General",39.0,430.0
The Escapists: The Walking Dead,XboxOne,30-Sep-15,65.0,7.3,Team17,"Action,General",19.0,6.0
The Beginner's Guide,PC,1-Oct-15,76.0,7.5,DaveyWreden,"Adventure,General",35.0,301.0
Heroes of Normandie,PC,1-Oct-15,65.0,3.6,CatRabbit,"Miscellaneous,Board / Card Game",7.0,20.0
Read Only Memories,PC,5-Oct-15,80.0,4.3,MidBoss,"General,Adventure,Point-and-Click",12.0,118.0
Super Meat Boy,PlayStation4,6-Oct-15,85.0,6.9,TeamMeat,"Action,Platformer,2D",7.0,160.0
Disgaea 5: Alliance of Vengeance,PlayStation4,6-Oct-15,80.0,8.2,NipponIchiSoftware,"Fantasy,Strategy,Turn-Based,Tactics",43.0,204.0
Elite: Dangerous,XboxOne,6-Oct-15,80.0,7.1,FrontierDevelopments,"Simulation,Space,Civilian",30.0,116.0
Rock Band 4,XboxOne,6-Oct-15,79.0,6.5,HarmonixMusicSystems,"Action,Rhythm,Music",27.0,58.0
Rock Band 4,PlayStation4,6-Oct-15,78.0,6.4,HarmonixMusicSystems,"Action,Rhythm,Music",51.0,104.0
Transformers: Devastation,PlayStation4,6-Oct-15,77.0,7.5,PlatinumGames,"Action,Beat-'Em-Up,3D",50.0,213.0
Transformers: Devastation,XboxOne,6-Oct-15,75.0,7.6,PlatinumGames,"Action,Beat-'Em-Up,3D",25.0,67.0
Transformers: Devastation,PC,6-Oct-15,74.0,7.4,PlatinumGames,"Action,Beat-'Em-Up,3D",9.0,75.0
Metal Gear Solid V: Metal Gear Online,PlayStation4,6-Oct-15,72.0,7,KojimaProductions,"Action Adventure,Open-World",8.0,79.0
RIDE,PlayStation4,6-Oct-15,66.0,6.8,MilestoneS.r.l,"Racing,Simulation,General,Automobile",30.0,53.0
Dengeki Bunko: Fighting Climax,PlayStation3,6-Oct-15,66.0,7.9,"Sega,French-Bread","Action,Fighting,2D",13.0,33.0
Teslapunk,XboxOne,7-Oct-15,70.0,6.6,klutzGames,"Action,Shooter,Shoot-'Em-Up,Vertical",7.0,7.0
Sublevel Zero,PC,8-Oct-15,71.0,7.1,SigtrapGames,"Simulation,Space,Combat",13.0,8.0
WRC 5,PC,8-Oct-15,65.0,6,Kylotonn,"Racing,Simulation,Automobile",8.0,41.0
Uncharted: The Nathan Drake Collection,PlayStation4,9-Oct-15,86.0,8.6,BluepointGames,"Miscellaneous,Action Adventure,General,Compilation",78.0,2657.0
Sid Meier's Civilization: Beyond Earth - Rising Tide,PC,9-Oct-15,79.0,6.1,FiraxisGames,"Strategy,Turn-Based,General,4X",39.0,128.0
Masochisia,PC,9-Oct-15,68.0,7.2,Oldblood,"Adventure,Point-and-Click",7.0,11.0
The Witcher 3: Wild Hunt - Hearts of Stone,PlayStation4,12-Oct-15,90.0,9,CDProjektRedStudio,"Role-Playing,Action RPG",25.0,1704.0
The Witcher 3: Wild Hunt - Hearts of Stone,PC,13-Oct-15,89.0,9.1,CDProjektRedStudio,"Role-Playing,Action RPG",37.0,2622.0
The Talos Principle: Deluxe Edition,PlayStation4,13-Oct-15,88.0,8.1,Croteam,"Adventure,3D,First-Person,Sci-Fi",31.0,216.0
Wasteland 2: Director's Cut,PlayStation4,13-Oct-15,80.0,7.5,InXileEntertainment,"Role-Playing,Western-Style",21.0,199.0
Wasteland 2: Director's Cut,XboxOne,13-Oct-15,77.0,7,InXileEntertainment,"Role-Playing,Western-Style",13.0,72.0
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PlayStation4,13-Oct-15,77.0,7.6,OmegaForce,"2D,Action,Beat-'Em-Up,3D",75.0,242.0
Minecraft: Story Mode - Episode 1: The Order of the Stone,XboxOne,13-Oct-15,77.0,5.6,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",13.0,62.0
Minecraft: Story Mode - Episode 1: The Order of the Stone,PC,13-Oct-15,71.0,4.4,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",25.0,264.0
Minecraft: Story Mode - Episode 1: The Order of the Stone,PlayStation4,13-Oct-15,71.0,4.3,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",23.0,83.0
Crimsonland,XboxOne,14-Oct-15,69.0,6.8,"10tonsEntertainment,10tons","Action,Shooter,Shoot-'Em-Up,Top-Down",10.0,4.0
Downwell,PC,15-Oct-15,81.0,6.6,Moppin,"Action,General",20.0,121.0
The Age of Decadence,PC,15-Oct-15,81.0,8,IronTowerStudio,"PC-style RPG,Role-Playing,Western-Style",17.0,229.0
Human Resource Machine,PC,15-Oct-15,78.0,7.9,TomorrowCorporation,"Puzzle,General",12.0,42.0
Mushroom 11,PC,15-Oct-15,78.0,7.3,Untame,"Action,Platformer,2D",20.0,20.0
Kromaia Omega,PlayStation4,16-Oct-15,68.0,5.9,KrakenEmpire,"Action,Shooter,Rail",11.0,8.0
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PlayStation4,20-Oct-15,90.0,7.9,TelltaleGames,"Adventure,General",7.0,181.0
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PC,20-Oct-15,86.0,8.7,TelltaleGames,"Adventure,General",32.0,302.0
Tales from the Borderlands: A Telltale Game Series,PlayStation4,20-Oct-15,86.0,8.1,TelltaleGames,"Adventure,General",8.0,515.0
Tales from the Borderlands: A Telltale Game Series,PC,20-Oct-15,85.0,8.5,TelltaleGames,"Adventure,General",19.0,516.0
Life is Strange,PlayStation4,20-Oct-15,85.0,8.6,DONTNODEntertainment,"Sci-Fi,Action Adventure,General",23.0,1744.0
Life is Strange,PC,20-Oct-15,83.0,8.6,DONTNODEntertainment,"Action Adventure,Sci-Fi,General",15.0,2725.0
Life is Strange: Episode 5 - Polarized,PC,20-Oct-15,83.0,8.4,DONTNODEntertainment,"Action Adventure,General",8.0,340.0
Guitar Hero Live,XboxOne,20-Oct-15,81.0,5,FreeStyleGames,"Action,Rhythm,Music",21.0,76.0
Life is Strange: Episode 5 - Polarized,PlayStation4,20-Oct-15,81.0,8.3,DONTNODEntertainment,"Action Adventure,General",30.0,275.0
Life is Strange: Episode 5 - Polarized,XboxOne,20-Oct-15,80.0,8.4,DONTNODEntertainment,"Action Adventure,General",7.0,86.0
Guitar Hero Live,PlayStation4,20-Oct-15,80.0,6.2,FreeStyleGames,"Action,Rhythm,Music",69.0,193.0
ZEN Pinball 2: Balls of Glory,PlayStation4,20-Oct-15,78.0,6.2,ZenStudios,"Action,Pinball",9.0,5.0
Rebel Galaxy,PC,20-Oct-15,75.0,7.5,"DoubleDamageGames,Inc.,DoubleDamageGames","Action,Action Adventure,General,Open-World",28.0,119.0
Just Dance 2016,PlayStation4,20-Oct-15,73.0,5.8,Ubisoft,"Action,Rhythm,Dancing",10.0,26.0
Tales of Zestiria,PlayStation4,20-Oct-15,72.0,7.3,BandaiNamcoGames,"Role-Playing,Action RPG,Japanese-Style",59.0,375.0
Knights of Pen & Paper 2,PC,20-Oct-15,67.0,6,KyyGames,"Role-Playing,General",9.0,16.0
Just Dance 2016,XboxOne,20-Oct-15,66.0,6.1,Ubisoft,"Action,Rhythm,Dancing",10.0,18.0
Adventure Time: Finn and Jake Investigations,XboxOne,20-Oct-15,66.0,5.5,ViciousCycle,"Adventure,3D,Third-Person",9.0,11.0
DISTRAINT,PC,21-Oct-15,76.0,7.5,JesseMakkonen,"Adventure,General",8.0,71.0
Kingdom,PC,21-Oct-15,74.0,7.6,ThomasvandenBerg,"Action,General",17.0,72.0
Guild Wars 2: Heart of Thorns,PC,23-Oct-15,81.0,7.3,ArenaNet,"Role-Playing,Massively Multiplayer",22.0,953.0
Warhammer: End Times - Vermintide,PC,23-Oct-15,79.0,7.7,"FatsharkAB,Fatshark","Action,Shooter,First-Person,Tactical",39.0,305.0
Assassin's Creed Syndicate,XboxOne,23-Oct-15,78.0,6.4,UbisoftQuebec,"Historic,Action Adventure,Open-World",22.0,530.0
Assassin's Creed Syndicate,PlayStation4,23-Oct-15,76.0,6.8,UbisoftQuebec,"Historic,Action Adventure,Open-World",86.0,1955.0
Chaos Reborn,PC,26-Oct-15,85.0,7.9,SnapshotGamesInc.,"Fantasy,Strategy,Turn-Based,General",10.0,59.0
Divinity: Original Sin Enhanced Edition,XboxOne,27-Oct-15,88.0,7.6,LarianStudiosGames,"Role-Playing,Action RPG,Western-Style",7.0,138.0
Divinity: Original Sin Enhanced Edition,PlayStation4,27-Oct-15,88.0,8,LarianStudiosGames,"Role-Playing,Action RPG,Western-Style",39.0,557.0
Halo 5: Guardians,XboxOne,27-Oct-15,84.0,6.4,343Industries,"Shooter,Sci-Fi,Sci-Fi,Action,Shooter,First-Person,Arcade",101.0,3266.0
Driveclub Bikes,PlayStation4,27-Oct-15,79.0,7.4,EvolutionStudios,"Racing,Simulation,Automobile",29.0,122.0
WWE 2K16,PlayStation4,27-Oct-15,73.0,7.2,Yuke's,"Action,Sports,General,Individual,Combat,Wrestling",47.0,262.0
WWE 2K16,XboxOne,27-Oct-15,72.0,5.3,Yuke's,"Action,Sports,General,Individual,Combat,Wrestling",18.0,91.0
The Park,PC,27-Oct-15,67.0,6.2,Funcom,"Action Adventure,Survival",25.0,84.0
The Legend of Heroes: Trails in the Sky SC,PC,29-Oct-15,80.0,8.8,Falcom,"Console-style RPG,Role-Playing,Japanese-Style",7.0,117.0
Galak-Z: The Dimensional,PC,29-Oct-15,78.0,6,17-Bit,"Action,Shooter,Shoot-'Em-Up,Vertical",7.0,10.0
Pathologic Classic HD,PC,29-Oct-15,76.0,8.6,Ice-PickLodge,"Adventure,3D,First-Person",11.0,76.0
The Binding of Isaac: Afterbirth,PC,30-Oct-15,85.0,8.3,Nicalis,"Action,Shooter,Shoot-'Em-Up,Top-Down",10.0,274.0
Darksiders II: Deathinitive Edition,XboxOne,30-Oct-15,75.0,7.3,"GunfireGames,Kaiko","Action Adventure,Open-World",10.0,47.0
Darksiders II: Deathinitive Edition,PlayStation4,30-Oct-15,72.0,7.3,GunfireGames,"Action Adventure,Open-World",28.0,213.0
Anno 2205,PC,2-Nov-15,72.0,6.1,BlueByte,"Strategy,Management,Government",45.0,315.0
Need for Speed,PlayStation4,3-Nov-15,66.0,6.9,GhostGames,"Racing,Simulation,Automobile",69.0,1241.0
Need for Speed,XboxOne,3-Nov-15,65.0,7.6,GhostGames,"Racing,Simulation,Automobile",30.0,594.0
Call of Duty: Black Ops III,PC,5-Nov-15,73.0,3.1,Treyarch,"Action,Shooter,First-Person,Arcade",10.0,1223.0
Clandestine,PC,5-Nov-15,69.0,7.4,LogicArtists,"Modern,Action Adventure,General",13.0,21.0
Call of Duty: Black Ops III,XboxOne,6-Nov-15,81.0,4.6,Treyarch,"Action,Shooter,First-Person,Arcade",15.0,749.0
Call of Duty: Black Ops III,PlayStation4,6-Nov-15,81.0,4.9,Treyarch,"Action,Shooter,First-Person,Arcade",87.0,2449.0
The Incredible Adventures of Van Helsing: Final Cut,PC,6-Nov-15,79.0,7.1,NeocoreGames,"Role-Playing,Action RPG",10.0,59.0
The Fall of the Dungeon Guardians,PC,6-Nov-15,71.0,6.9,ManaGames,"Role-Playing,Western-Style",7.0,32.0
Fallout 4,PC,9-Nov-15,84.0,5.5,BethesdaGameStudios,"General,Role-Playing,Western-Style",38.0,8756.0
Fallout 4,XboxOne,10-Nov-15,88.0,6.5,BethesdaGameStudios,"General,Role-Playing,Western-Style",39.0,2042.0
Starcraft II: Legacy of the Void,PC,10-Nov-15,88.0,8.4,BlizzardEntertainment,"Sci-Fi,Sci-Fi,Strategy,Real-Time,General,Command",62.0,1059.0
Fallout 4,PlayStation4,10-Nov-15,87.0,6.7,BethesdaGameStudios,"General,Role-Playing,Western-Style",58.0,5440.0
Rise of the Tomb Raider,XboxOne,10-Nov-15,86.0,8,CrystalDynamics,"Fantasy,Action Adventure,General,Linear",102.0,1473.0
Football Manager 2016,PC,13-Nov-15,81.0,7,Sega,"Sports,Team,Soccer,Management",34.0,126.0
Knight Squad,XboxOne,16-Nov-15,71.0,6.8,ChainsawesomeGames,"Action,General",9.0,24.0
Game of Thrones: Episode Six - The Ice Dragon,XboxOne,17-Nov-15,80.0,7.8,TelltaleGames,"Action,General,Adventure,Point-and-Click",7.0,29.0
Star Wars Battlefront,XboxOne,17-Nov-15,75.0,4.5,EADICE,"General,General,Action,Shooter,First-Person,Tactical",40.0,1229.0
Game of Thrones: Episode Six - The Ice Dragon,PlayStation4,17-Nov-15,75.0,6.7,TelltaleGames,"Action,General,Adventure,Point-and-Click",13.0,47.0
The Crew: Wild Run,PlayStation4,17-Nov-15,73.0,6.5,IvoryTower,"Racing,Simulation,Automobile",13.0,59.0
Star Wars Battlefront,PlayStation4,17-Nov-15,73.0,5,EADICE,"General,General,Action,Shooter,First-Person,Tactical",59.0,2566.0
Star Wars Battlefront,PC,17-Nov-15,72.0,3.5,EADICE,"General,General,Action,Shooter,First-Person,Tactical",19.0,1666.0
Game of Thrones: Episode Six - The Ice Dragon,PC,17-Nov-15,70.0,6.3,TelltaleGames,"Action,General,Adventure,Point-and-Click",24.0,88.0
