Game Name,Franchise,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
The Walking Dead: Episode 1 - A New Day,The Walking Dead,2012,0,2012,Action,Tier 2,40,82,820,8.4,TelltaleGames,,"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Episode 2 - Starved for Help,The Walking Dead,2012,0,2012,General,Tier 2,25,84,393,8.6,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Episode 2 - Starved for Help,The Walking Dead,2012,0,2012,General,Tier 2,12,84,158,8.3,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Episode 3 - Long Road Ahead,The Walking Dead,2012,0,2012,General,Tier 2,13,87,153,7.9,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Episode 3 - Long Road Ahead,The Walking Dead,2012,0,2012,General,Tier 2,24,85,258,8.4,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Episode 4 - Around Every Corner,The Walking Dead,2012,0,2012,General,Tier 2,9,81,81,8.1,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Episode 4 - Around Every Corner,The Walking Dead,2012,0,2012,General,Tier 2,24,80,221,8.6,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Episode 5 - No Time Left,The Walking Dead,2012,0,2012,General,Tier 2,9,88,148,8.7,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Episode 5 - No Time Left,The Walking Dead,2012,0,2012,General,Tier 2,21,89,429,8.8,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: Michonne - A Telltale Miniseries,The Walking Dead,2016,4,2012,Adventure,Tier 4,8,67,110,6.4,"SkyboundLLC,SkyboundGames",,"Adventure,3D,Third-Person"
The Walking Dead: Michonne - Episode 1: In Too Deep,The Walking Dead,2016,4,2012,Adventure,Tier 3,10,70,50,7.1,"SkyboundLLC,SkyboundGames",,"Adventure,3D,Third-Person"
The Walking Dead: Michonne - Episode 1: In Too Deep,The Walking Dead,2016,4,2012,Adventure,Tier 4,42,69,137,5.7,"SkyboundLLC,SkyboundGames",,"Adventure,3D,Third-Person"
The Walking Dead: Michonne - Episode 1: In Too Deep,The Walking Dead,2016,4,2012,Adventure,Tier 4,9,65,32,7.3,"SkyboundLLC,SkyboundGames",,"Adventure,3D,Third-Person"
The Walking Dead: Michonne - Episode 2: Give No Shelter,The Walking Dead,2016,4,2012,Adventure,Tier 4,24,66,68,6.3,TelltaleGames,,"Adventure,3D,Third-Person"
The Walking Dead: Michonne - Episode 3: What We Deserve,The Walking Dead,2016,4,2012,Adventure,Tier 3,8,76,23,7.1,TelltaleGames,,"Adventure,3D,Third-Person"
The Walking Dead: Michonne - Episode 3: What We Deserve,The Walking Dead,2016,4,2012,Adventure,Tier 3,23,71,48,7.3,TelltaleGames,,"Adventure,3D,Third-Person"
The Walking Dead: Saints & Sinners,The Walking Dead,2020,8,2012,Action,Tier 2,28,81,118,7.9,SkydanceInteractive,,"Action,Action Adventure,General,Survival"
The Walking Dead: Saints & Sinners,The Walking Dead,2020,8,2012,Action Adventure,Tier 3,15,79,62,8.0,SkydanceInteractive,,"Action Adventure,Survival"
The Walking Dead: Season Two - A Telltale Games Series,The Walking Dead,2013,1,2012,Action,Tier 2,14,80,630,8.3,TelltaleGames,,"Action,Adventure,General,General,Point-and-Click"
The Walking Dead: Season Two Episode 1 - All That Remains,The Walking Dead,2013,1,2012,General,Tier 3,55,78,594,8.5,TelltaleGames,,"General,Action,Adventure,General,Point-and-Click"
The Walking Dead: Season Two Episode 2 - A House Divided,The Walking Dead,2014,2,2012,General,Tier 2,8,82,86,8.4,TelltaleGames,,"General,Action,Adventure,General,Point-and-Click"
The Walking Dead: Season Two Episode 2 - A House Divided,The Walking Dead,2014,2,2012,General,Tier 2,40,81,365,8.5,TelltaleGames,,"General,Action,Adventure,General,Point-and-Click"
The Walking Dead: Season Two Episode 3 - In Harm's Way,The Walking Dead,2014,2,2012,General,Tier 2,39,81,271,8.3,TelltaleGames,,"General,Action,Adventure,General,Point-and-Click"
The Walking Dead: Season Two Episode 3 - In Harm's Way,The Walking Dead,2014,2,2012,General,Tier 2,6,80,59,8.3,TelltaleGames,,"General,Action,Adventure,General,Point-and-Click"
The Walking Dead: Season Two Episode 4 - Amid the Ruins,The Walking Dead,2014,2,2012,General,Tier 3,39,78,241,8.1,TelltaleGames,,"General,Action,Adventure,General,Point-and-Click"
The Walking Dead: Season Two Episode 4 - Amid the Ruins,The Walking Dead,2014,2,2012,General,Tier 3,7,78,41,7.9,TelltaleGames,,"General,Action,Adventure,General,Point-and-Click"
The Walking Dead: Season Two Episode 5 - No Going Back,The Walking Dead,2014,2,2012,Action,Tier 2,7,87,92,8.1,TelltaleGames,,"Action,Adventure,General,General,Point-and-Click"
The Walking Dead: Season Two Episode 5 - No Going Back,The Walking Dead,2014,2,2012,General,Tier 3,40,78,337,8.5,TelltaleGames,,"General,Action,Adventure,General,Point-and-Click"
The Walking Dead: The Telltale Definitive Series,The Walking Dead,2019,7,2012,General,Tier 2,7,85,30,7.4,"TelltaleGames,SkyboundGames",,"Miscellaneous,Compilation"
The Walking Dead: The Telltale Definitive Series,The Walking Dead,2019,7,2012,General,Tier 2,10,82,74,7.3,"TelltaleGames,SkyboundGames",,"Miscellaneous,Compilation"
The Walking Dead: The Telltale Series - A New Frontier,The Walking Dead,2016,4,2012,Action,Tier 4,18,69,216,6.5,TelltaleGames,,"Action,Adventure,General,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,The Walking Dead,2016,4,2012,Action,Tier 2,35,81,222,7.1,TelltaleGames,,"Action,General,Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,The Walking Dead,2016,4,2012,Action,Tier 2,10,80,55,6.9,TelltaleGames,,"Action,General,Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,The Walking Dead,2016,4,2012,Action,Tier 3,14,78,30,6.4,TelltaleGames,,"Action,Adventure,General,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,The Walking Dead,2016,4,2012,Action,Tier 2,33,80,84,7.1,TelltaleGames,,"Action,Adventure,General,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,The Walking Dead,2016,4,2012,Action,Tier 2,9,80,28,6.6,TelltaleGames,,"Action,Adventure,General,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,The Walking Dead,2016,4,2012,Action,Tier 3,13,78,21,6.4,TelltaleGames,,"Action,Adventure,General,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,The Walking Dead,2017,5,2012,Adventure,Tier 3,31,74,64,6.5,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,The Walking Dead,2017,5,2012,Adventure,Tier 4,8,69,26,4.7,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,The Walking Dead,2017,5,2012,Adventure,Tier 3,30,71,48,6.1,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,The Walking Dead,2017,5,2012,Adventure,Tier 3,27,74,63,6.4,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season,The Walking Dead,2018,6,2012,Adventure,Tier 3,7,78,38,7.6,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season,The Walking Dead,2018,6,2012,Adventure,Tier 3,7,78,188,8.1,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season,The Walking Dead,2018,6,2012,Adventure,Tier 3,14,77,175,8.1,"TelltaleGames,SkyboundGames",,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,The Walking Dead,2018,6,2012,Adventure,Tier 3,28,76,95,7.8,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,The Walking Dead,2018,6,2012,Adventure,Tier 3,14,75,56,7.2,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,The Walking Dead,2018,6,2012,Adventure,Tier 3,10,72,19,7.5,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,The Walking Dead,2018,6,2012,Adventure,Tier 3,7,71,23,6.7,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,The Walking Dead,2018,6,2012,Adventure,Tier 4,18,69,57,7.7,TelltaleGames,,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,The Walking Dead,2019,7,2012,Adventure,Tier 3,10,78,30,7.0,"TelltaleGames,SkyboundGames",,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,The Walking Dead,2019,7,2012,Adventure,Tier 3,19,74,46,7.5,"TelltaleGames,SkyboundGames",,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,The Walking Dead,2019,7,2012,Adventure,Tier 3,15,77,80,8.6,"TelltaleGames,SkyboundGames",,"Adventure,Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,The Walking Dead,2019,7,2012,Adventure,Tier 3,10,75,30,7.3,"TelltaleGames,SkyboundGames",,"Adventure,Point-and-Click"
The Witcher,The Witcher,2007,0,2007,Role-Play,Tier 2,50,81,1449,8.7,CDProjektRedStudio,0.06,"Role-Playing,Action RPG,Action RPG"
The Witcher 2: Assassins of Kings,The Witcher,2011,4,2007,Role-Play,Tier 2,76,88,5504,8.5,CDProjektRedStudio,0.96,"Role-Playing,Action RPG,Action RPG"
The Witcher 3: Wild Hunt,The Witcher,2015,8,2007,Role-Play,Tier 1,32,93,17537,9.4,CDProjektRedStudio,0.72,"Action RPG,Role-Playing,Action RPG"
The Witcher 3: Wild Hunt,The Witcher,2015,8,2007,Role-Play,Tier 1,79,92,15749,9.2,CDProjektRedStudio,3.97,"Action RPG,Role-Playing,Action RPG"
The Witcher 3: Wild Hunt,The Witcher,2015,8,2007,Role-Play,Tier 1,13,91,4799,9.2,CDProjektRedStudio,1.31,"Action RPG,Role-Playing,Action RPG"
The Witcher 3: Wild Hunt - Blood and Wine,The Witcher,2016,9,2007,Role-Play,Tier 1,50,92,3088,9.3,CDProjektRedStudio,,"Role-Playing,Action RPG"
The Witcher 3: Wild Hunt - Blood and Wine,The Witcher,2016,9,2007,Role-Play,Tier 1,27,91,1640,9.1,CDProjektRedStudio,,"Role-Playing,Action RPG"
The Witcher 3: Wild Hunt - Complete Edition,The Witcher,2019,12,2007,Role-Play,Tier 2,64,85,445,8.5,"SaberInteractive,CDProjektRedStudio",,"Role-Playing,Action RPG"
The Witcher 3: Wild Hunt - Hearts of Stone,The Witcher,2015,8,2007,Role-Play,Tier 1,25,90,1704,9.0,CDProjektRedStudio,,"Role-Playing,Action RPG"
The Witcher 3: Wild Hunt - Hearts of Stone,The Witcher,2015,8,2007,Role-Play,Tier 2,37,89,2622,9.1,CDProjektRedStudio,,"Role-Playing,Action RPG"
The Witcher Adventure Game,The Witcher,2014,7,2007,General,Tier 4,21,68,78,5.9,CanExplode,,"Miscellaneous,Adventure,General,Board / Card Game"
The Witcher: Enhanced Edition,The Witcher,2008,1,2007,Role-Play,Tier 2,30,86,2551,8.5,CDProjektRedStudio,0.32,"Role-Playing,Action RPG,Action RPG"
The Witness,The Witness,2016,0,2016,General,Tier 2,82,87,671,7.2,"Thekla,Inc",,"Miscellaneous,General,General,Puzzle,Puzzle,Adventure,3D,First-Person"
The Witness,The Witness,2016,0,2016,General,Tier 2,20,87,551,6.9,"Thekla,Inc",,"Miscellaneous,Puzzle,General,General,Puzzle,Puzzle,Adventure,3D,First-Person"
The Witness,The Witness,2016,0,2016,Adventure,Tier 2,11,86,58,6.9,"Thekla,Inc",,"Adventure,3D,First-Person"
The Wizards,The Wizards,2018,0,2018,Action,Tier 2,7,80,6,7.5,CarbonStudio,,"Action,Shooter,Light Gun"
The Wizards: Enhanced Edition,The Wizards,2019,1,2018,Action,Tier 4,23,68,13,5.8,CarbonStudio,,"Action,Shooter,Light Gun"
The Wolf Among Us,The Wolf Among Us,2013,0,2013,Action Adventure,Tier 2,13,80,725,8.8,TelltaleGames,,"Action Adventure,Adventure,General,Fantasy,Point-and-Click"
The Wolf Among Us: Episode 1 - Faith,The Wolf Among Us,2013,0,2013,Action Adventure,Tier 2,45,85,820,8.9,TelltaleGames,,"Action Adventure,Adventure,Fantasy,General,Fantasy,Point-and-Click"
The Wolf Among Us: Episode 1 - Faith,The Wolf Among Us,2013,0,2013,Action Adventure,Tier 2,9,85,136,8.7,TelltaleGames,,"Action Adventure,Adventure,Fantasy,General,Fantasy,Point-and-Click"
The Wolf Among Us: Episode 2 - Smoke and Mirrors,The Wolf Among Us,2014,1,2013,Action Adventure,Tier 2,9,82,85,8.2,TelltaleGames,,"Action Adventure,Adventure,General,Fantasy,Point-and-Click"
The Wolf Among Us: Episode 2 - Smoke and Mirrors,The Wolf Among Us,2014,1,2013,Fantasy,Tier 3,43,76,302,8.3,TelltaleGames,,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click"
The Wolf Among Us: Episode 3 - A Crooked Mile,The Wolf Among Us,2014,1,2013,Fantasy,Tier 2,38,82,292,8.6,TelltaleGames,,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click"
The Wolf Among Us: Episode 4 - In Sheep's Clothing,The Wolf Among Us,2014,1,2013,Fantasy,Tier 3,29,75,193,8.2,TelltaleGames,,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click"
The Wolf Among Us: Episode 5 - Cry Wolf,The Wolf Among Us,2014,1,2013,Fantasy,Tier 2,33,84,400,8.8,TelltaleGames,,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click"
The Wolf Among Us: Episode 5 - Cry Wolf,The Wolf Among Us,2014,1,2013,Action Adventure,Tier 3,7,75,53,8.2,TelltaleGames,,"Action Adventure,Adventure,General,Fantasy,Point-and-Click"
The Wonderful 101: Remastered,The Wonderful 101,2020,0,2020,Action,Tier 3,10,76,44,6.3,PlatinumGames,,"Action,General"
The World Ends with You: Final Remix,The World Ends with You,2018,0,2018,Role-Play,Tier 3,50,77,93,7.1,"SquareEnix,h.a.n.d.Inc.,JupiterCorporation",,"Role-Playing,Action RPG"
There is no game : Wrong dimension,There is no game,2020,0,2020,Adventure,Tier 2,9,89,55,8.8,DrawMeAPixel,,"Adventure,General"
They Are Billions,They Are Billions,2019,0,2019,Strategy,Tier 3,12,77,119,6.5,NumantianGames,,"Strategy,Real-Time,Defense"
Thief,Thief,2014,16,1998,Fantasy,Tier 4,21,69,288,6.0,EidosMontreal,,"Fantasy,Action Adventure,General,Fantasy"
Thief,Thief,2014,16,1998,Fantasy,Tier 4,48,67,726,6.2,EidosMontreal,,"Fantasy,Action Adventure,General,Fantasy"
Thief,Thief,2014,16,1998,Fantasy,Tier 3,37,70,1576,5.9,NixxesSoftware,,"Fantasy,Action Adventure,General,Fantasy"
Thief II: The Metal Age,Thief,2000,2,1998,Action Adventure,Tier 2,18,87,258,8.9,LookingGlassStudios,,"Action Adventure,Fantasy,General,Fantasy"
Thief: Deadly Shadows,Thief,2004,6,1998,Action Adventure,Tier 2,45,85,300,8.3,IonStorm,,"Action Adventure,Fantasy,General,Fantasy"
Thief: The Dark Project,Thief,1998,0,1998,Action Adventure,Tier 1,18,92,397,9.0,LookingGlassStudios,,"Action Adventure,Fantasy,General,Fantasy"
Thimbleweed Park,Thimbleweed Park,2017,0,2017,Adventure,Tier 2,15,84,55,7.4,RonGilbertandGaryWinnick,,"Adventure,Point-and-Click"
Thimbleweed Park,Thimbleweed Park,2017,0,2017,Adventure,Tier 2,59,84,209,8.1,RonGilbertandGaryWinnick,,"Adventure,Point-and-Click"
Thimbleweed Park,Thimbleweed Park,2017,0,2017,Adventure,Tier 2,7,86,51,7.6,RonGilbertandGaryWinnick,,"Adventure,Point-and-Click"
Thimbleweed Park,Thimbleweed Park,2017,0,2017,Adventure,Tier 2,9,82,79,8.3,"RonGilbertandGaryWinnick,TerribleToybox",,"Adventure,Point-and-Click"
Thirty Flights of Loving,Thirty Flights of Loving,2012,0,2012,Adventure,Tier 2,10,88,184,5.0,BlendoGames,,"Adventure,General,3D,First-Person"
This War of Mine,This War of Mine,2014,0,2014,Action,Tier 2,63,83,919,8.3,11bitstudios,,"Action,Strategy,Real-Time,General"
This War of Mine: Complete Edition,This War of Mine,2018,4,2014,Strategy,Tier 2,15,80,19,8.6,11bitstudios,,"Strategy,Real-Time,General"
This War of Mine: The Little Ones,This War of Mine,2016,2,2014,Strategy,Tier 3,19,78,41,7.7,11bitstudios,,"Strategy,Real-Time,General"
This War of Mine: The Little Ones,This War of Mine,2016,2,2014,Strategy,Tier 3,37,78,144,7.5,11bitstudios,,"Strategy,Real-Time,General"
Thomas Was Alone,Thomas Was Alone,2012,0,2012,Action,Tier 3,17,77,349,8.1,MikeBithell,,"Action,Platformer,Platformer,2D,2D"
Thomas Was Alone,Thomas Was Alone,2013,1,2012,Action,Tier 2,21,80,91,6.9,MikeBithell,,"Action,Platformer,Platformer,2D,2D"
Three Fourths Home,Three Fourths Home,2015,0,2015,Adventure,Tier 3,8,77,18,5.4,[bracket]games,,"Adventure,General,Text"
Throne of Darkness,Throne of Darkness,2001,0,2001,Role-Play,Tier 4,19,68,19,8.6,ClickEntertainment,,"Role-Playing,Action RPG,Action RPG"
Thronebreaker: The Witcher Tales,Thronebreaker,2018,0,2018,Role-Play,Tier 2,51,85,553,8.0,CDProjektRedStudio,,"Role-Playing,Action RPG,Strategy,Turn-Based,Card Battle"
Thronebreaker: The Witcher Tales,Thronebreaker,2018,0,2018,Role-Play,Tier 2,7,85,49,7.3,CDProjektRedStudio,,"Role-Playing,Action RPG,Strategy,Turn-Based,Card Battle"
Thronebreaker: The Witcher Tales,Thronebreaker,2018,0,2018,Role-Play,Tier 2,8,80,92,7.4,CDProjektRedStudio,,"Role-Playing,Action RPG,Strategy,Turn-Based,Card Battle"
Thronebreaker: The Witcher Tales,Thronebreaker,2020,2,2018,Strategy,Tier 2,17,84,60,7.6,CDProjektRedStudio,,"Strategy,Turn-Based,Card Battle"
Thumper,Thumper,2017,1,2016,Action,Tier 2,15,85,95,8.0,Drool,,"Action,Rhythm,Music"
Thumper,Thumper,2016,0,2016,Action,Tier 2,10,86,37,7.4,"droolGames,Drool",,"Action,Rhythm,Music"
Thumper,Thumper,2016,0,2016,Action,Tier 2,40,84,100,7.3,"droolGames,Drool",,"Action,Rhythm,Music"
Thumper,Thumper,2017,1,2016,Action,Tier 2,7,86,10,5.1,"droolGames,Drool",,"Action,Rhythm,Music"
Time Commando,Time Commando,1996,0,1996,Action Adventure,Tier 2,7,80,31,8.3,AdelineSoftware,,"Action Adventure,Sci-Fi,Sci-Fi,General"
Timelie,Timelie,2020,0,2020,Action Adventure,Tier 3,8,77,8,6.3,UrniqueStudio,,"Action Adventure,Linear"
Timespinner,Timespinner,2018,0,2018,Action,Tier 2,8,81,23,5.8,LunarRayGames,,"Action,Platformer,2D"
Timespinner,Timespinner,2019,1,2018,Action,Tier 2,10,84,29,7.3,LunarRayGames,,"Action,Platformer,2D"
Tiny & Big: Grandpa's Leftovers,Tiny & Big,2012,0,2012,Adventure,Tier 3,30,75,101,7.3,BlackPants,,"Adventure,General,General"
Tiny Barbarian DX,Tiny Barbarian,2017,0,2017,Action,Tier 3,11,77,21,7.7,StarQuail,,"Action,General"
Tiny Metal: Full Metal Rumble,Tiny Metal: Full Metal Rumble,2019,0,2019,Strategy,Tier 3,10,77,18,7.5,AREA35,,"Strategy,Turn-Based,Tactics"
Titan Quest,Titan Quest,2006,0,2006,Role-Play,Tier 3,51,77,471,8.1,IronLoreEntertainment,0.06,"Role-Playing,Action RPG,Action RPG"
Titan Quest: Immortal Throne,Titan Quest,2007,1,2006,Role-Play,Tier 2,23,80,259,8.5,IronLoreEntertainment,,"Role-Playing,Action RPG,Action RPG"
Titanfall,Titanfall,2014,0,2014,Action,Tier 2,68,86,2507,6.7,RespawnEntertainment,2.95,"Shooter,Sci-Fi,Miscellaneous,General,Action,Shooter,First-Person,Sci-Fi,Arcade"
Titanfall,Titanfall,2014,0,2014,Action,Tier 2,29,86,1758,6.3,RespawnEntertainment,0.56,"Shooter,Sci-Fi,Miscellaneous,General,Action,Shooter,First-Person,Sci-Fi,Arcade"
Titanfall 2,Titanfall,2016,2,2014,Action,Tier 2,61,89,1694,8.5,RespawnEntertainment,0.75,"Action,Shooter,First-Person,Arcade"
Titanfall 2,Titanfall,2016,2,2014,Action,Tier 2,32,87,512,8.3,RespawnEntertainment,0.57,"Action,Shooter,First-Person,Arcade"
Titanfall 2,Titanfall,2016,2,2014,Action,Tier 2,30,86,1112,8.3,RespawnEntertainment,0.08,"Action,Shooter,First-Person,Arcade"
Titanfall: Expedition,Titanfall,2014,0,2014,Action,Tier 3,10,73,119,4.7,RespawnEntertainment,,"Action,Shooter,First-Person,Sci-Fi,Arcade"
To the Moon,To the Moon,2011,0,2011,Role-Play,Tier 2,26,81,1356,8.9,FreebirdGames,,"Role-Playing,Adventure,General,General,General"
To the Moon,To the Moon,2020,9,2011,Adventure,Tier 2,16,84,43,8.1,"FreebirdGames,X.D.NetworkInc.",,"Adventure,General"
ToeJam & Earl: Back in the Groove,ToeJam & Earl,2019,0,2019,Action,Tier 3,7,76,31,6.5,HumanatureStudios,,"Action,General,Platformer,2D"
ToeJam & Earl: Back in the Groove!,ToeJam & Earl,2019,0,2019,Action,Tier 3,22,75,86,5.9,"HumanatureStudios,22ndCenturyToys",,"Action,General,Platformer,2D"
Toki Tori,Toki Tori,2010,0,2010,General,Tier 2,10,80,111,7.6,TwoTribes,,"Miscellaneous,Puzzle,Action,Puzzle,General,Puzzle,General"
Toki Tori,Toki Tori,2018,8,2010,Puzzle,Tier 2,8,82,15,8.1,TwoTribes,,"Puzzle,Action"
Toki Tori 2 +,Toki Tori,2013,3,2010,General,Tier 3,13,76,43,7.6,TwoTribes,,"Miscellaneous,General,General,Puzzle,Puzzle,Action"
Toki Tori 2 +,Toki Tori,2016,6,2010,Puzzle,Tier 3,7,78,5,5.6,TwoTribes,,"Puzzle,Action"
Toki Tori 2 +,Toki Tori,2018,8,2010,Puzzle,Tier 2,13,84,22,8.1,TwoTribes,,"Puzzle,Action"
Tokyo Mirage Sessions #FE Encore,Tokyo Mirage Sessions #FE Encore,2020,0,2020,Role-Play,Tier 2,62,81,209,6.2,Atlus,,"Role-Playing,Japanese-Style"
Tokyo Xanadu eX+,Tokyo Xanadu eX+,2017,0,2017,Role-Play,Tier 3,16,75,51,7.8,Falcom,0.03,"Role-Playing,Action RPG"
Tom Clancy's EndWar,Tom Clancy,2008,10,1998,Strategy,Tier 3,33,76,45,6.8,UbisoftShanghai,0.66,"Strategy,Real-Time,Military,Military,Tactics"
