Game Name,Franchise,Platform,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
NBA Street Homecourt,NBA,PlayStation,2007,6,2001,Sports,Tier 2,31,81,17,6.2,EACanada,0.15,"Sports,Traditional,Team,Basketball,Arcade,Arcade"
NBA 2K11,NBA ,PlayStation,2010,0,2010,Sports,Tier 2,46,89,110,8.0,VisualConcepts,1.8,"Sports,Traditional,Team,Basketball,Sim,Sim"
NBA 2K12,NBA ,PlayStation,2011,1,2010,Sports,Tier 1,38,90,134,6.7,VisualConcepts,2.11,"Sports,Traditional,Team,Basketball,Sim,Sim"
NBA 2K13,NBA ,PlayStation,2012,2,2010,Sports,Tier 1,26,90,108,8.0,VisualConcepts,2.47,"Sports,Traditional,Team,Basketball,Sim,Sim"
NBA 2K14,NBA ,PlayStation,2013,3,2010,Sports,Tier 2,26,84,151,5.0,VisualConcepts,2.11,"Sports,Traditional,Team,Basketball,Sim,Sim"
NBA 2K14,NBA ,Xbox,2013,3,2010,Simulation,Tier 2,15,86,184,5.7,VisualConcepts,0.91,"Sim,Sports,Traditional,Team,Basketball,Sim"
NBA 2K14,NBA ,PlayStation,2013,3,2010,Sports,Tier 2,20,85,385,6.5,VisualConcepts,1.45,"Sports,Traditional,Team,Basketball,Sim,Sim"
NBA 2K15,NBA ,PlayStation,2014,4,2010,Sports,Tier 2,50,83,305,6.9,VisualConcepts,2.45,"Sports,Traditional,Team,Basketball,Sim"
NBA 2K15,NBA ,Xbox,2014,4,2010,Sports,Tier 2,9,82,100,6.2,VisualConcepts,1.72,"Sports,Traditional,Team,Basketball,Sim"
NBA 2K16,NBA ,PlayStation,2015,5,2010,Action,Tier 2,51,87,436,6.7,VisualConcepts,3.88,"Action,General,Sports,Team,Basketball,Sim"
NBA 2K16,NBA ,Xbox,2015,5,2010,Action,Tier 2,14,86,123,6.1,VisualConcepts,2.34,"Action,General,Sports,Team,Basketball,Sim"
NBA 2K17,NBA ,Xbox,2016,6,2010,Sports,Tier 1,17,90,133,5.9,VisualConcepts,1.02,"Sports,Team,Basketball,Sim"
NBA 2K17,NBA ,PlayStation,2016,6,2010,Sports,Tier 2,47,88,301,6.2,VisualConcepts,1.88,"Sports,Team,Basketball,Sim"
NBA 2K18,NBA ,Xbox,2017,7,2010,Sports,Tier 2,16,85,178,1.6,2KGames,,"Sports,Team,Basketball,Sim"
NBA 2K18,NBA ,PlayStation,2017,7,2010,Arcade,Tier 2,54,80,720,1.7,VisualConcepts,,"Arcade,Sports,Team,Basketball,Sim"
NBA 2K18,NBA ,Switch,2017,7,2010,Sports,Tier 3,15,74,172,4.3,VisualConcepts,,"Sports,Team,Basketball,Sim"
NBA 2K19,NBA ,PC,2018,8,2010,Arcade,Tier 3,7,76,123,4.2,VisualConcepts,,"Arcade,Sports,Team,Basketball,Sim"
NCAA Basketball 10,NCAA,PlayStation,2009,2,2007,Sports,Tier 3,17,75,8,7.9,EACanada,0.33,"Sports,Traditional,Team,Basketball,Sim,Sim"
NCAA Football 08,NCAA,PlayStation,2007,0,2007,Sports,Tier 3,13,77,29,7.9,EASports,0.38,"Sports,Traditional,Team,Football,Sim,Sim"
NCAA Football 09,NCAA,PlayStation,2008,1,2007,Sports,Tier 2,20,81,26,7.2,EATiburon,0.58,"Sports,Traditional,Team,Football,Sim,Sim"
NCAA Football 10,NCAA,PlayStation,2009,2,2007,Sports,Tier 2,20,80,14,6.9,EATiburon,0.81,"Sports,Traditional,Team,Football,Sim,Sim"
NCAA Football 11,NCAA,PlayStation,2010,3,2007,Sports,Tier 2,22,85,27,7.5,EATiburon,0.85,"Sports,Traditional,Team,Football,Sim,Sim"
NCAA Football 12,NCAA,PlayStation,2011,4,2007,Sports,Tier 2,17,82,41,5.8,EASports,0.83,"Sports,Traditional,Team,Football,Sim,Sim"
NCAA Football 13,NCAA,PlayStation,2012,5,2007,Sports,Tier 3,9,79,34,4.1,EATiburon,0.89,"Sports,Traditional,Team,Football,Sim,Sim"
NCAA Football 14,NCAA,PlayStation,2013,6,2007,Sports,Tier 3,9,77,46,6.3,EATiburon,0.84,"Sports,Traditional,Team,Football,Sim,Sim"
NCAA March Madness 08,NCAA,PlayStation,2007,0,2007,Sports,Tier 4,15,67,4,3.8,EACanada,0.09,"Sports,Traditional,Team,Basketball,Sim,Sim"
NEO Scavenger,NEO Scavenger,PC,2014,0,2014,Sci-Fi,Tier 3,7,77,61,7.7,BlueBottleGames,,"Sci-Fi,Sci-Fi,Strategy,Turn-Based,General"
NFL Blitz,NFL,PlayStation,2012,0,2012,Sports,Tier 2,9,80,15,6.2,EATiburon,,"Sports,Traditional,Team,Football,Arcade,Arcade"
3 on 3 NHL Arcade,NHL,PlayStation,2009,9,2000,Sports,Tier 4,20,66,23,7.1,EACanada,,"Sports,Traditional,Team,Ice Hockey,Arcade,Arcade"
NHL 19,NHL,PlayStation,2018,18,2000,Sports,Tier 2,29,80,111,5.2,EASports,,"Sports,Team,Ice Hockey,Sim"
NHL 20,NHL,Xbox,2019,19,2000,Sports,Tier 2,12,85,55,4.3,ElectronicArts,,"Sports,Team,Ice Hockey,Sim"
NHL 06,NHL,PC,2005,5,2000,Sports,Tier 3,16,77,18,7.2,EACanada,,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 08,NHL,PlayStation,2007,7,2000,Sports,Tier 2,23,86,24,7.0,EACanada,0.25,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 09,NHL,PlayStation,2008,8,2000,Sports,Tier 2,25,88,42,7.8,EACanada,0.33,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 10,NHL,PlayStation,2009,9,2000,Sports,Tier 2,35,88,44,8.1,EACanada,0.57,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 11,NHL,PlayStation,2010,10,2000,Sports,Tier 2,38,88,55,7.2,ElectronicArts,0.59,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 12,NHL,PlayStation,2011,11,2000,Sports,Tier 2,33,86,57,7.5,ElectronicArts,0.58,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 13,NHL,PlayStation,2012,12,2000,Sports,Tier 2,22,84,66,6.9,ElectronicArts,0.64,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 14,NHL,PlayStation,2013,13,2000,Sports,Tier 2,22,80,83,6.1,ElectronicArts,0.54,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 16,NHL,Xbox,2015,15,2000,Sports,Tier 2,18,80,84,6.1,"EASports,EACanada",0.48,"Sports,Team,Ice Hockey,Sim"
NHL 16,NHL,PlayStation,2015,15,2000,Sports,Tier 3,28,78,171,5.4,"EASports,EACanada",0.63,"Sports,Team,Ice Hockey,Sim"
NHL 17,NHL,PlayStation,2016,16,2000,Sports,Tier 3,26,78,126,5.6,"EACanada,EAVancouver",0.33,"Sports,Team,Ice Hockey,Sim"
NHL 17,NHL,Xbox,2016,16,2000,Sports,Tier 3,23,77,59,4.2,"EACanada,EAVancouver",0.24,"Sports,Team,Ice Hockey,Sim"
NHL 18,NHL,Xbox,2017,17,2000,Sports,Tier 3,16,77,47,4.0,EASports,,"Sports,Team,Ice Hockey,Sim"
NHL 18,NHL,PlayStation,2017,17,2000,Sports,Tier 3,27,75,98,3.6,EASports,,"Sports,Team,Ice Hockey,Sim"
NHL 19,NHL,Xbox,2018,18,2000,Sports,Tier 2,20,82,55,6.0,EASports,,"Sports,Team,Ice Hockey,Sim"
NHL 20,NHL,PlayStation,2019,19,2000,Sports,Tier 3,26,77,140,3.6,ElectronicArts,,"Sports,Team,Ice Hockey,Sim"
NHL 2001,NHL,PC,2000,0,2000,Sports,Tier 1,22,90,47,6.6,EASports,,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 2002,NHL,PC,2001,1,2000,Sports,Tier 2,12,87,45,7.6,EASports,,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 2003,NHL,PC,2002,2,2000,Sports,Tier 3,12,75,17,7.4,EASports,,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 2004,NHL,PC,2003,3,2000,Sports,Tier 2,12,87,54,7.5,EASports,,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 2005,NHL,PC,2004,4,2000,Sports,Tier 4,11,66,36,4.5,EASports,,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 21,NHL,PlayStation,2020,20,2000,Sports,Tier 3,31,72,81,2.7,ElectronicArts,,"Sports,Team,Ice Hockey,Sim"
NHL 2K10,NHL,PlayStation,2009,9,2000,Sports,Tier 4,23,66,10,7.7,Take-TwoInteractive,0.15,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 2K7,NHL,PlayStation,2006,6,2000,Sports,Tier 3,24,79,5,6.6,KushGames,0.12,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 2K8,NHL,PlayStation,2007,7,2000,Sports,Tier 3,24,74,4,7.0,KushGames,0.09,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL 2K9,NHL,PlayStation,2008,8,2000,Sports,Tier 3,21,70,4,6.8,VisualConcepts,0.13,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
NHL Eastside Hockey Manager,NHL,PC,2004,4,2000,Sports,Tier 3,7,77,10,6.9,SportsInteractive,,"Sports,Traditional,Team,Ice Hockey,Management,Sim"
NHL Eastside Hockey Manager 2005,NHL,PC,2005,5,2000,Sports,Tier 2,10,82,7,6.6,SportsInteractive,,"Sports,Traditional,Team,Ice Hockey,Management,Sim"
Nancy Drew: Danger By Design,Nancy Drew,PC,2006,3,2003,Adventure,Tier 3,11,70,15,5.7,HerInteractive,,"Adventure,General,General,Point-and-Click"
Nancy Drew: Danger on Deception Island,Nancy Drew,PC,2003,0,2003,Adventure,Tier 2,7,81,16,7.7,HerInteractive,,"Adventure,3D,First-Person,Modern,Modern"
Nancy Drew: Legend of the Crystal Skull,Nancy Drew,PC,2007,4,2003,Adventure,Tier 3,9,79,11,6.8,HerInteractive,,"Adventure,General,General,Point-and-Click"
Nancy Drew: Secret of the Old Clock,Nancy Drew,PC,2005,2,2003,Adventure,Tier 2,10,80,14,7.4,HerInteractive,,"Adventure,First-Person,Point-and-Click,Modern,Modern"
Nancy Drew: The Creature of Kapu Cave,Nancy Drew,PC,2006,3,2003,Adventure,Tier 4,10,68,15,7.1,HerInteractive,,"Adventure,General,General,Point-and-Click"
Nancy Drew: The Phantom of Venice,Nancy Drew,PC,2008,5,2003,Adventure,Tier 4,7,69,13,6.8,HerInteractive,,"Adventure,General,General,Point-and-Click"
Nancy Drew: The Ransom of the Seven Ships,Nancy Drew,PC,2009,6,2003,Adventure,Tier 3,7,78,9,7.4,HerInteractive,,"Adventure,3D,First-Person,Modern"
Nancy Drew: The White Wolf of Icicle Creek,Nancy Drew,PC,2007,4,2003,Adventure,Tier 3,9,73,12,6.5,HerInteractive,,"Adventure,General,General,Point-and-Click"
Nancy Drew: Warnings at Waverly Academy,Nancy Drew,PC,2009,6,2003,Adventure,Tier 3,8,76,14,6.6,HerInteractive,,"Adventure,3D,First-Person,Modern,Modern"
Napoleon: Total War,Napoleon: Total War,PC,2010,0,2010,Strategy,Tier 2,56,81,588,7.9,CreativeAssembly,0.66,"Strategy,Real-Time,Historic,General,Historic"
Naruto Shippuden: Ultimate Ninja Storm 2,Naruto,PlayStation,2010,2,2008,Action,Tier 3,34,76,160,8.3,CyberConnect2,1.21,"Action,Fighting,Fighting,3D,3D"
Naruto Shippuden: Ultimate Ninja Storm 3,Naruto,PlayStation,2013,5,2008,Action,Tier 3,32,77,217,7.8,CyberConnect2,0.93,"Action,Fighting,Fighting,3D,3D"
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,Naruto,PC,2013,5,2008,Action,Tier 2,7,80,257,8.1,CyberConnect2,,"Action,Fighting,Fighting,3D,3D"
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,Naruto,PlayStation,2013,5,2008,Action,Tier 3,16,73,51,7.6,"CyberConnect2,NamcoBandaiGames",,"Action,Fighting,Fighting,3D,3D"
Naruto Shippuden: Ultimate Ninja Storm 4,Naruto,Xbox,2016,8,2008,Action,Tier 2,12,80,86,8.2,CyberConnect2,0.3,"Action,Fighting,3D"
Naruto Shippuden: Ultimate Ninja Storm 4,Naruto,PlayStation,2016,8,2008,Action,Tier 3,60,79,418,8.2,CyberConnect2,1.14,"Action,Fighting,3D"
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto,Naruto,Switch,2020,12,2008,Action,Tier 3,19,79,29,7.9,CyberConnect2,,"Action,Fighting,3D"
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,Naruto,Xbox,2017,9,2008,Action,Tier 3,8,77,11,7.6,CyberConnect2,,"Action,Fighting,3D"
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,Naruto,PlayStation,2017,9,2008,Action,Tier 3,11,70,46,7.1,CyberConnect2,,"Action,Fighting,3D"
Naruto Shippuden: Ultimate Ninja Storm Generations,Naruto,PlayStation,2012,4,2008,Action,Tier 3,23,74,107,7.0,"CyberConnect2,Racjin",0.73,"Action,Fighting,Fighting,3D,3D"
Naruto Shippuden: Ultimate Ninja Storm Revolution,Naruto,PlayStation,2014,6,2008,Action,Tier 3,26,73,134,7.3,CyberConnect2,0.43,"Action,Fighting,3D"
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Naruto,Switch,2018,10,2008,General,Tier 3,16,70,74,7.8,BandaiNamcoGames,,"Miscellaneous,Compilation"
Naruto to Boruto: Shinobi Striker,Naruto,PC,2018,10,2008,Action,Tier 4,10,66,37,6.8,"CyberConnect2,Soleil",,"Action,Fighting,3D"
Naruto: Ultimate Ninja Storm,Naruto,PlayStation,2008,0,2008,Action,Tier 3,32,75,132,8.1,CyberConnect2,1.07,"Action,Fighting,Fighting,3D,3D"
Natural Selection 2,Natural Selection,PC,2012,0,2012,Action,Tier 2,28,80,636,8.5,UnknownWorldsEntertainment,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Tactical,Arcade"
Necrobarista,Necrobarista,PC,2020,0,2020,Action,Tier 2,33,81,16,7.5,Route59Games,,"Action,General"
Need for Speed,Need for Speed,PlayStation,2015,13,2002,Racing,Tier 4,69,66,1241,6.9,GhostGames,,"Racing,Simulation,Automobile"
Need for Speed,Need for Speed,Xbox,2015,13,2002,Racing,Tier 4,30,65,594,7.6,GhostGames,,"Racing,Simulation,Automobile"
Need for Speed,Need for Speed,PC,2016,14,2002,Racing,Tier 4,23,68,339,5.4,GhostGames,,"Racing,Simulation,Automobile"
Need for Speed Carbon,Need for Speed,PlayStation,2006,4,2002,Racing,Tier 3,31,75,63,7.4,EACanada,1.23,"Driving,Racing,Simulation,Arcade,GT / Street,GT / Street,Automobile"
Need for Speed Heat,Need for Speed,Xbox,2019,17,2002,Racing,Tier 3,29,74,158,6.7,GhostGames,,"Racing,Arcade,Automobile"
Need for Speed Heat,Need for Speed,PlayStation,2019,17,2002,Racing,Tier 3,61,72,738,6.2,GhostGames,,"Racing,Arcade,Automobile"
Need for Speed Heat,Need for Speed,PC,2019,17,2002,Racing,Tier 3,18,72,299,5.4,GhostGames,,"Racing,Arcade,Automobile"
Need for Speed ProStreet,Need for Speed,PlayStation,2007,5,2002,Racing,Tier 3,26,73,57,6.5,EABlackBox,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Carbon,Need for Speed,PC,2006,4,2002,Racing,Tier 3,17,78,422,7.4,BlackBox,,"Driving,Racing,Simulation,Arcade,GT / Street,GT / Street,Automobile"
Need for Speed: Hot Pursuit,Need for Speed,PlayStation,2010,8,2002,Racing,Tier 2,59,89,356,7.4,CriterionGames,2.78,"Driving,Racing,Arcade,Arcade,Automobile"
Need for Speed: Hot Pursuit,Need for Speed,PC,2010,8,2002,Racing,Tier 2,14,86,742,6.9,CriterionGames,0.37,"Driving,Racing,Arcade,Arcade,Automobile"
Need for Speed: Hot Pursuit 2,Need for Speed,PC,2002,0,2002,Racing,Tier 3,11,73,161,7.8,EASeattle,,"Driving,Racing,Arcade,Arcade,Automobile"
Need for Speed: Hot Pursuit Remastered,Need for Speed,PC,2020,18,2002,Racing,Tier 3,8,76,8,3.7,CriterionGames,,"Racing,Arcade,Automobile"
Need for Speed: Most Wanted,Need for Speed,PC,2005,3,2002,Racing,Tier 2,19,82,944,8.7,BlackBox,0.08,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Most Wanted,Need for Speed,PC,2005,3,2002,Racing,Tier 2,19,82,944,8.7,BlackBox,0.29,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Most Wanted - A Criterion Game,Need for Speed,PlayStation,2012,10,2002,Racing,Tier 2,37,84,519,5.9,CriterionGames,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Most Wanted - A Criterion Game,Need for Speed,PC,2012,10,2002,Racing,Tier 3,14,78,899,4.4,CriterionGames,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: ProStreet,Need for Speed,PC,2007,5,2002,Racing,Tier 3,18,70,248,6.4,EAGames,0.04,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Rivals,Need for Speed,PlayStation,2013,11,2002,Racing,Tier 2,53,80,815,6.2,GhostGames,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Rivals,Need for Speed,PC,2013,11,2002,Racing,Tier 3,16,76,622,3.6,GhostGames,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Rivals,Need for Speed,Xbox,2013,11,2002,Racing,Tier 3,18,75,198,5.8,GhostGames,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Shift,Need for Speed,PlayStation,2009,7,2002,Racing,Tier 2,55,84,136,6.9,SlightlyMadStudios,2.65,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Shift,Need for Speed,PC,2009,7,2002,Racing,Tier 2,22,83,466,5.9,SlightlyMadStudios,0.06,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: The Run,Need for Speed,PC,2011,9,2002,Racing,Tier 4,18,69,450,6.1,BlackBox,0.36,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Undercover,Need for Speed,PC,2008,6,2002,Racing,Tier 4,18,65,318,5.1,EABlackBox,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Underground,Need for Speed,PC,2003,1,2002,Racing,Tier 2,24,82,500,8.3,BlackBox,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Need for Speed: Underground 2,Need for Speed,PC,2004,2,2002,Racing,Tier 2,31,82,700,8.6,EACanada,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Nelly Cootalot: The Fowl Fleet,Nelly Cootalot,Switch,2019,3,2016,Adventure,Tier 3,7,78,4,8.0,ApplicationSystemsHeidelberg,,"Adventure,Point-and-Click"
Nelly Cootalot: The Fowl Fleet,Nelly Cootalot,PC,2016,0,2016,Adventure,Tier 2,7,81,33,7.7,"ApplicationSystemsHeidelbergSoftwareGmbH,ApplicationSystemsHeidelberg",,"Adventure,Point-and-Click"
Neo Cab,Neo Cab,PC,2019,0,2019,Adventure,Tier 3,17,76,23,4.8,ChanceAgency,,"Adventure,General"
Neo Cab,Neo Cab,Switch,2019,0,2019,Adventure,Tier 3,17,75,19,6.8,ChanceAgency,,"Adventure,General"
Neocron,Neocron,PC,2002,0,2002,Role-Play,Tier 4,11,66,6,6.7,ReakktorMedia,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi"
Neon Abyss,Neon Abyss,Xbox,2020,0,2020,Action,Tier 2,7,81,18,6.6,VeewoGames,,"Action,Platformer,2D"
Neon Abyss,Neon Abyss,Switch,2020,0,2020,Action,Tier 2,8,80,19,5.2,VeewoGames,,"Action,Platformer,2D"
NeuroVoider,NeuroVoider,Switch,2017,0,2017,Action,Tier 2,10,85,37,7.9,FlyingOakGames,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Never Give Up,Never Give Up,Switch,2019,0,2019,Action,Tier 3,8,78,13,8.0,MassiveMonster,,"Action,Platformer,2D"
Neversong,Neversong,PC,2020,0,2020,Adventure,Tier 3,21,75,21,7.6,"SerenityForge,ThomasBrush",,"Adventure,General"
Neverwinter,Neverwinter,PC,2013,11,2002,Role-Play,Tier 3,35,74,450,5.3,CrypticStudios,,"Role-Playing,General,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
Neverwinter,Neverwinter,Xbox,2015,13,2002,Role-Play,Tier 4,14,66,161,5.0,CrypticStudios,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy"
Neverwinter,Neverwinter,PlayStation,2016,14,2002,Role-Play,Tier 3,7,74,105,6.6,CrypticStudios,,"Role-Playing,Massively Multiplayer"
Neverwinter Nights,Neverwinter,PC,2002,0,2002,Role-Play,Tier 1,34,91,610,8.1,BioWare,0.03,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Neverwinter Nights 2,Neverwinter,PC,2006,4,2002,Role-Play,Tier 2,46,82,634,6.6,ObsidianEntertainment,0.02,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Neverwinter Nights 2: Mask of The Betrayer,Neverwinter,PC,2007,5,2002,Role-Play,Tier 2,25,82,213,8.5,ObsidianEntertainment,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Neverwinter Nights 2: Mysteries of Westgate,Neverwinter,PC,2009,7,2002,Role-Play,Tier 3,11,73,21,7.5,OssianStudios,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Neverwinter Nights 2: Storm of Zehir,Neverwinter,PC,2008,6,2002,Role-Play,Tier 3,15,73,77,7.3,ObsidianEntertainment,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Neverwinter Nights: Hordes of the Underdark,Neverwinter,PC,2003,1,2002,Role-Play,Tier 2,24,84,126,8.4,BioWare,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Neverwinter Nights: Shadows of Undrentide,Neverwinter,PC,2003,1,2002,Role-Play,Tier 3,24,78,98,7.7,BioWare,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
New Super Lucky's Tale,New Super Lucky's Tale,Switch,2019,0,2019,Action,Tier 3,28,76,90,8.1,PlayfulCorp.,,"Action,Platformer,3D"
New Super Lucky's Tale,New Super Lucky's Tale,PlayStation,2020,1,2019,Action,Tier 3,10,76,9,7.4,PlayfulCorp.,,"Action,Platformer,3D"
Nex Machina: Death Machine,Nex Machina,PlayStation,2017,0,2017,Action,Tier 2,47,88,152,8.1,Housemarque,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Nex Machina: Death Machine,Nex Machina,PC,2017,0,2017,Action,Tier 2,16,84,45,6.7,Housemarque,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Nexus: The Jupiter Incident,Nexus,PC,2005,0,2005,Strategy,Tier 3,24,77,87,8.7,Mithis/HDInteractive,,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General"
Ni no Kuni II: Revenant Kingdom,Ni no Kuni,PlayStation,2018,5,2013,Role-Play,Tier 2,84,84,809,7.5,Level5,,"Action RPG,Role-Playing,Japanese-Style"
Ni no Kuni II: Revenant Kingdom,Ni no Kuni,PC,2018,5,2013,Role-Play,Tier 2,22,81,329,6.9,Level5,,"Role-Playing,Japanese-Style"
Ni no Kuni: Wrath of the White Witch,Ni no Kuni,PlayStation,2013,0,2013,General,Tier 2,89,85,1134,8.7,Level5,1.51,"General,Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style"
Ni no Kuni: Wrath of the White Witch,Ni no Kuni,Switch,2019,6,2013,Role-Play,Tier 2,23,84,92,8.0,"Level5,EngineSoftware",,"Role-Playing,Japanese-Style"
Ni no Kuni: Wrath of the White Witch Remastered,Ni no Kuni,PlayStation,2019,6,2013,Role-Play,Tier 2,31,86,140,8.2,Level5,,"Role-Playing,Japanese-Style"
NiGHTS into Dreams...,NiGHTS into Dreams...,PlayStation,2012,0,2012,General,Tier 3,8,75,15,7.5,SonicTeam,,"Platformer,3D,Action,General,Platformer,3D"
Nidhogg,Nidhogg,PC,2014,0,2014,General,Tier 2,43,81,148,6.8,Messhof,,"General,Action,Miscellaneous,General"
Nidhogg 2,Nidhogg,PC,2017,3,2014,Action,Tier 2,32,80,22,6.5,Messhof,,"Action,General"
Nidhogg 2,Nidhogg,Switch,2018,4,2014,Action,Tier 3,12,75,8,7.5,Messhof,,"Action,General"
NIER,NieR,PlayStation,2010,0,2010,Role-Play,Tier 4,58,68,456,8.6,CaviaInc.,,"Role-Playing,Action RPG,Action RPG"
NieR: Automata,NieR,PlayStation,2017,7,2010,Role-Play,Tier 2,101,88,3751,8.9,PlatinumGames,,"Role-Playing,Action RPG"
NieR: Automata,NieR,PC,2017,7,2010,Role-Play,Tier 2,12,84,1331,8.6,PlatinumGames,,"Role-Playing,Action RPG"
NieR: Automata - Become as Gods Edition,NieR,Xbox,2018,8,2010,Role-Play,Tier 1,30,90,504,9.0,PlatinumGames,,"Role-Playing,Action RPG"
NieR: Automata - Game of the YoRHa Edition,NieR,PlayStation,2019,9,2010,Role-Play,Tier 1,10,91,468,8.6,PlatinumGames,,"Role-Playing,Action RPG"
Night in the Woods,Night in the Woods,PC,2017,0,2017,Fantasy,Tier 2,30,88,331,7.5,InfiniteFall,,"Fantasy,Action Adventure,Adventure,General"
Night in the Woods,Night in the Woods,PlayStation,2017,0,2017,Fantasy,Tier 2,15,87,183,7.1,InfiniteFall,,"Fantasy,Action Adventure,Adventure,General"
Night in the Woods,Night in the Woods,Switch,2018,1,2017,Action Adventure,Tier 2,17,85,126,7.4,InfiniteFall,,"Action Adventure,Adventure,General"
Nihilumbra,Nihilumbra,PC,2013,0,2013,Action,Tier 3,11,75,65,6.5,"BEAUTIFUNGAMESSL,BeautiFunGames",,"Action,Adventure,General,General,Platformer,2D"
Ninja Gaiden Sigma,Ninja Gaiden Sigma,PlayStation,2007,0,2007,Action Adventure,Tier 2,46,88,199,7.7,TeamNinja,1.14,"Action Adventure,Fantasy,General,Fantasy"
Ninja Gaiden Sigma 2,Ninja Gaiden Sigma,PlayStation,2009,2,2007,Action Adventure,Tier 2,52,83,150,7.8,TeamNinja,0.85,"Action Adventure,Fantasy,General,Fantasy"
Nintendo Labo: Toycon 01 Variety Kit,Nintendo Labo:,Switch,2018,0,2018,General,Tier 3,23,77,206,6.9,Nintendo,,"Miscellaneous,Party / Minigame"
Nioh,Nioh,PlayStation,2017,0,2017,Role-Play,Tier 2,100,88,2321,8.3,TeamNinja,,"Role-Playing,Action RPG"
Nioh 2,Nioh,PlayStation,2020,3,2017,Role-Play,Tier 2,91,85,872,7.9,TeamNinja,,"Role-Playing,Action RPG"
Nioh 2: Darkness in the Capital,Nioh,PlayStation,2020,3,2017,Role-Play,Tier 2,10,81,13,6.8,TeamNinja,,"Role-Playing,Action RPG"
Nioh 2: The Tengu's Disciple,Nioh,PlayStation,2020,3,2017,Role-Play,Tier 3,20,77,47,8.3,TeamNinja,,"Role-Playing,Action RPG"
Nioh: Bloodshed's End,Nioh,PlayStation,2017,0,2017,Role-Play,Tier 2,8,85,58,7.6,TeamNinja,,"Role-Playing,Action RPG"
