game_name,franchise,platform,release_date,release_year,years_since,first_release_year,main_genre,tier_by_score,critics,critic_score,users,user_score,developer,global_sales,other_info
Assassin's Creed II,Assassin's Creed,PC,2010-03-09,2010,3,2007,Action Adventure,Tier 2,22,86,2221,7,UbisoftMontreal,1,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed III,Assassin's Creed,PC,2012-11-20,2012,5,2007,Action Adventure,Tier 2,21,80,2059,6,Ubisoft,1,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed IV: Black Flag,Assassin's Creed,PC,2013-11-19,2013,6,2007,Action Adventure,Tier 2,10,84,2063,8,Ubisoft,1,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed Liberation HD,Assassin's Creed,PC,2014-01-15,2014,7,2007,Action Adventure,Tier 4,14,66,231,6,UbisoftSofia,,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed Odyssey,Assassin's Creed,PC,2018-10-02,2018,11,2007,Action Adventure,Tier 2,14,86,1767,6,Ubisoft,,"Action Adventure,Open-World"
Assassin's Creed Origins,Assassin's Creed,PC,2017-10-27,2017,10,2007,Action Adventure,Tier 2,29,84,1749,7,"Ubisoft,UbisoftMontreal",,"Action Adventure,Open-World"
Assassin's Creed Rogue,Assassin's Creed,PC,2015-03-09,2015,8,2007,Action Adventure,Tier 3,25,74,621,7,Ubisoft,0,"Historic,Action Adventure,Open-World"
Assassin's Creed Syndicate,Assassin's Creed,PC,2015-11-19,2015,8,2007,Action Adventure,Tier 3,14,74,910,6,UbisoftQuebec,0,"Historic,Action Adventure,Open-World"
Assassin's Creed Unity,Assassin's Creed,PC,2014-11-11,2014,7,2007,Action Adventure,Tier 3,10,70,1920,4,"Ubisoft,UbisoftMontreal",,"Action Adventure,Historic,Open-World"
Assassin's Creed: Brotherhood,Assassin's Creed,PC,2011-03-22,2011,4,2007,Action Adventure,Tier 2,24,88,1609,8,UbisoftMontreal,1,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: Director's Cut Edition,Assassin's Creed,PC,2008-04-08,2008,1,2007,Action Adventure,Tier 3,38,79,1206,8,UbisoftMontreal,,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: Revelations,Assassin's Creed,PC,2011-11-29,2011,4,2007,Action Adventure,Tier 2,20,80,1154,8,UbisoftMontreal,1,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: The Rebel Collection,Assassin's Creed,Switch,2019-12-06,2019,12,2007,General,Tier 2,25,80,92,8,Ubisoft,,"Miscellaneous,Compilation"
Assault Android Cactus,Assault Android Cactus,PC,2015-09-23,2015,0,2015,General,Tier 3,15,79,32,7,WitchBeam,,"General,General,Scrolling,Action,Shooter,Shoot-''Em-Up,Top-Down"
Assault Android Cactus+,Assault Android Cactus,Switch,2019-03-08,2019,4,2015,Action,Tier 2,11,86,33,8,WitchBeam,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Assetto Corsa,Assetto Corsa,PC,2014-12-19,2014,0,2014,Racing,Tier 2,17,85,346,8,KunosSimulazioni,,"Driving,General,GT / Street,Racing,Simulation,Automobile"
Aviary Attorney,Aviary Attorney,PC,2015-12-21,2015,0,2015,Adventure,Tier 3,15,77,25,7,SketchyLogic,,"Adventure,Visual Novel"
Assetto Corsa Competizione,Assetto Corsa,PC,2019-05-29,2019,5,2014,Racing,Tier 3,22,77,63,7,KunosSimulazioni,,"Racing,Simulation,Automobile"
Astebreed,Astebreed,PC,2014-05-30,2014,0,2014,Action,Tier 2,14,86,129,7,Edelweiss,,"Action,Shooter,Scrolling,Shoot-''Em-Up,Vertical,Horizontal"
Astral Chain,Astral Chain,Switch,2019-08-30,2019,0,2019,Action Adventure,Tier 2,92,87,3243,9,PlatinumGames,,"Action Adventure,General"
Atari Anniversary Edition,Atari,PC,2001-07-09,2001,0,2001,General,Tier 3,8,74,4,7,DigitalEclipse,,"Miscellaneous,Compilation,Compilation"
Atelier Lulua: The Scion of Arland,Atelier ,Switch,2019-05-21,2019,5,2014,Role-Play,Tier 3,12,78,21,8,KoeiTecmoGames,,"Role-Playing,Japanese-Style"
Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier ,Switch,2019-10-29,2019,5,2014,General,Tier 2,13,84,75,8,Gust,,"General,Role-Playing,Japanese-Style"
Atlas Reactor,Atlas Reactor,PC,2016-10-04,2016,0,2016,General,Tier 2,12,81,52,8,TrionWorlds,,"Turn-Based,Action,General"
Atom Zombie Smasher,Atom Zombie Smasher,PC,2011-01-23,2011,0,2011,Strategy,Tier 3,7,75,105,7,BlendoGames,,"Strategy,Real-Time,General,General"
Atomicrops,Atomicrops,PC,2020-05-28,2020,0,2020,Action,Tier 3,7,78,4,6,"DanielWynne,BirdBathGames",,"Action,Shooter,Shoot-''Em-Up,Top-Down"
ATOMIK: RunGunJumpGun,ATOMIK: RunGunJumpGun,Switch,2018-02-08,2018,0,2018,Action,Tier 3,8,78,6,8,Gambitious,,"Action,Platformer,Shooter,2D,Shoot-''Em-Up,Horizontal"
Attack on Titan 2,Attack on Titan,Switch,2018-03-20,2018,2,2016,Action,Tier 3,14,72,46,7,OmegaForce,,"Action,General"
Attentat 1942,Attentat 1942,PC,2017-10-31,2017,0,2017,Adventure,Tier 3,13,75,8,8,CharlesUniversity,,"Adventure,General"
AudioSurf,AudioSurf,PC,2008-02-15,2008,0,2008,Action,Tier 2,25,85,751,9,BestGameEver.com,,"Action,Miscellaneous,Rhythm,Music,Music"
Audiosurf 2,AudioSurf,PC,2015-05-26,2015,7,2008,General,Tier 3,7,76,41,7,BestGameEver.com,,"Miscellaneous,Music,Action,Rhythm,Music"
Austerlitz: Napoleon's Greatest Victory,Austerlitz,PC,2002-07-10,2002,0,2002,Strategy,Tier 3,8,78,4,6,BreakAwayGames,,"Strategy,Wargame,Real-Time,Real-Time"
Autonauts,Autonauts,PC,2019-10-17,2019,0,2019,Strategy,Tier 2,8,80,8,8,Denki,,"Strategy,Management,Government"
Avadon: The Black Fortress,Avadon,PC,2011-05-02,2011,0,2011,Role-Play,Tier 3,8,75,65,8,SpiderwebSoftware,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Avernum 2: Crystal Souls,Avernum,PC,2015-01-14,2015,0,2015,Role-Play,Tier 3,8,78,22,8,SpiderwebSoftware,,"PC-style RPG,Role-Playing,Western-Style"
Aviary Attorney: Definitive Edition,Aviary Attorney,Switch,2020-01-30,2020,5,2015,Adventure,Tier 2,10,81,7,8,SketchyLogic,,"Adventure,Visual Novel"
AVICII Invector Encore Edition,AVICII Invector,Switch,2020-09-08,2020,1,2019,Action,Tier 2,11,81,6,7,WiredProductions,,"Action,Rhythm,Music"
Axiom Verge,Axiom Verge,PC,2015-05-14,2015,0,2015,Action Adventure,Tier 2,11,80,98,8,TomHapp,,"Action Adventure,Sci-Fi,Sci-Fi,General"
Axiom Verge,Axiom Verge,Switch,2017-10-05,2017,2,2015,Action Adventure,Tier 2,15,87,122,9,TomHapp,,"Action Adventure,General"
Axis & Allies,Axis & Allies,PC,2004-11-02,2004,0,2004,Strategy,Tier 4,27,65,19,9,TimeGateStudios,,"Strategy,Real-Time,Military,General,Military"
Azure Striker Gunvolt: Striker Pack,Azure Striker Gunvolt,Switch,2017-08-31,2017,0,2017,General,Tier 2,9,82,47,8,IntiCreates,,"Miscellaneous,Compilation"
B-17 Flying Fortress: The Mighty 8th,B-17 Flying Fortress,PC,2000-12-13,2000,0,2000,Simulation,Tier 2,14,82,12,7,WaywardSimulations,,"Simulation,Flight,WWII,WWII,Combat"
Baba Is You,Baba Is You,PC,2019-03-13,2019,0,2019,Action Adventure,Tier 2,9,87,82,8,HempuliOy,,"Action Adventure,Puzzle,Action,General"
Baba Is You,Baba Is You,Switch,2019-03-13,2019,0,2019,Action Adventure,Tier 2,24,84,87,8,"HempuliOy,MP2Games",,"Action Adventure,Puzzle,Action,General"
Back to the Future: The Game - Episode I: It's About Time,Back to the Future,PC,2010-12-22,2010,0,2010,Action Adventure,Tier 3,39,74,108,7,TelltaleGames,0,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode II: Get Tannen!,Back to the Future,PC,2011-02-17,2011,1,2010,Action Adventure,Tier 3,21,74,40,7,TelltaleGames,0,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode III: Citizen Brown,Back to the Future,PC,2011-03-28,2011,1,2010,Action Adventure,Tier 3,23,71,29,6,TelltaleGames,0,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode IV: Double Visions,Back to the Future,PC,2011-04-29,2011,1,2010,Action Adventure,Tier 3,17,71,28,6,TelltaleGames,0,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode V: OUTATIME,Back to the Future,PC,2011-06-23,2011,1,2010,Action Adventure,Tier 3,17,75,37,7,TelltaleGames,,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Bad Mojo,Bad Mojo,PC,1996-02-29,1996,0,1996,Action Adventure,Tier 3,10,74,13,7,PulseEntertainment,,"Action Adventure,Adventure,General,Horror,General"
Bad Mojo: Redux,Bad Mojo,PC,2004-12-10,2004,8,1996,Action Adventure,Tier 3,12,74,17,7,PulseEntertainment,,"Action Adventure,Adventure,General,Horror,General"
Baldur's Gate,Baldur's Gate,PC,1998-12-21,1998,0,1998,Role-Play,Tier 1,16,91,759,9,BioWare,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Baldur's Gate and Baldur's Gate II: Enhanced Editions,Baldur's Gate,Switch,2019-10-15,2019,21,1998,General,Tier 3,12,72,18,6,Beamdog,,"Miscellaneous,Compilation"
Baldur's Gate II: Enhanced Edition,Baldur's Gate,PC,2013-11-15,2013,15,1998,Role-Play,Tier 3,34,78,353,7,OverhaulGames,,"PC-style RPG,Role-Playing,PC-style RPG,Western-Style"
Baldur's Gate II: Shadows of Amn,Baldur's Gate,PC,2000-09-24,2000,2,1998,Role-Play,Tier 1,30,95,1433,9,BioWare,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Baldur's Gate II: Throne of Bhaal,Baldur's Gate,PC,2001-06-21,2001,3,1998,Role-Play,Tier 2,14,88,306,9,BioWare,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Baldur's Gate: Enhanced Edition,Baldur's Gate,PC,2012-11-28,2012,14,1998,Role-Play,Tier 3,39,78,406,7,OverhaulGames,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Baldur's Gate: Siege of Dragonspear,Baldur's Gate,PC,2016-03-31,2016,18,1998,Role-Play,Tier 3,13,77,554,4,OverhaulGames,,"Role-Playing,Western-Style"
Ballistics,Ballistics,PC,2001-10-22,2001,0,2001,Racing,Tier 3,12,71,17,7,GRIN,,"Driving,Racing,Arcade,Futuristic,Futuristic"
Bandits: Phoenix Rising,Bandits,PC,2003-03-28,2003,0,2003,Simulation,Tier 3,17,73,8,7,GRIN,,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat"
Bang! Gunship Elite,Bang! Gunship Elite,PC,2000-07-19,2000,0,2000,Simulation,Tier 4,15,68,5,7,RaylandInteractive,,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat"
Baseball Mogul 2003,Baseball Mogul,PC,2002-04-30,2002,0,2002,Sports,Tier 3,13,73,4,7,SportsMogul,,"Sports,Traditional,Team,Baseball,Management,Management,Sim"
Baseball Mogul 2007,Baseball Mogul,PC,2006-04-12,2006,4,2002,Sports,Tier 3,8,78,7,7,SportsMogul,,"Sports,Traditional,Team,Baseball,Management,Management,Sim"
Baseball Mogul 2008,Baseball Mogul,PC,2007-03-20,2007,5,2002,Sports,Tier 3,11,74,6,7,SportsMogul,,"Sports,Traditional,Team,Baseball,Management,Sim"
Bastion,Bastion,PC,2011-08-16,2011,0,2011,Action,Tier 2,17,86,1535,9,SupergiantGames,,"Action,Role-Playing,General,Action RPG,Action RPG"
Bastion,Bastion,Switch,2018-09-13,2018,7,2011,Role-Play,Tier 1,7,90,93,8,SupergiantGames,,"Role-Playing,Action RPG"
Batman: Arkham Asylum,Batman,PC,2009-09-15,2009,0,2009,Action Adventure,Tier 1,29,91,2391,9,RocksteadyStudios,0,"Action Adventure,Fantasy,General,Fantasy"
Batman: Arkham City,Batman,PC,2011-11-21,2011,2,2009,Action Adventure,Tier 1,27,91,2464,9,RocksteadyStudios,1,"Action Adventure,Fantasy,Fantasy,Open-World"
Batman: Arkham Knight,Batman,PC,2015-06-23,2015,6,2009,Action Adventure,Tier 3,14,70,2290,4,"RocksteadyStudios,IronGalaxyStudios",0,"Action Adventure,General,Fantasy,Open-World"
Batman: Arkham Origins,Batman,PC,2013-10-24,2013,4,2009,Action Adventure,Tier 3,17,74,1465,8,IronGalaxyStudios,0,"Action Adventure,Fantasy,Fantasy,Open-World"
Batman: The Enemy Within - Episode 1: The Enigma,Batman,PC,2017-08-08,2017,8,2009,Adventure,Tier 3,34,76,57,7,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Enemy Within - Episode 2: The Pact,Batman,PC,2017-09-26,2017,8,2009,Adventure,Tier 3,19,71,23,7,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Enemy Within - Episode 3: The Fractured Mask,Batman,PC,2017-11-21,2017,8,2009,Adventure,Tier 3,18,71,24,7,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Enemy Within - Episode 4: What Ails You,Batman,PC,2018-01-22,2018,9,2009,Adventure,Tier 3,19,77,28,7,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Enemy Within - Episode 5: Same Stitch,Batman,PC,2018-03-26,2018,9,2009,Adventure,Tier 2,15,85,87,8,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Enemy Within - The Telltale Series,Batman,PC,2017-08-08,2017,8,2009,Adventure,Tier 3,9,79,93,7,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Telltale Series,Batman,Switch,2017-11-14,2017,8,2009,Adventure,Tier 3,7,72,53,8,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Telltale Series - Episode 1: Realm of Shadows,Batman,PC,2016-08-02,2016,7,2009,Adventure,Tier 3,39,74,236,6,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Telltale Series - Episode 2: Children of Arkham,Batman,PC,2016-09-20,2016,7,2009,Adventure,Tier 3,20,73,70,7,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Telltale Series - Episode 3: New World Order,Batman,PC,2016-10-25,2016,7,2009,Adventure,Tier 3,16,73,53,7,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Telltale Series - Episode 4: Guardian of Gotham,Batman,PC,2016-11-22,2016,7,2009,Adventure,Tier 3,11,73,49,7,TelltaleGames,,"Adventure,Point-and-Click"
Batman: The Telltale Series - Episode 5: City of Light,Batman,PC,2016-12-13,2016,7,2009,Adventure,Tier 3,14,75,52,7,TelltaleGames,,"Adventure,Point-and-Click"
Battle Brothers,Battle Brothers,PC,2017-03-24,2017,0,2017,Strategy,Tier 2,11,80,107,8,OverhypeStudios,,"Strategy,Turn-Based,Tactics"
Battle Chasers: Nightwar,Battle Chasers,PC,2017-10-03,2017,0,2017,Role-Play,Tier 3,28,78,102,8,AirshipSyndicateEntertainment,,"Role-Playing,Action RPG,Japanese-Style"
Battle Chasers: Nightwar,Battle Chasers,Switch,2018-05-15,2018,1,2017,Role-Play,Tier 2,23,80,105,8,AirshipSyndicateEntertainment,,"Role-Playing,Action RPG,Japanese-Style"
Battle Chef Brigade,Battle Chef Brigade,Switch,2017-11-20,2017,0,2017,Action,Tier 2,22,81,44,8,TrinketStudios,,"Action,Beat-''Em-Up,2D"
Battle Engine Aquila,Battle Engine Aquila,PC,2003-10-23,2003,0,2003,Action,Tier 4,11,65,7,7,LostToys,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Battle Isle: The Andosia War,Battle Isle,PC,2000-11-29,2000,0,2000,Strategy,Tier 3,11,70,9,7,CauldronLtd.,,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,General,Tactics"
Battle of Britain II: Wings of Victory,Battle of Britain,PC,2005-09-12,2005,0,2005,Simulation,Tier 3,8,75,14,4,ShockwaveProductions,,"Simulation,Flight,WWII,WWII,Combat"
Battle Princess Madelyn,Battle Princess Madelyn,PC,2018-12-05,2018,4,2014,Action,Tier 3,7,73,22,7,CausalBitGames,,"Action,Platformer,2D"
Battle Princess Madelyn,Battle Princess Madelyn,Switch,2018-12-20,2018,4,2014,Action,Tier 4,16,65,16,6,CausalBitGames,,"Action,Platformer,2D"
Battle Realms,Battle Realms,PC,2001-11-07,2001,0,2001,Strategy,Tier 2,16,82,76,9,LiquidEntertainment,,"Strategy,Real-Time,Fantasy,General,Fantasy,Command"
Battle Realms: Winter of the Wolf,Battle Realms,PC,2002-11-05,2002,1,2001,Strategy,Tier 3,10,71,23,8,LiquidEntertainment,,"Strategy,Real-Time,Fantasy,General,Fantasy,Command"
BattleBlock Theater,BattleBlock Theater,PC,2014-05-15,2014,0,2014,Action,Tier 2,17,85,268,8,TheBehemoth,,"Action,Platformer,2D"
Battleborn,Battleborn,PC,2016-05-03,2016,0,2016,Sci-Fi,Tier 4,34,69,403,7,GearboxSoftware,0,"Sci-Fi,Action,Shooter,First-Person,Tactical,Arcade"
Battlecruiser Millennium,Battlecruiser,PC,2001-11-18,2001,0,2001,Strategy,Tier 4,9,68,32,5,"3000AD,Inc.",,"Strategy,General,General"
Battlefield 1,Battlefield,PC,2016-10-21,2016,14,2002,General,Tier 2,54,88,2224,7,EADICE,0,"General,Action,Shooter,First-Person,Tactical"
Battlefield 1: They Shall Not Pass,Battlefield,PC,2017-03-14,2017,15,2002,Action,Tier 3,8,76,38,5,EADICE,,"Action,Shooter,First-Person,Tactical"
Battlefield 1942,Battlefield,PC,2002-09-10,2002,0,2002,Action,Tier 2,27,89,432,9,DigitalIllusions,0,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
Battlefield 1942: Secret Weapons of WWII,Battlefield,PC,2003-09-04,2003,1,2002,Action,Tier 3,18,79,43,8,DigitalIllusions,0,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
Battlefield 1942: The Road to Rome,Battlefield,PC,2003-02-02,2003,1,2002,Action,Tier 2,22,84,41,8,DigitalIllusions,,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
Battlefield 2,Battlefield,PC,2005-06-21,2005,3,2002,Action,Tier 1,55,91,1017,8,DigitalIllusions,0,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Battlefield 2: Euro Force,Battlefield,PC,2006-03-15,2006,4,2002,Action,Tier 3,11,71,27,7,DigitalIllusions,,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Battlefield 2: Special Forces,Battlefield,PC,2005-11-21,2005,3,2002,Action,Tier 3,25,77,69,8,DigitalIllusions,,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Battlefield 2142,Battlefield,PC,2006-10-17,2006,4,2002,Action,Tier 2,48,80,354,7,EADICE,0,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Battlefield 2142: Northern Strike,Battlefield,PC,2007-03-08,2007,5,2002,Action,Tier 3,15,77,50,9,EADICE,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Battlefield 3,Battlefield,PC,2011-10-25,2011,9,2002,Action,Tier 2,61,89,5302,8,EADICE,3,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade"
Battlefield 3: Armored Kill,Battlefield,PC,2012-09-11,2012,10,2002,Action,Tier 2,14,87,116,7,EADICE,,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade"
Battlefield 3: Back to Karkand,Battlefield,PC,2011-12-13,2011,9,2002,Action,Tier 2,9,86,167,7,EADICE,,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade"
Battlefield 3: Close Quarters,Battlefield,PC,2012-06-26,2012,10,2002,Action,Tier 3,8,73,127,7,EADICE,,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade"
Battlefield 3: End Game,Battlefield,PC,2013-03-26,2013,11,2002,Action,Tier 3,9,78,68,7,EADICE,,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade"
Battlefield 4,Battlefield,PC,2013-10-29,2013,11,2002,Action,Tier 2,52,81,3821,6,EADICE,1,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Battlefield Hardline,Battlefield,PC,2015-03-17,2015,13,2002,General,Tier 3,31,71,895,4,VisceralGames,,"Modern,Action,Shooter,First-Person,Tactical,Arcade"
Battlefield Heroes,Battlefield,PC,2009-06-25,2009,7,2002,Action,Tier 4,24,69,108,6,EADICE,,"Action,General,General"
Battlefield V,Battlefield,PC,2018-11-15,2018,16,2002,Action,Tier 2,52,81,2814,3,EADICE,,"Action,Shooter,First-Person,Tactical"
Battlefield Vietnam,Battlefield,PC,2004-03-14,2004,2,2002,Action,Tier 2,48,84,166,8,DigitalIllusions,0,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
Battlefield: Bad Company 2,Battlefield,PC,2010-03-02,2010,8,2002,Action,Tier 2,46,87,1733,8,EADICE,1,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Battlefield: Bad Company 2 Vietnam,Battlefield,PC,2010-12-18,2010,8,2002,Action,Tier 2,18,86,217,8,EADICE,,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Battlefield: Play4Free,Battlefield,PC,2011-03-10,2011,9,2002,Action,Tier 4,11,68,201,2,DigitalIllusions,,"Action,Shooter,Shooter,First-Person,Modern,Arcade"
Battlefleet Gothic: Armada,Battlefleet Gothic: Armada,PC,2016-04-21,2016,0,2016,Sci-Fi,Tier 3,36,77,116,8,TindalosInteractive,,"Sci-Fi,Strategy,Real-Time,General"
Battlefleet Gothic: Armada 2,Battlefleet Gothic: Armada 2,PC,2019-01-24,2019,0,2019,Strategy,Tier 3,24,77,58,8,TindalosInteractive,,"Strategy,Real-Time,General"
BattleForge,BattleForge,PC,2009-03-23,2009,0,2009,Strategy,Tier 3,37,75,115,7,EAPhenomic,0,"Strategy,Real-Time,Fantasy,General,Fantasy"
Battlerite,Battlerite,PC,2017-11-08,2017,0,2017,Strategy,Tier 2,18,85,100,7,StunlockStudios,,"Strategy,Real-Time,MOBA"
Battlestar Galactica Deadlock,Battlestar Galactica Deadlock,PC,2017-08-31,2017,0,2017,Strategy,Tier 3,8,77,17,8,BlackLabGames,,"Strategy,General"
Battlestations: Midway,Battlestations,PC,2007-01-30,2007,0,2007,Strategy,Tier 3,20,76,46,7,EidosInteractive,0,"Strategy,Real-Time,Historic,General,Historic"
Battlestations: Pacific,Battlestations,PC,2009-05-12,2009,2,2007,Strategy,Tier 3,31,74,52,8,EidosInteractive,0,"Strategy,Real-Time,Historic,General,Historic"
BattleTech,BattleTech,PC,2018-04-24,2018,0,2018,Strategy,Tier 3,62,78,355,7,HarebrainedSchemesLLC,,"Strategy,Turn-Based,Tactics"
Battletoads,Battletoads,PC,2020-08-20,2020,0,2020,Action,Tier 4,22,66,162,5,"RareLtd.,DlalaStudios",,"Action,General"
Battlezone 98 Redux,Battlezone,PC,2016-04-18,2016,0,2016,Simulation,Tier 3,9,75,10,9,BigBoatInteractive,,"Simulation,Vehicle,Combat"
Battlezone: Combat Commander,Battlezone,PC,2018-03-01,2018,2,2016,Strategy,Tier 4,8,68,6,6,BigBoatInteractive,,"Strategy,Real-Time,General"
Bayonetta,Bayonetta,Switch,2018-02-16,2018,8,2010,Action Adventure,Tier 2,23,84,195,8,"Nintendo,PlatinumGames",,"Action Adventure,Linear"
Bayonetta,Bayonetta,PC,2017-04-11,2017,7,2010,Action Adventure,Tier 1,17,90,488,8,"PlatinumGames,NexEntertainment",,"Action Adventure,Linear"
Bayonetta + Bayonetta 2,Bayonetta,Switch,2018-02-16,2018,8,2010,General,Tier 1,27,90,350,9,PlatinumGames,,"Miscellaneous,Compilation"
Bayonetta 2,Bayonetta,Switch,2018-02-16,2018,8,2010,Action Adventure,Tier 1,31,92,442,9,"Nintendo,PlatinumGames",,"Action Adventure,Linear"
Beatbuddy: Tale of the Guardians,Beatbuddy,PC,2013-08-06,2013,0,2013,General,Tier 3,20,75,36,7,Threaks,,"General,Action,Miscellaneous,Rhythm,Music,Music"
Beautiful Desolation,Beautiful Desolation,PC,2020-02-26,2020,0,2020,Adventure,Tier 3,14,76,30,8,THEBROTHERHOOD,,"Adventure,General"
Beholder,Beholder,PC,2016-11-09,2016,0,2016,Strategy,Tier 3,26,75,198,8,WarmLampGames,,"Strategy,General"
Bejeweled 3,Bejeweled,PC,2010-12-07,2010,2,2008,General,Tier 2,27,82,108,8,PopCap,0,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching"
Bejeweled Twist,Bejeweled,PC,2008-10-27,2008,0,2008,General,Tier 3,12,78,16,8,PopCap,0,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching"
Below,Below,PC,2018-12-14,2018,0,2018,Action,Tier 4,24,67,61,5,CapyGames,,"Action,General"
Beyond Atlantis II,Beyond Atlantis,PC,2001-10-24,2001,0,2001,Adventure,Tier 3,8,75,16,7,CryoInteractive,,"Adventure,General,General"
Beyond Blue,Beyond Blue,PC,2020-06-11,2020,0,2020,Simulation,Tier 3,20,72,15,6,E-LineMedia,,"Simulation,General"
Beyond Divinity,Divinity,PC,2004-04-28,2004,2,2002,Role-Play,Tier 3,23,73,72,7,LarianStudiosGames,,"Role-Playing,Action RPG,Action RPG"
Beyond Good & Evil,Beyond Good & Evil,PC,2003-11-19,2003,0,2003,Action Adventure,Tier 2,26,83,341,9,UbisoftMontpellier,,"Action Adventure,Fantasy,General,Fantasy"
