game_name,franchise,platform,release_date,release_year,years_since,first_release_year,main_genre,tier_by_score,critics,critic_score,users,user_score,developer,global_sales,other_info
Starcraft II: Legacy of the Void,Starcraft,PC,2015-11-10,2015,17,1998,Sci-Fi,Tier 2,62,88,1059,8,BlizzardEntertainment,,"Sci-Fi,Sci-Fi,Strategy,Real-Time,General,Command"
StarCraft II: Nova Covert Ops - Mission Pack 1,Starcraft,PC,2016-03-29,2016,18,1998,Strategy,Tier 3,14,73,66,7,BlizzardEntertainment,,"Strategy,Real-Time,Command"
Starcraft II: Wings of Liberty,Starcraft,PC,2010-07-27,2010,12,1998,Strategy,Tier 1,82,93,3477,8,BlizzardEntertainment,,"Strategy,Real-Time,Sci-Fi,Command"
Starcraft Remastered,Starcraft,PC,2017-08-14,2017,19,1998,Strategy,Tier 2,30,85,202,8,BlizzardEntertainment,,"Strategy,Real-Time,Command"
Stardew Valley,Stardew Valley,Switch,2017-10-05,2017,1,2016,Role-Play,Tier 2,14,87,485,9,ConcernedApe,,"Role-Playing,General"
Stardew Valley,Stardew Valley,PC,2016-02-26,2016,0,2016,General,Tier 2,30,89,1034,9,"EricBarone,ConcernedApe",,"General,Role-Playing,General"
Starfleet Command Volume II: Empires at War,Starfleet Command,PC,2000-12-13,2000,0,2000,Strategy,Tier 3,16,77,7,6,Taldren,,"Strategy,Real-Time,General,Tactics"
StarLancer,StarLancer,PC,2000-03-31,2000,0,2000,Simulation,Tier 3,18,78,23,8,DigitalAnvil,,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat"
Stars in Shadow,Stars in Shado,PC,2017-01-19,2017,0,2017,Strategy,Tier 3,9,75,21,8,AshdarGames,,"Strategy,Turn-Based,General,4X"
Starseed Pilgrim,Starseed Pilgr,PC,2013-04-16,2013,0,2013,Simulation,Tier 2,12,83,37,6,Droqen,,"Simulation,General,General"
Starship Troopers: Terran Ascendancy,Starship Troopers,PC,2000-11-07,2000,0,2000,Action,Tier 4,19,68,54,8,BlueTongueEntertainment,,"Action,Strategy,Real-Time,Shooter,First-Person,Sci-Fi,Tactics,Sci-Fi"
Startopia,Startopia,PC,2001-06-19,2001,0,2001,Strategy,Tier 2,14,86,70,9,MuckyFootProductions,,"Strategy,General,General,Management,Government"
Stasis,Stasis,PC,2015-08-31,2015,0,2015,General,Tier 3,31,79,122,8,THEBROTHERHOOD,,"General,Miscellaneous,General"
State of Decay,State of Decay,PC,2013-11-05,2013,0,2013,Action Adventure,Tier 3,9,79,604,7,UndeadLabs,,"Action Adventure,Horror,Horror,Survival"
Stealth Bastard Deluxe,Stealth Bastar,PC,2012-11-28,2012,0,2012,Action,Tier 2,10,80,70,8,CurveStudios,,"Action,Platformer,Platformer,2D,2D"
Stealth Inc 2: A Game of Clones,Stealth Inc 2:,PC,2015-04-30,2015,0,2015,Action,Tier 3,9,77,10,6,CurveDigital,,"Action,Platformer,2D"
SteamWorld Dig,SteamWorld,PC,2013-12-05,2013,0,2013,Action,Tier 3,12,76,124,7,Image&Form,,"Action,Action Adventure,Platformer,General,Platformer,2D,2D"
SteamWorld Dig 2,SteamWorld,Switch,2017-09-21,2017,4,2013,Action,Tier 2,38,88,320,9,Image&Form,,"Action,Action Adventure,General,Platformer,2D"
SteamWorld Dig 2,SteamWorld,PC,2017-09-22,2017,4,2013,Action,Tier 2,14,85,59,8,Image&Form,,"Action,Action Adventure,General,Platformer,2D"
SteamWorld Dig: A Fistful of Dirt,SteamWorld,Switch,2018-02-01,2018,5,2013,Action,Tier 3,11,75,69,8,Image&Form,,"Action,Action Adventure,General,Platformer,2D"
SteamWorld Heist,SteamWorld,PC,2016-06-07,2016,3,2013,Strategy,Tier 2,8,81,72,8,Image&Form,,"Strategy,Turn-Based,General"
SteamWorld Quest: Hand of Gilgamech,SteamWorld,Switch,2019-04-25,2019,6,2013,Strategy,Tier 2,53,81,67,8,Image&Form,,"Strategy,Action Adventure,Turn-Based,General,Card Battle"
Steel Beasts,Steel Beasts,PC,2000-09-24,2000,0,2000,Simulation,Tier 2,13,86,20,8,eSimGames,,"Simulation,Tank,Tank,Vehicle,Combat"
Steel Division: Normandy 44,Steel Division,PC,2017-05-23,2017,0,2017,Strategy,Tier 2,24,83,62,8,EugenSystems,,"Strategy,Real-Time,General,Tactics"
Steel Soldiers,Steel Soldiers,PC,2001-06-14,2001,0,2001,Strategy,Tier 3,9,70,4,9,TheBitmapBrothers,,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command"
Steins;Gate,Steins,PC,2014-03-31,2014,0,2014,Role-Play,Tier 2,9,87,294,9,M2,,"First-Person,Modern,Adventure,General,Visual Novel"
Steins;Gate Elite,Steins,Switch,2019-02-19,2019,5,2014,Action,Tier 2,9,85,59,8,"5pb,Mages.",,"Action,Adventure,General,Visual Novel"
Stellaris,Stellaris,PC,2016-05-09,2016,0,2016,Strategy,Tier 3,57,78,828,8,ParadoxDevelopmentStudio,0,"Strategy,Real-Time,General"
Stellaris: Utopia,Stellaris: Uto,PC,2017-04-06,2017,0,2017,Strategy,Tier 2,10,82,34,8,ParadoxDevelopmentStudio,,"Strategy,Real-Time,General"
Stephen's Sausage Roll,Stephen's Sausage Roll,PC,2016-04-18,2016,0,2016,Puzzle,Tier 1,9,90,93,5,increpare,,"Puzzle,Action,General"
Steredenn: Binary Stars,Steredenn,Switch,2018-03-08,2018,2,2016,Action,Tier 3,12,79,21,8,PlugInDigital,,"Action,Shooter,Shoot-''Em-Up,Horizontal"
Stick it to the Man!,Stick it to the Man!,PC,2013-12-13,2013,0,2013,Action,Tier 3,7,79,70,7,Zoink!,,"Action,Platformer,3D"
Still Life,Still Life,PC,2005-05-04,2005,0,2005,Adventure,Tier 3,27,75,111,8,Microids,,"Adventure,Third-Person,Point-and-Click,Modern,Modern"
Still There,Still There,PC,2019-11-20,2019,0,2019,Adventure,Tier 3,9,77,10,8,GhostSharkGames,,"Adventure,General"
Stories Untold,Stories Untold,PC,2017-02-27,2017,0,2017,Adventure,Tier 2,21,81,77,7,NoCode,,"Adventure,Text"
Stories Untold,Stories Untold,Switch,2020-01-16,2020,3,2017,Adventure,Tier 3,11,79,8,9,NoCode,,"Adventure,Text"
Stormland,Stormland,PC,2019-11-14,2019,0,2019,Action Adventure,Tier 2,17,81,29,8,InsomniacGames,,"Action Adventure,General,Open-World"
Story of Seasons: Friends of Mineral Town,Story of Seasons,Switch,2020-07-14,2020,0,2020,Strategy,Tier 3,48,77,49,8,MarvelousInc.,,"Strategy,Management,Business / Tycoon"
Stranglehold,Stranglehold,PC,2007-09-18,2007,0,2007,Action,Tier 3,15,77,98,7,Midway,,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade"
Strategic Command: European Theater,Strategic Command,PC,2002-07-16,2002,0,2002,Strategy,Tier 3,8,70,9,8,FurySoftware,,"Strategy,Turn-Based,Wargame,Turn-Based,General"
Street Fighter IV,Street Fighter,PC,2009-07-01,2009,0,2009,Action,Tier 1,23,91,414,8,Capcom,0,"Action,Fighting,Fighting,3D,2D,3D"
Street Fighter V,Street Fighter,PC,2016-02-16,2016,7,2009,Action,Tier 3,33,74,509,3,Capcom,0,"Action,Fighting,2D"
Street Fighter X Mega Man,Street Fighter,PC,2012-12-17,2012,3,2009,Action,Tier 3,11,71,94,9,Capcom,,"Action,Platformer,Platformer,2D,2D"
Street Fighter X Tekken,Street Fighter,PC,2012-05-11,2012,3,2009,Action,Tier 3,8,79,148,6,"Capcom,QLOC",0,"Action,Fighting,Fighting,3D,2D,3D"
Street Fighter: 30th Anniversary Collection,Street Fighter,Switch,2018-05-29,2018,9,2009,General,Tier 2,39,81,85,8,"Capcom,DigitalEclipse",,"Miscellaneous,Compilation"
Streets of Rage 4,Streets of Rage ,Switch,2020-04-30,2020,0,2020,General,Tier 2,15,86,133,8,"DotEmu,SeavenStudio,GuardCrushGames,Lizardcube",,"General,Action,Beat-''Em-Up,2D"
Streets of Rage 4,Streets of Rage ,PC,2020-04-30,2020,0,2020,Action,Tier 2,50,84,285,8,Lizardcube,,"Action,Beat-''Em-Up,2D"
Strider,Strider,PC,2014-02-19,2014,0,2014,Action Adventure,Tier 3,10,78,110,8,DoubleHelixGames,,"Action Adventure,Fantasy,General,Fantasy"
Strike Fighters: Project 1,Strike Fighters,PC,2002-10-27,2002,0,2002,Simulation,Tier 4,8,65,8,8,ThirdWire,,"Simulation,Flight,Old Jet,Combat"
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,Strong Bad's Cool Game for Attractive People ,PC,2008-09-15,2008,0,2008,General,Tier 2,22,81,15,7,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation"
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,Strong Bad's Cool Game for Attractive People ,PC,2008-10-27,2008,0,2008,General,Tier 3,18,79,10,7,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation"
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,Strong Bad's Cool Game for Attractive People ,PC,2008-11-17,2008,0,2008,General,Tier 2,18,81,13,8,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation"
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,Strong Bad's Cool Game for Attractive People ,PC,2008-12-15,2008,0,2008,General,Tier 2,18,82,27,7,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation"
Stronghold,Stronghold,PC,2001-10-21,2001,0,2001,Strategy,Tier 2,19,81,337,9,FireFlyStudios,0,"Strategy,Real-Time,Historic,General,Historic"
Stronghold: Crusader,Stronghold,PC,2002-09-25,2002,1,2001,Strategy,Tier 3,14,78,350,9,FireFlyStudios,,"Strategy,Real-Time,Historic,General,Historic"
Stupid Invaders,Stupid Invaders,PC,2001-02-21,2001,0,2001,Adventure,Tier 4,23,65,12,8,Xilam,,"Adventure,General,General"
Stygian: Reign of the Old Ones,Stygian: Reign of the Old Ones,PC,2019-09-26,2019,0,2019,Adventure,Tier 2,17,81,72,8,CulticGames,,"Adventure,General"
Styx: Master of Shadows,Styx,PC,2014-10-07,2014,0,2014,Action Adventure,Tier 3,31,71,314,7,Cyanide,,"Action Adventure,Sci-Fi,General"
Styx: Shards of Darkness,Styx,PC,2017-03-14,2017,3,2014,Action Adventure,Tier 3,38,72,105,8,Cyanide,,"Action Adventure,General"
Submarine Titans,Submarine Titans,PC,2000-08-03,2000,0,2000,Strategy,Tier 4,16,69,30,8,EllipseStudios,,"Strategy,Real-Time,General,General,Command"
Subnautica,Subnautica,PC,2018-01-23,2018,0,2018,Adventure,Tier 2,39,87,838,9,UnknownWorldsEntertainment,,"Adventure,General"
Subsurface Circular,Subsurface Circular,Switch,2018-03-01,2018,0,2018,Adventure,Tier 3,22,79,30,8,MikeBithell,,"Adventure,General,Visual Novel"
Sudden Strike,Sudden Strike,PC,2001-01-23,2001,0,2001,Strategy,Tier 4,16,69,27,8,Fireglow,,"Strategy,General,General"
Sudden Strike 4,Sudden Strike,PC,2017-08-11,2017,16,2001,Strategy,Tier 3,16,70,64,8,KiteGames,,"Strategy,Real-Time,General"
Sudden Strike II,Sudden Strike,PC,2002-09-26,2002,1,2001,Strategy,Tier 4,10,68,27,8,Fireglow,,"Strategy,Real-Time,Historic,General,Historic"
Summoner,Summoner,PC,2001-03-21,2001,0,2001,Role-Play,Tier 3,14,78,35,8,VolitionInc.,,"Role-Playing,Action RPG,Action RPG"
Sundered: Eldritch Edition,Sundered: Eldritch Edition,Switch,2018-12-21,2018,0,2018,Action Adventure,Tier 3,10,76,21,7,ThunderLotusGames,,"Action Adventure,General"
Sunless Sea,Sunless Sea,PC,2014-07-01,2014,0,2014,Sci-Fi,Tier 2,38,81,166,8,FailbetterGames,,"Sci-Fi,Action Adventure,General"
Sunless Skies,Sunless Skies,PC,2019-01-31,2019,0,2019,Action Adventure,Tier 2,30,87,68,7,FailbetterGames,,"Action Adventure,General"
Super Chariot,Super Chariot,Switch,2018-05-10,2018,0,2018,Action,Tier 3,9,76,14,8,FrimaStudio,,"Action,Platformer,2D"
Super Crush K.O.,Super Crush K.O.,Switch,2020-01-16,2020,0,2020,Action,Tier 3,27,77,11,8,VertexPop,,"Action,Platformer,2D"
Super Mario 3D All-Stars,Super Mario,Switch,2020-09-18,2020,3,2017,General,Tier 2,97,82,524,6,Nintendo,,"Miscellaneous,Compilation"
Super Mario Bros. 35,Super Mario,Switch,2020-10-01,2020,3,2017,Action,Tier 3,26,74,52,8,Nintendo,,"Action,Platformer,2D"
Super Mario Maker 2,Super Mario,Switch,2019-06-28,2019,2,2017,Action,Tier 2,98,88,751,9,Nintendo,,"Action,Platformer,2D"
Super Mario Odyssey,Super Mario,Switch,2017-10-27,2017,0,2017,Action,Tier 1,113,97,5546,9,Nintendo,,"Action,Platformer,3D"
Super Mario Party,Super Mario,Switch,2018-10-05,2018,1,2017,General,Tier 3,84,76,503,7,"Nintendo,NdCube",,"Miscellaneous,Party / Minigame"
Super Meat Boy,Super Meat Boy,PC,2010-11-30,2010,0,2010,Action,Tier 2,11,87,897,8,TeamMeat,,"Action,Platformer,Platformer,2D,2D"
Super Meat Boy,Super Meat Boy,Switch,2018-01-11,2018,8,2010,Action,Tier 2,13,84,72,8,TeamMeat,,"Action,Platformer,2D"
Super Mega Baseball 3,Super Mega Baseball ,Switch,2020-05-13,2020,6,2014,Sports,Tier 2,9,87,27,8,MetalheadSoftware,,"Sports,Team,Baseball,Arcade"
Super Monday Night Combat,Super Monday Night Combat,PC,2012-04-19,2012,0,2012,Action,Tier 3,7,76,212,4,UberEntertainment,,"Action,Strategy,Shooter,Real-Time,Third-Person,MOBA,MOBA,Modern"
Super One More Jump,Super One More Jump,Switch,2018-01-25,2018,0,2018,Action,Tier 2,10,81,27,8,SMGStudio,,"Action,Platformer,2D"
Super Smash Bros. Ultimate,Super Smash Bros.,Switch,2018-12-07,2018,0,2018,Action,Tier 1,99,93,2819,9,"Nintendo,HALLabs,BandaiNamcoGames,SoraLtd.",,"Action,Fighting,2D"
Super Street Fighter IV: Arcade Edition,Super Street Fighter,PC,2011-07-07,2011,3,2008,Action,Tier 2,11,84,159,8,"Capcom,QLOC",,"Action,Fighting,Fighting,3D,2D,3D"
Super Time Force Ultra,Super Time Force,PC,2014-08-25,2014,0,2014,Action,Tier 2,9,80,42,7,CapyGames,,"Action,Platformer,Shooter,2D,Scrolling,Shoot-''Em-Up,Vertical"
Superbike 2001,Superbike,PC,2000-10-09,2000,0,2000,Racing,Tier 2,12,88,26,7,MilestoneS.r.l,,"Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street"
Superbrothers: Sword & Sworcery EP,Superbrothers,PC,2012-04-16,2012,0,2012,Adventure,Tier 2,10,83,220,6,CapyGames,,"Adventure,General,General"
SuperEpic: The Entertainment War,SuperEpic,Switch,2019-12-12,2019,0,2019,Action,Tier 3,10,76,12,8,NumskullGames,,"Action,Platformer,2D"
SUPERHOT,SUPERHOT,PC,2016-02-25,2016,0,2016,General,Tier 2,93,82,560,8,SUPERHOT,,"Modern,Action,Shooter,First-Person,Tactical"
SUPERHOT VR,SUPERHOT,PC,2016-12-05,2016,0,2016,Action,Tier 2,19,83,51,8,SUPERHOT,,"Action,Shooter,First-Person,Tactical"
SUPERHOT: MIND CONTROL DELETE,SUPERHOT,PC,2020-07-16,2020,4,2016,Action,Tier 3,34,78,59,7,SUPERHOT,,"Action,Shooter,First-Person,Tactical"
Superliminal,Superliminal,Switch,2020-07-07,2020,0,2020,Adventure,Tier 3,8,75,695,10,PillowCastleGames,,"Adventure,3D,First-Person"
Supreme Commander,Supreme Commander,PC,2007-02-20,2007,0,2007,Strategy,Tier 2,44,86,311,8,GasPoweredGames,0,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command"
Supreme Commander 2,Supreme Commander,PC,2010-03-01,2010,3,2007,Strategy,Tier 3,54,77,821,6,GasPoweredGames,0,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command"
Supreme Commander: Forged Alliance,Supreme Commander,PC,2007-11-06,2007,0,2007,Strategy,Tier 2,35,81,269,9,GasPoweredGames,0,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command"
Surviving Mars,Surviving Mars,PC,2018-03-15,2018,0,2018,Strategy,Tier 3,39,76,158,7,HaemimontGames,,"Strategy,Management,Government"
Sushi Striker: The Way of Sushido,Sushi Striker,Switch,2018-06-08,2018,0,2018,Puzzle,Tier 3,44,76,64,8,indieszero,,"Puzzle,Matching"
SWAT 3: Elite Edition,SWAT,PC,2000-10-06,2000,0,2000,Action,Tier 2,9,81,50,8,SierraEntertainment,,"Action,Shooter,Shooter,First-Person,Tactical,Modern"
SWAT 4,SWAT,PC,2005-04-05,2005,5,2000,Action,Tier 2,49,85,295,9,IrrationalGames,0,"Action,Shooter,Shooter,First-Person,Modern,Arcade"
SWAT 4: The Stetchkov Syndicate,SWAT,PC,2006-02-28,2006,6,2000,Action,Tier 2,19,80,62,8,IrrationalGames,,"Action,Shooter,Shooter,First-Person,Modern,Arcade"
Sword of the Stars: Born of Blood,Sword of the Stars,PC,2007-06-05,2007,0,2007,Strategy,Tier 3,9,79,15,8,KerberosProductions,,"Strategy,Turn-Based,General,Sci-Fi,Sci-Fi"
Swords & Soldiers II: Shawarmageddon,Swords & Soldiers,Switch,2019-03-01,2019,9,2010,Strategy,Tier 2,8,82,11,8,RonimoGames,,"Strategy,General"
Syberia,Syberia,Switch,2017-10-20,2017,15,2002,Adventure,Tier 3,8,76,32,7,KoalabsStudio,,"Adventure,3D,Third-Person"
Syberia,Syberia,PC,2002-09-01,2002,0,2002,Adventure,Tier 2,26,82,329,9,Microids,0,"Adventure,3D,Fantasy,Third-Person,Fantasy"
Syberia II,Syberia,PC,2004-03-30,2004,2,2002,Adventure,Tier 2,23,80,215,8,Microids,0,"Adventure,3D,Fantasy,Third-Person,Fantasy"
Symphony,Symphony,PC,2012-08-06,2012,0,2012,General,Tier 3,13,75,51,8,EmptyClipStudios,,"Miscellaneous,General,General"
System Shock 2,System Shock,PC,1999-08-11,1999,0,1999,Action Adventure,Tier 1,20,92,638,9,"LookingGlassStudios,IrrationalGames",,"Action Adventure,Sci-Fi,Sci-Fi,Survival"
System Shock: Enhanced Edition,System Shock,PC,2015-09-22,2015,16,1999,Action Adventure,Tier 2,9,85,60,9,LookingGlassStudios,,"Action Adventure,General"
Tabula Rasa,Tabula Rasa,PC,2007-10-30,2007,0,2007,Role-Play,Tier 3,34,78,111,8,NCSOFT,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi"
Tacoma,Tacoma,PC,2017-08-01,2017,0,2017,Adventure,Tier 3,56,76,128,6,"TheFullbrightCompany,Fullbright",,"Adventure,General"
Taiko no Tatsujin: Drum 'n' Fun!,Taiko no Tatsujin: Drum 'n' Fun!,Switch,2018-11-02,2018,0,2018,Action,Tier 3,22,78,34,8,BandaiNamcoGames,,"Action,Rhythm,Music"
Tales from the Borderlands: A Telltale Game Series,Tales from the Borderlands,PC,2015-10-20,2015,1,2014,Adventure,Tier 2,19,85,516,9,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 1 - Zer0 Sum,Tales from the Borderlands,PC,2014-11-25,2014,0,2014,General,Tier 2,43,84,372,9,TelltaleGames,,"Miscellaneous,General,Adventure,General"
Tales From The Borderlands: Episode 2 - Atlas Mugged,Tales from the Borderlands,PC,2015-03-17,2015,1,2014,Adventure,Tier 3,38,78,146,9,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 3 - Catch A Ride,Tales from the Borderlands,PC,2015-06-23,2015,1,2014,Adventure,Tier 2,24,81,135,8,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Tales from the Borderlands,PC,2015-08-18,2015,1,2014,Adventure,Tier 3,27,79,120,8,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,Tales from the Borderlands,PC,2015-10-20,2015,1,2014,Adventure,Tier 2,32,86,302,9,TelltaleGames,,"Adventure,General"
Tales of Berseria,Tales of Berseria,PC,2017-01-26,2017,0,2017,Role-Play,Tier 2,18,80,333,7,BandaiNamcoGames,,"Japanese-Style,Role-Playing,Action RPG"
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Tales of Monkey Island ,PC,2009-07-07,2009,0,2009,Adventure,Tier 3,54,79,79,8,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,Tales of Monkey Island ,PC,2009-08-20,2009,0,2009,Adventure,Tier 3,36,77,42,8,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Monkey Island Chapter 3: Lair of the Leviathan,Tales of Monkey Island ,PC,2009-09-29,2009,0,2009,Adventure,Tier 2,33,82,35,8,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,Tales of Monkey Island ,PC,2009-10-30,2009,0,2009,Adventure,Tier 2,28,80,35,8,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Monkey Island Chapter 5: Rise of the Pirate God,Tales of Monkey Island ,PC,2009-12-08,2009,0,2009,Adventure,Tier 2,33,81,34,8,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Vesperia: Definitive Edition,Tales of Vesperia,Switch,2019-01-11,2019,0,2019,Role-Play,Tier 2,27,83,144,8,BandaiNamcoGames,,"Role-Playing,Action RPG"
Tangle Tower,Tangle Tower,Switch,2019-10-22,2019,0,2019,Action,Tier 2,11,85,15,8,SFBGames,,"Action,General"
Tangledeep,Tangledeep,Switch,2019-01-31,2019,0,2019,Role-Play,Tier 3,7,79,20,8,ImpactGameworks,,"Role-Playing,Action RPG,Roguelike"
Team Fortress 2,Team Fortress ,PC,2007-10-10,2007,0,2007,Action,Tier 1,17,92,6724,9,ValveSoftware,,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern"
Technobabylon,Technobabylon,PC,2015-05-21,2015,0,2015,Adventure,Tier 2,26,82,71,8,Technocrat,,"Adventure,General,Point-and-Click"
Tekken 7,Tekken,PC,2017-06-01,2017,10,2007,Action,Tier 2,19,82,312,7,BandaiNamcoGames,,"Action,Fighting,3D"
Teleglitch: Die More Edition,Teleglitch: Di,PC,2013-07-24,2013,0,2013,Action,Tier 3,18,78,49,7,JohammTael&MihkelTael,,"Action,Shooter,Shooter,Third-Person,Shoot-''Em-Up,Sci-Fi,Sci-Fi,Top-Down"
Telling Lies,Telling Lies,Switch,2020-04-28,2020,1,2019,Adventure,Tier 2,8,80,16,6,SamBarlow,,"Adventure,General"
Telling Lies,Telling Lies,PC,2019-08-23,2019,0,2019,Adventure,Tier 2,34,84,47,7,"SamBarlow,FuriousBee",,"Adventure,General"
Tennis Masters Series,Tennis Master,PC,2001-11-18,2001,0,2001,Sports,Tier 4,10,65,13,8,Microids,,"Sports,Traditional,Individual,Tennis,Tennis"
TERA,TERA,PC,2012-05-01,2012,0,2012,Role-Play,Tier 3,41,77,787,7,BlueholeStudio,0,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
Terraria,Terraria,Switch,2019-06-27,2019,8,2011,Action Adventure,Tier 2,12,82,63,9,"PipeworksSoftware,Inc.,Re-Logic",,"Action Adventure,Sandbox"
Terraria,Terraria,PC,2011-05-16,2011,0,2011,Action,Tier 2,29,83,2137,9,Re-Logic,0,"Action,Action Adventure,Platformer,Platformer,Sandbox,2D,2D"
Teslagrad,Teslagrad,PC,2013-12-13,2013,0,2013,Action,Tier 3,15,77,113,8,RainGames,,"Action,Platformer,Platformer,2D,2D"
Teslagrad,Teslagrad,Switch,2017-12-07,2017,4,2013,Action,Tier 2,8,81,21,8,RainGames,,"Action,Platformer,2D"
Test Drive Unlimited,Test Drive Unlimited,PC,2007-03-20,2007,0,2007,Racing,Tier 3,18,79,161,8,EdenStudios,0,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Tetris 99,Tetris,Switch,2019-02-13,2019,8,2011,Puzzle,Tier 2,27,83,233,8,"Arika,Nintendo",,"Puzzle,Stacking"
Tetris Effect,Tetris,PC,2019-07-23,2019,8,2011,Puzzle,Tier 1,11,90,96,7,EnhanceGames,,"Puzzle,Stacking"
"That Dragon, Cancer","That Dragon, Cancer",PC,2016-01-11,2016,0,2016,General,Tier 3,39,78,98,6,NuminousGames,,"General,Adventure,General"
The Stretchers,The Stretchers,Switch,2019-11-08,2019,0,2019,Action,Tier 3,20,75,17,7,TarsierStudios,,"Action,General"
The Adventure Pals,The Adventure Pals,Switch,2018-04-03,2018,0,2018,Action,Tier 3,11,77,27,8,MassiveMonster,,"Action,Platformer,2D"
The Age of Decadence,The Age of Decadence,PC,2015-10-15,2015,0,2015,Role-Play,Tier 2,17,81,229,8,IronTowerStudio,,"PC-style RPG,Role-Playing,Western-Style"
The Aquatic Adventure of the Last Human,The Aquatic Adventure of the Last Human,PC,2016-01-19,2016,0,2016,Action Adventure,Tier 3,11,76,16,7,"YCJY,YCJYGames",,"Action Adventure,General,Open-World"
The Awesome Adventures of Captain Spirit,The Awesome Adventures of Captain Spirit,PC,2018-06-25,2018,0,2018,Action Adventure,Tier 3,11,79,118,7,DONTNODEntertainment,,"Action Adventure,General"
The Banner Saga,The Banner Saga,PC,2014-01-14,2014,0,2014,Role-Play,Tier 2,74,80,778,8,Stoic,,"Role-Playing,General,Strategy,Turn-Based,Tactics"
The Banner Saga 1,The Banner Saga,Switch,2018-05-17,2018,4,2014,Strategy,Tier 2,16,80,50,8,Stoic,,"Strategy,Turn-Based,Tactics"
The Banner Saga 2,The Banner Saga,PC,2016-04-19,2016,2,2014,Role-Play,Tier 2,60,82,180,8,Stoic,,"Role-Playing,General,Strategy,Turn-Based,Tactics"
The Banner Saga 2,The Banner Saga,Switch,2018-06-07,2018,4,2014,Strategy,Tier 2,15,80,24,8,Stoic,,"Strategy,Turn-Based,Tactics"
The Banner Saga 3,The Banner Saga,Switch,2018-07-26,2018,4,2014,Strategy,Tier 2,9,83,27,8,Stoic,,"Strategy,Turn-Based,Tactics"
The Banner Saga 3,The Banner Saga,PC,2018-07-26,2018,4,2014,Strategy,Tier 2,51,82,107,8,Stoic,,"Strategy,Turn-Based,Tactics"
The Beginner's Guide,The Beginner's Guide,PC,2015-10-01,2015,0,2015,Adventure,Tier 3,35,76,301,8,DaveyWreden,,"Adventure,General"
The Binding of Isaac,The Binding of Isaac,PC,2011-09-28,2011,0,2011,Action,Tier 2,30,84,1086,8,"EdmundMcMillen,FlorianHimsl",0,"Action,Action Adventure,Shooter,Horror,Horror,Shooter,Static,Shoot-''Em-Up,Top-Down"
The Binding of Isaac: Afterbirth,The Binding of Isaac,PC,2015-10-30,2015,4,2011,Action,Tier 2,10,85,274,8,Nicalis,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
The Binding of Isaac: Afterbirth +,The Binding of Isaac,Switch,2017-03-17,2017,6,2011,Action,Tier 2,16,85,262,8,"EdmundMcMillen,Nicalis",,"Action,Shooter,Shoot-''Em-Up,Top-Down"
The Binding of Isaac: Rebirth,The Binding of Isaac,PC,2014-11-04,2014,3,2011,Horror,Tier 2,10,86,700,8,Nicalis,,"Horror,Horror,Action,Action Adventure,Shooter,Survival,Shoot-''Em-Up,Top-Down"
The Blackwell Epiphany,The Blackwell ,PC,2014-04-24,2014,0,2014,General,Tier 2,14,83,74,8,WadjetEyeGames,,"General,General,Adventure,Point-and-Click"
