name,platform,r-date,score,user score,developer,genre,players,critics,users
Heroes of the Pacific,PC,25-Oct-05,76,7,IRGurus,"Simulation,Flight,WWII,WWII,Combat",8  Online,18,22
Dead or Alive 6,XboxOne,1-Mar-19,76,5.4,"TeamNinja,KoeiTecmoGames","Action,Fighting,3D",Up to 16 ,13,77
Gradius Collection,PSP,6-Jun-06,76,8.8,M2,"Miscellaneous,Compilation,Compilation",1 Player,44,6
Creature in the Well,Switch,6-Sep-19,76,7.5,FlightSchoolStudio,"Action Adventure,General",No Online Multiplayer,21,24
SoulCalibur II HD Online,Xbox360,20-Nov-13,76,7.8,ProjectSoul,"Fighting,3D,Action,Fighting,3D",No info,16,23
Brothers in Arms: Hell's Highway,PlayStation3,23-Sep-08,76,8,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",Up to 20 ,48,73
Peggle Nights,PC,16-Sep-08,76,7.7,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",No info,15,33
Call of Juarez: Gunslinger,Xbox360,22-May-13,76,8.2,Techland,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No info,36,196
Obduction,PC,24-Aug-16,76,7.6,CyanWorlds,"Adventure,3D,First-Person",No Online Multiplayer,31,146
Ratchet & Clank: Into the Nexus,PlayStation3,12-Nov-13,76,8.3,InsomniacGames,"Action,Platformer,Platformer,3D,3D",1 Player,60,285
.hack//Mutation Part 2,PlayStation2,6-May-03,76,8.5,CyberConnect2,"Role-Playing,Action RPG",1 Player,24,81
Brigandine: The Legend of Runersia,Switch,25-Jun-20,76,8.3,"MatrixSoftware,HappinetCorporation","Role-Playing,General,Strategy,Turn-Based,Tactics",No Online Multiplayer,30,54
Second Sight,PlayStation2,21-Sep-04,76,8,FreeRadicalDesign,"Action Adventure,Sci-Fi",1 Player,48,30
For Honor,PC,13-Feb-17,76,5.2,UbisoftMontreal,"Action Adventure,General",Online Multiplayer,31,893
Beautiful Desolation,PC,26-Feb-20,76,7.7,THEBROTHERHOOD,"Adventure,General",No Online Multiplayer,14,30
ToeJam & Earl: Back in the Groove,PC,1-Mar-19,76,6.5,HumanatureStudios,"Action,General,Platformer,2D",Up to 4 ,7,31
Race the Sun,PlayStation4,21-Oct-14,76,6.1,Flippfly,"Action,Racing,General,Arcade,Futuristic",No info,9,88
Operation Flashpoint: Dragon Rising,PC,6-Oct-09,76,4.9,Codemasters,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",No Online Multiplayer,29,554
Ghostrunner,XboxOne,27-Oct-20,76,8.6,ONEMORELEVEL,"Adventure,General",No Online Multiplayer,7,21
RIDE 4,PC,8-Oct-20,76,7.6,MilestoneS.r.l,"Racing,Simulation,Automobile",Online Multiplayer,8,5
Transport Fever 2,PC,11-Dec-19,76,7.3,UrbanGames,"Strategy,Management,Business / Tycoon",No Online Multiplayer,15,41
Blazing Chrome,PlayStation4,11-Jul-19,76,7.6,JoyMasher,"Action,Platformer,2D",2,17,25
MySims Kingdom,Wii,28-Oct-08,76,8.2,EARedwoodShores,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer,19,33
Lock On: Modern Air Combat,PC,26-Jul-05,76,7.5,EagleDynamics,"Simulation,Flight,Modern Jet,Modern Jet,Combat",Jan-32,20,552
Mat Hoffman's Pro BMX 2,PlayStation2,12-Aug-02,76,7.9,RainbowStudios,"Sports,Alternative,Biking",8-Jan,22,9
TransWorld Surf,PlayStation2,30-Apr-02,76,6.9,RockstarSanDiego,"Sports,Alternative,Surfing",No info,15,8
Monster Rancher Advance,GameBoyAdvance,28-Nov-01,76,7.8,Tecmo,"Strategy,Breeding/Constructing",No info,11,5
High Heat Major League Baseball 2002,PC,14-Mar-01,76,7.6,3DO,"Sports,Traditional,Team,Baseball,Sim,Sim",2-Jan,12,14
Triple Play Baseball,PlayStation,12-Mar-01,76,7.2,EASports,"Sports,Traditional,Baseball,Sim",No info,8,6
The Devil Inside,PC,9-Nov-00,76,6.1,CryoInteractive,"Adventure,General,General",No info,9,14
LEGO Batman: The Videogame,Xbox360,23-Sep-08,76,7.9,Traveller'sTales,"Action Adventure,Modern,General,Modern",No Online Multiplayer,49,107
Mortal Shell,PC,18-Aug-20,76,6.6,ColdSymmetry,"Role-Playing,Action RPG",No Online Multiplayer,43,270
SaGa: Scarlet Grace - Ambitions,PlayStation4,3-Dec-19,76,tbd,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,11,0
Atelier Ayesha Plus: The Alchemist of Dusk,PlayStationVita,13-Jan-15,76,8.4,Gust,"Console-style RPG,Role-Playing,Japanese-Style",No Online Multiplayer,20,51
The Fall,PC,30-May-14,76,7.1,OverTheMoon,"Action,Action Adventure,Sci-Fi,General",No Online Multiplayer,17,70
Trover Saves the Universe,PlayStation4,31-May-19,76,8,SquanchGames,"Action,General",No Online Multiplayer,35,89
Lego Star Wars,Xbox,5-Apr-05,76,4.8,Traveller'sTales,"Action Adventure,Sci-Fi",2-Jan,43,42
Super Chariot,Switch,10-May-18,76,7.8,FrimaStudio,"Action,Platformer,2D",No Online Multiplayer,9,14
Ketzal's Corridors,3DS,12-Apr-12,76,7.6,KeysFactory,"General,Miscellaneous,Puzzle,Action,Puzzle,Action",No info,14,19
Antipole,DS,21-Jul-11,76,tbd,SaturnineGames,"Action,Platformer,Platformer,2D,2D",1 Player,7,0
Elemental Gearbolt,PlayStation,30-Jun-98,76,tbd,AlfaSystem,"Action,Shooter,Light Gun",2-Jan,11,0
Riviera: The Promised Land,GameBoyAdvance,28-Jun-05,76,8.6,Sting,"Role-Playing,Console-style RPG",1 Player,26,28
Aegis Defenders,PC,8-Feb-18,76,5.6,GUTSDepartment,"Role-Playing,Action RPG",No Online Multiplayer,11,5
JumpJet Rex,PC,14-Jan-15,76,7,TreeFortressGames,"Action,Platformer,2D",No Online Multiplayer,11,13
Mutazione,PlayStation4,19-Sep-19,76,7.2,DieGuteFabrik,"Adventure,Point-and-Click",No Online Multiplayer,11,19
Friday the 13th: Killer Puzzle,Switch,25-Oct-18,76,7.6,BlueWizardDigital,"Puzzle,Action",No Online Multiplayer,13,9
Life is Strange: Episode 4 - Dark Room,PC,28-Jul-15,76,8.6,DONTNODEntertainment,"Action Adventure,General",No info,9,252
Clustertruck,PC,27-Sep-16,76,7.1,"LandFallGames,LandFall","Action,Platformer,3D",No Online Multiplayer,14,54
Contra ReBirth,Wii,7-Sep-09,76,8.5,M2,"Action,Shooter,Platformer,Shooter,Scrolling,2D,Scrolling,Shoot-'Em-Up,Horizontal",No Online Multiplayer,20,19
FIFA World Cup: Germany 2006,GameCube,24-Apr-06,76,6.5,EACanada,"Sports,Traditional,Soccer,Sim",4-Jan,17,6
Harvest Moon: Animal Parade,Wii,12-Nov-09,76,8.7,"Natsume,MarvelousEntertainment","Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Business / Tycoon",No Online Multiplayer,10,26
Ratchet & Clank Future: Quest for Booty,PlayStation3,21-Aug-08,76,7.3,InsomniacGames,"Action,Platformer,Platformer,3D,3D",No Online Multiplayer,46,212
L.A. Noire,PlayStation4,14-Nov-17,76,7.8,TeamBondi,"Action Adventure,Adventure,3D,Open-World,Third-Person",No Online Multiplayer,17,216
Resident Evil 5: Desperate Escape,Xbox360,3-Mar-10,76,7.6,Capcom,"Action Adventure,Horror,Horror,Survival",No info,15,25
Scarface: The World Is Yours,Xbox,8-Oct-06,76,8.5,RadicalEntertainment,"Action Adventure,Modern",1 Player,41,52
Call of Duty: Modern Warfare - Reflex Edition,Wii,10-Nov-09,76,8.2,Treyarch,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",10  Online,45,124
Burnout Dominator,PlayStation2,6-Mar-07,76,7.7,CriterionGames,"Driving,Racing,Arcade",4-Jan,44,48
Gun,PC,8-Nov-05,76,7.9,"NeversoftEntertainment,Beenox","Action Adventure,Historic,General,Historic,Open-World",No Online Multiplayer,24,170
Puzzle Quest: Galactrix,Xbox360,8-Apr-09,76,7.6,InfiniteInteractive,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",2  Online,27,5
Multiwinia: Survival of the Flattest,PC,19-Sep-08,76,8.7,Introversion,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",4  Online,38,70
The Beginner's Guide,PC,1-Oct-15,76,7.5,DaveyWreden,"Adventure,General",No Online Multiplayer,35,301
Pokken Tournament,WiiU,18-Mar-16,76,7.3,BandaiNamcoGames,"Action,Fighting,3D",No info,74,325
Roki,PC,23-Jul-20,76,7.8,PolygonTreehouse,"Adventure,General",No Online Multiplayer,35,39
Evan's Remains,PC,11-Jun-20,76,tbd,MatiasSchmied,"Adventure,General",No Online Multiplayer,9,0
The Surge 2,PC,23-Sep-19,76,6.4,Deck13,"Role-Playing,Action RPG",No Online Multiplayer,39,144
Old School Musical,Switch,13-Sep-18,76,7.7,LaMoutarde,"Action,Rhythm,Music",Up to 4 ,16,9
Crash Bandicoot N. Sane Trilogy,PC,29-Jun-18,76,8.2,"VicariousVisions,IronGalaxyStudios","Miscellaneous,Compilation",No Online Multiplayer,8,180
The Elder Scrolls Online: Summerset,PlayStation4,5-Jun-18,76,5.5,ZeniMaxMedia,"Role-Playing,Massively Multiplayer",No info,9,35
Masters of Anima,Switch,10-Apr-18,76,6.8,PasstechGames,"Strategy,Real-Time,MOBA",No Online Multiplayer,9,16
Wulverblade,PlayStation4,30-Jan-18,76,6.4,DarkwindMedia,"Action,Beat-'Em-Up,2D",No Online Multiplayer,9,8
Syberia,Switch,20-Oct-17,76,7.3,KoalabsStudio,"Adventure,3D,Third-Person",No Online Multiplayer,8,32
Chaos;Child,PlayStation4,17-Oct-17,76,8.3,5pb,"Adventure,General,Visual Novel",No Online Multiplayer,18,30
Piczle Lines DX,Switch,24-Aug-17,76,7.6,ScoreStudios,"Puzzle,Action",No Online Multiplayer,7,15
The Long Dark,XboxOne,1-Aug-17,76,6.3,Hinterland,"Simulation,Action Adventure,General,Survival",No info,9,28
Battlefield 1: They Shall Not Pass,PC,14-Mar-17,76,4.9,EADICE,"Action,Shooter,First-Person,Tactical",No info,8,38
ACA NeoGeo: Metal Slug 3,Switch,9-Mar-17,76,7.7,"SNKPlaymore,Hamster","Action,Miscellaneous,Shooter,Compilation,Shoot-'Em-Up,Horizontal",No Online Multiplayer,7,35
Call of Duty: Infinite Warfare - Sabotage,PlayStation4,31-Jan-17,76,1.6,InfinityWard,"Action,Shooter,First-Person,Tactical",No info,11,35
Werewolves Within,PlayStation4,6-Dec-16,76,7.1,Ubisoft,"Miscellaneous,Party / Minigame",Up to 8 ,17,28
Trackmania Turbo,XboxOne,22-Mar-16,76,7.3,Nadeo,"Racing,Arcade,Automobile",Up to more than 64 ,12,40
Far Cry 4: Valley of the Yetis,XboxOne,10-Mar-15,76,7.4,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",No info,7,25
Castle In The Darkness,PC,5-Feb-15,76,7.6,MattKap,"Action,Platformer,2D",No Online Multiplayer,10,28
Assassin's Creed IV: Black Flag - Freedom Cry,XboxOne,17-Dec-13,76,7.1,UbisoftMontreal,"Action Adventure,Historic,Open-World",No info,8,131
BioShock Infinite: Burial at Sea - Episode One,PlayStation3,12-Nov-13,76,8.2,IrrationalGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,7,130
Volgarr the Viking,PC,13-Sep-13,76,7.7,CrazyVikingStudios,"Action,General,General",No Online Multiplayer,9,98
Deus Ex: Human Revolution - The Missing Link,Xbox360,18-Oct-11,76,7,EidosMontreal,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,18,27
LEGO Star Wars III: The Clone Wars,Wii,22-Mar-11,76,8.1,Traveller'sTales,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,7,20
Deathsmiles,Xbox360,29-Jun-10,76,8.4,Cave,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal",No info,29,48
Mario & Sonic at the Olympic Winter Games,DS,13-Oct-09,76,8,"Sega,SegaSportsR&D","Sports,Olympic Sports,Olympic Sports,Individual,Athletics",No info,25,40
Bubble Bobble Plus!,Wii,25-May-09,76,5.7,TaitoCorporation,"Action,Platformer,Platformer,2D,2D",4-Jan,11,6
Brothers in Arms: Hell's Highway,Xbox360,23-Sep-08,76,8.2,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",Up to 20 ,65,161
Chessmaster LIVE,Xbox360,30-Jan-08,76,6.9,UbisoftBulgaria,"Miscellaneous,Board Games,Board Games,Board / Card Game",2  Online,11,12
MVP 07 NCAA Baseball,PlayStation2,6-Feb-07,76,8.4,EACanada,"Sports,Traditional,Baseball,Sim",4  Online,25,15
UEFA Euro 2004: Portugal,PC,4-May-04,76,6.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",4-Jan,16,18
Dominions II: The Ascension Wars,PC,14-Nov-03,76,7.2,IllwinterDesignGroup,"Strategy,Turn-Based,Fantasy,General",16-Jan,8,10
American Conquest,PC,5-Feb-03,76,7.8,GSCGameWorld,"Strategy,Real-Time,Historic,Historic,Command",No Online Multiplayer,15,55
Spyro 2: Season of Flame,GameBoyAdvance,25-Sep-02,76,7,DigitalEclipse,"Action,Platformer,2D",1 Player,18,22
Dave Mirra Freestyle BMX 2,Xbox,28-Nov-01,76,7,"Z-Axis,Ltd.","Sports,Alternative,Biking",2-Jan,18,7
Harvest Moon: Save the Homeland,PlayStation2,22-Nov-01,76,8.7,VictorInteractiveSoftware,"Strategy,Breeding/Constructing",1 Player,14,73
Boxing Fever,GameBoyAdvance,11-Oct-01,76,tbd,DigitalFiction,"Sports,Traditional,Boxing",No info,10,0
Sega Bass Fishing 2,Dreamcast,21-Aug-01,76,8.3,WowEntertainment,"Sports,Nature,Fishing",No info,8,10
Toy Story Racer,PlayStation,5-Mar-01,76,8.4,Traveller'sTales,"Driving,Racing,Kart",No info,8,16
Star Wars Episode I: Jedi Power Battles,Dreamcast,18-Oct-00,76,8.2,LucasArts,"Action,Beat-'Em-Up",No info,14,26
Star Trek: Invasion,PlayStation,29-Jun-00,76,7.6,Warthog,"Simulation,Sci-Fi,Small Spaceship",2-Jan,12,7
Call of Duty: Finest Hour,PlayStation2,16-Nov-04,76,7.6,SparkUnlimited,"Action,Shooter,First-Person,Historic",16  Online,49,98
Assassin's Creed Syndicate,PlayStation4,23-Oct-15,76,6.8,UbisoftQuebec,"Historic,Action Adventure,Open-World",No Online Multiplayer,86,1955
Twisted Metal,PlayStation3,14-Feb-12,76,7.8,EatSleepPlay,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",Up to 16 ,69,291
Yo-kai Watch,3DS,6-Nov-15,76,8,Level5,"Japanese-Style,Role-Playing,Trainer",No Online Multiplayer,69,179
WindJammers,PlayStation4,29-Aug-17,76,6.8,DotEmu,"Sports,Individual,Other",2,30,13
Super Mario Party,Switch,5-Oct-18,76,7.2,"Nintendo,NdCube","Miscellaneous,Party / Minigame",Online Multiplayer,84,503
Mario & Luigi: Paper Jam,3DS,22-Jan-16,76,7.5,"Nintendo,AlphadreamCorporation","Role-Playing,Japanese-Style",No Online Multiplayer,76,206
Divinity: Dragon Commander,PC,6-Aug-13,76,7.1,LarianStudiosGames,"Role-Playing,Action RPG,Action RPG",4-Jan,37,257
Penny Arcade Adventures: Episode One,Xbox360,21-May-08,76,7.6,HotheadGames,"Adventure,General,General",No info,44,26
Sonic Generations,PlayStation3,1-Nov-11,76,8.3,"Sega,SonicTeam","Action,Platformer,Platformer,3D,3D",1 Player,38,320
The Suffering: Ties That Bind,Xbox,26-Sep-05,76,8.3,SurrealSoftware,"Action Adventure,Horror",1 Player,36,10
Sushi Striker: The Way of Sushido,Switch,8-Jun-18,76,7.8,indieszero,"Puzzle,Matching",2,44,64
Donkey Konga,GameCube,27-Sep-04,76,8,Namco,"Miscellaneous,Rhythm,Music",4-Jan,55,32
Zuma's Revenge!,Xbox360,11-Jul-12,76,7.1,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Action",No Online Multiplayer,17,20
MLB 12: The Show,PlayStationVita,6-Mar-12,76,7.7,SCEASanDiegoStudios,"Sports,Traditional,Team,Baseball,Sim,Sim",No info,15,43
World of Tanks,XboxOne,28-Jul-15,76,5.8,Wargaming.net,"Action,Simulation,Shooter,Vehicle,Third-Person,Combat,Tactical",No info,20,106
NHL 07,PlayStation2,12-Sep-06,76,4.7,EASports,"Sports,Traditional,Ice Hockey,Sim",4  Online,11,53
The Denpa Men 2: Beyond the Waves,3DS,30-May-13,76,6.4,GeniusSonorityInc.,"Role-Playing,General,General",No info,13,21
Singularity,Xbox360,29-Jun-10,76,7.7,RavenSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 12 ,70,181
Rush for Berlin,PC,12-Jun-06,76,7.5,Stormregion,"Strategy,Real-Time,Historic,General,Historic",6  Online,26,13
Control: AWE,PlayStation4,27-Aug-20,76,6.5,RemedyEntertainment,"Action Adventure,General",No Online Multiplayer,16,17
Masquerada: Songs and Shadows,PlayStation4,8-Aug-17,76,tbd,WitchingHourStudios,"Strategy,Turn-Based,Tactics",No info,16,0
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,Wii,11-Aug-08,76,7.9,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",1 Player,24,18
Wolfenstein: The Old Blood,PlayStation4,5-May-15,76,7.8,MachineGames,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,54,435
Tales From Space: About a Blob,PlayStation3,8-Feb-11,76,7.8,DrinkBoxStudios,"Action,Platformer,Platformer,2D,2D",2-Jan,24,16
Nioh: Dragon of the North,PlayStation4,2-May-17,76,7.6,TeamNinja,"Role-Playing,Action RPG",No info,14,79
The Club,Xbox360,19-Feb-08,76,6.7,BizarreCreations,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",Up to 8 ,63,46
Shadow Hearts: From the New World,PlayStation2,7-Mar-06,76,8.3,Nautilus,"Role-Playing,Console-style RPG",1 Player,42,54
PixelJunk SideScroller,PlayStation3,25-Oct-11,76,7,Q-Games,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal",No info,33,22
Fantasy Strike,Switch,25-Jul-19,76,7.8,SirlinGames,"Action,Fighting,2D",2,11,37
Flinthook,PlayStation4,14-Apr-17,76,7,TributeGames,"Action,Platformer,2D",No info,14,21
Azure Striker Gunvolt 2,3DS,29-Sep-16,76,8,IntiCreates,"Action,Platformer,2D",No info,12,28
Samurai Shodown,PC,11-Jun-20,76,6.3,SNKCorporation,"Action,Fighting,2D",Up to 10 ,14,9
Phoenix Wright: Ace Attorney - Justice for All,DS,16-Jan-07,76,8.6,Capcom,"Adventure,First-Person,Visual Novel,Modern,Modern",No Online Multiplayer,51,158
Kirby Super Star Ultra,DS,22-Sep-08,76,8.8,HALLabs,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,40,125
Candleman: The Complete Journey,PC,31-Jan-18,76,7,SpotlightorInteractive,"Action,Platformer,3D",No Online Multiplayer,13,7
MAG,PlayStation3,26-Jan-10,76,8.2,ZipperInteractive,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",Massively Multiplayer,83,558
Metal Slug 3,Xbox,26-May-04,76,5.4,SNK,"Action,Shooter,Scrolling",2-Jan,56,16
Momodora: Reverie Under the Moonlight,PlayStation4,16-Mar-17,76,7.3,Bombservice,"Action,Action Adventure,General,Open-World",No Online Multiplayer,22,39
The Golf Club 2,PlayStation4,27-Jun-17,76,5.9,"HBStudiosMultimedia,MaximumGames","Sports,Individual,Golf,Arcade",Up to 4 ,20,29
Minutes,PlayStation4,10-Feb-15,76,7.2,RedPhantomGames,"Action,General",No info,11,20
Spec Ops: The Line,PC,25-Jun-12,76,8.2,Yager,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern",No info,16,1605
SingStar Vol. 2,PlayStation3,28-Oct-08,76,tbd,SCEELondonStudio,"Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer,36,0
SuperEpic: The Entertainment War,Switch,12-Dec-19,76,7.6,NumskullGames,"Action,Platformer,2D",No Online Multiplayer,10,12
Sundered: Eldritch Edition,Switch,21-Dec-18,76,7.2,ThunderLotusGames,"Action Adventure,General",No Online Multiplayer,10,21
Deponia Doomsday,PC,1-Mar-16,76,7.1,DaedalicEntertainment,"Adventure,Point-and-Click",No Online Multiplayer,29,103
Dr. Mario Express,DS,20-Apr-09,76,7.3,"Arika,Nintendo","Miscellaneous,Puzzle,Puzzle,General,Puzzle,Matching,General",1 Player,7,9
Ever Oasis,3DS,23-Jun-17,76,8.1,GREZZO,"Role-Playing,Action RPG",No Online Multiplayer,54,98
Final Fantasy IX,Switch,13-Feb-19,76,7.4,SquareSoft,"Role-Playing,Japanese-Style",No Online Multiplayer,19,79
Rocketbirds: Hardboiled Chicken,PlayStationVita,12-Feb-13,76,7.2,RatloopAsiaPteLtd,"Action,Adventure,General,General,Platformer,2D",2,18,40
Hyper Light Drifter,XboxOne,26-Jul-16,76,6.9,HeartMachine,"Role-Playing,Action RPG",No info,8,24
Final Fantasy Fables: Chocobo's Dungeon,Wii,8-Jul-08,76,8,h.a.n.d.Inc.,"Role-Playing,Action RPG,Action RPG,Roguelike",2  Online,34,23
Phantasy Star Collection,GameBoyAdvance,24-Nov-02,76,8.2,DigitalEclipse,"Role-Playing,Console-style RPG",1 Player,20,9
Phantasy Star Collection,GameBoyAdvance,24-Nov-02,76,8.2,DigitalEclipse,"Role-Playing,Console-style RPG",1 Player,20,9
Beach Spikers: Virtua Beach Volleyball,GameCube,12-Aug-02,76,8.4,SegaAM2,"Sports,Traditional,Volleyball",4-Jan,31,13
High Heat Major League Baseball 2002,PlayStation2,26-Mar-01,76,7.3,3DO,"Sports,Traditional,Baseball,Sim",2-Jan,17,7
The Final Station,PC,30-Aug-16,76,7.5,"tinyBuild,DoMyBestGames","Action Adventure,General,Linear",No Online Multiplayer,24,68
EA Sports UFC 2,XboxOne,15-Mar-16,76,5.6,EASports,"Sports,General,Individual,Combat,Boxing / Martial Arts",2,42,91
Pillars of Eternity: The White March - Part 1,PC,25-Aug-15,76,7.5,ObsidianEntertainment,"Role-Playing,Western-Style",No Online Multiplayer,22,144
MVP 06 NCAA Baseball,PlayStation2,18-Jan-06,76,8.6,EACanada,"Sports,Traditional,Baseball,Sim",2  Online,27,20
Bombslinger,Switch,11-Apr-18,76,7.1,Mode4,"Puzzle,Action",No Online Multiplayer,8,13
Skylanders SuperChargers,XboxOne,20-Sep-15,76,5.4,VicariousVisions,"Action,Platformer,3D",No info,15,22
Brave Story: New Traveler,PSP,31-Jul-07,76,7.7,GameRepublic,"Role-Playing,General,General,Japanese-Style",1 Player,30,34
ATV Offroad Fury Pro,PSP,26-Oct-06,76,7.2,"ClimaxGroup,ClimaxStudios","Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",4  Online,32,5
Fallout 3: The Pitt,Xbox360,24-Mar-09,76,7.3,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",1 Player,30,69
Neo Cab,PC,3-Oct-19,76,4.8,ChanceAgency,"Adventure,General",No Online Multiplayer,17,23
Hot Shots Golf: World Invitational,PlayStationVita,7-Feb-12,76,8.1,ClapHanz,"Sports,Traditional,Individual,Golf,Arcade,Arcade",2,55,81
The Sims 3,Xbox360,26-Oct-10,76,7.5,TheSimsStudio,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer,42,80
Plants vs. Zombies: Battle for Neighborville,XboxOne,18-Oct-19,76,5.4,PopCap,"Action,Shooter,Third-Person,Tactical",Up to 24 ,14,94
Imperator: Rome,PC,25-Apr-19,76,4.7,ParadoxDevelopmentStudio,"Strategy,Real-Time,General",Online Multiplayer,31,185
Bit.Trip Runner,Wii,17-May-10,76,8,GaijinGames,"Action,Miscellaneous,Rhythm,Music,Music",1 Player,25,37
Mafia: Definitive Edition,PlayStation4,25-Sep-20,76,8.2,Hangar13,"Action Adventure,Open-World",No Online Multiplayer,40,537
Bloodroots,PC,28-Feb-20,76,6,PaperCult,"Action,Beat-'Em-Up,3D",No Online Multiplayer,12,10
Ys Origin,PC,31-May-12,76,8.3,Falcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,7,129
The Saboteur,PC,8-Dec-09,76,7.8,PandemicStudios,"Action Adventure,Historic,Historic,Open-World",No info,20,299
NHL 07,PSP,12-Sep-06,76,6.5,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",4  Online,7,26
Ultimate Block Party,PSP,13-Dec-05,76,tbd,Magicpot,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",2-Jan,12,0
Cat Quest II: The Lupus Empire,PC,24-Sep-19,76,7.3,TheGentlebros,"Action,Role-Playing,General,Action RPG",No Online Multiplayer,14,21
Heaven's Vault,PC,16-Apr-19,76,5.3,inkle,"Adventure,General",No Online Multiplayer,21,23
Kingdom Hearts: Chain of Memories,GameBoyAdvance,7-Dec-04,76,8.8,JupiterCorporation,"Role-Playing,Action RPG",1 Player,37,263
Jurassic World Evolution: Complete Edition,Switch,3-Nov-20,76,8.4,FrontierDevelopments,"Strategy,Management,Business / Tycoon",No Online Multiplayer,13,11
Mighty Gunvolt Burst,Switch,15-Jun-17,76,7.6,IntiCreates,"Action,Platformer,2D",No Online Multiplayer,12,53
R.U.S.E.,PC,7-Sep-10,76,7.9,EugenSystems,"Strategy,Real-Time,Historic,General,Historic",8-Jan,33,192
Burn Zombie Burn,PlayStation3,26-Mar-09,76,7.7,Doublesix,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",No info,36,23
Fury Unleashed,Switch,8-May-20,76,7.1,AwesomeGamesStudio,"Action,Platformer,2D",No Online Multiplayer,10,10
Elliot Quest,WiiU,19-Mar-15,76,7.5,AnsimuzGames,"Adventure,General",No info,11,22
Need for Speed: Rivals,Xbox360,19-Nov-13,76,5.5,GhostGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,12,125
NBA Live 06,GameCube,26-Sep-05,76,tbd,EACanada,"Sports,Traditional,Basketball,Sim",4-Jan,14,0
Disney/Pixar Toy Story 3,Xbox360,15-Jun-10,76,8.4,AvalancheSoftware,"Action,General,General",No Online Multiplayer,50,63
Blood Bowl 2,PC,22-Sep-15,76,6.2,Cyanide,"Sports,General,Team,Football,Arcade",No info,31,89
Rhythm Thief & the Emperor's Treasure,3DS,10-Jul-12,76,8,"Sega,Xeen","Action,Miscellaneous,Rhythm,Puzzle,General,Music,Music",No info,45,50
7th Dragon III Code: VFD,3DS,12-Jul-16,76,7.9,Sega,"General,Role-Playing,Japanese-Style",No Online Multiplayer,30,60
The Ship,PC,11-Jul-06,76,7.1,Outerlight,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No Online Multiplayer,24,474
EverQuest II: Kingdom of Sky,PC,21-Feb-06,76,6.6,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,9,5
Project: Snowblind,PC,15-Mar-05,76,6.4,NixxesSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,23,40
LawBreakers,PlayStation4,8-Aug-17,76,5.8,BossKeyProductions,"Third-Person,Arcade,Action,Shooter,First-Person,Tactical",Up to 10 ,32,114
Kingdom Come: Deliverance,PC,13-Feb-18,76,8,WarhorseStudios,"Action Adventure,General,Historic,Role-Playing,Action RPG",No Online Multiplayer,60,2434
