name,platform,r-date,score,user score,developer,genre,players,critics,users
The Last Remnant,PC,24-Mar-09,66,8.2,SquareEnix,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,23,260
Dark Fall: Lights Out,PC,31-Aug-04,66,6.3,XXVProductions,"Adventure,3D,First-Person,Modern,Modern",1 Player,20,19
Blazing Angels: Squadrons of WWII,Xbox360,23-Mar-06,66,7.9,Ubisoft,"Simulation,Flight,WWII,WWII,Combat",16  Online,58,56
nail'd,PlayStation3,30-Nov-10,66,6.2,Techland,"Driving,Racing,Arcade,Arcade,Automobile",Up to 12 ,36,14
LEGO Indiana Jones 2: The Adventure Continues,PC,17-Nov-09,66,7.5,Traveller'sTales,"Action Adventure,Historic,General,Historic",No Online Multiplayer,13,31
Pirates of the Caribbean: At World's End,DS,22-May-07,66,6.5,AmazeEntertainment,"Action Adventure,Historic,Historic,Linear",No Online Multiplayer,14,4
Close to the Sun,PC,5-May-20,66,5.1,StorminaTeacup,"Adventure,3D,First-Person",No Online Multiplayer,37,129
Berserk and the Band of the Hawk,PlayStation4,21-Feb-17,66,6.5,OmegaForce,"Action,Beat-'Em-Up,3D",No info,53,77
Major League Baseball 2K6,Xbox360,10-Apr-06,66,4.1,KushGames,"Sports,Traditional,Team,Baseball,Sim,Sim",2  Online,22,38
Lightning Returns: Final Fantasy XIII,PlayStation3,11-Feb-14,66,6.2,SquareEnix,"General,Role-Playing,General,Japanese-Style",No Online Multiplayer,62,647
The Golf Club,PlayStation4,19-Aug-14,66,6.4,HBStudiosMultimedia,"Traditional,Sports,Individual,Golf,Sim",Up to 4 ,11,70
Armored Core: Verdict Day,PlayStation3,24-Sep-13,66,7.8,FromSoftware,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",Up to 10 ,18,36
State of Decay 2,XboxOne,18-May-18,66,5.4,UndeadLabs,"Action Adventure,Open-World",Up to 4 ,70,886
The Elder Scrolls V: Skyrim - Dawnguard,PC,2-Aug-12,66,7,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",1 Player,10,308
L.A. Noire: Reefer Madness,Xbox360,12-Jul-11,66,7.8,TeamBondi,"Action Adventure,Adventure,3D,Open-World,Modern,Third-Person,Modern",No info,7,8
High Velocity Bowling,PlayStation3,6-Dec-07,66,7.7,SCEA,"Sports,Alternative,Individual,Bowling,Bowling",No info,14,25
Agatha Christie: Evil Under the Sun,PC,16-Oct-07,66,7.2,AWEGames,"Adventure,3D,Modern,Third-Person,Modern",No info,18,20
The Novelist,PC,10-Dec-13,66,6.1,OrthogonalGames,"Miscellaneous,General,General",No info,23,40
Sinner: Sacrifice for Redemption,XboxOne,18-Oct-18,66,5.3,DarkStarGames,"Action Adventure,General",No Online Multiplayer,11,11
The Settlers: Rise of an Empire,PC,25-Sep-07,66,7.2,BlueByte,"Strategy,General,Management,Government",8  Online,19,50
The Amazing Spider-Man,WiiU,5-Mar-13,66,6.6,Beenox,"Action,Action Adventure,General,General,Open-World",No info,7,39
Classic NES Series: Excitebike,GameBoyAdvance,2-Jun-04,66,tbd,Nintendo,"Driving,Racing,Arcade",1 Player,12,0
Mafia,Xbox,13-Mar-04,66,8.7,IllusionSoftworks,"Action Adventure,Historic",1 Player,33,45
Real Myst,PC,14-Nov-00,66,7.8,CyanWorlds,"Adventure,First-Person,Fantasy",1 Player,15,41
Bust A Groove 2,PlayStation,31-Mar-99,66,8.6,Metro,"Miscellaneous,Rhythm,Music",4-Jan,8,42
MotoGP 18,PlayStation4,7-Jun-18,66,4.9,MilestoneS.r.l,"Racing,Simulation,Automobile",Up to 12 ,25,26
FlatOut 4: Total Insanity,XboxOne,17-Mar-17,66,5.6,"StrategyFirst,Kylotonn","Racing,Arcade,Automobile",No info,15,21
Chaos Code: New Sign of Catastrophe,PlayStation4,15-Mar-17,66,tbd,FKDigital,"Action,Fighting,2D",2,9,0
Fallout: New Vegas - Honest Hearts,PC,17-May-11,66,6.8,ObsidianEntertainment,"Role-Playing,First-Person,First-Person,Western-Style",No info,12,169
Armada 2526,PC,17-Nov-09,66,6.5,NtroniumGames,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,7,14
Song of the Deep,XboxOne,12-Jul-16,66,7.2,InsomniacGames,"Action Adventure,General",No info,12,26
Fable II: Knothole Island,Xbox360,13-Jan-09,66,7.3,LionheadStudios,"Role-Playing,Action RPG,Action RPG",2-Jan,11,26
Diluvion,PC,2-Feb-17,66,6.3,ArachnidGames,"Action Adventure,Open-World",No Online Multiplayer,34,27
Skully,XboxOne,4-Aug-20,66,tbd,FinishLineGames,"Action,Platformer,3D",No Online Multiplayer,8,0
Rain World,PC,28-Mar-17,66,8.5,Videocult,"Action,Platformer,2D",No info,16,75
Dengeki Bunko: Fighting Climax,PlayStation3,6-Oct-15,66,7.9,"Sega,French-Bread","Action,Fighting,2D",Up to 4 ,13,33
Picross e3,3DS,3-Oct-13,66,7,JupiterCorporation,"Miscellaneous,Puzzle,Puzzle,Logic,Logic",No info,7,6
My Frogger: Toy Trials,DS,13-Nov-06,66,6,Konami,"Action,General,General",4-Jan,10,4
This Is the Police,PC,2-Aug-16,66,7.6,WeappyStudio,"Simulation,Virtual,Virtual Life,Career",No Online Multiplayer,35,221
Patrician IV: Conquest by Trade,PC,17-Sep-10,66,6.3,GamingMindsStudios,"Strategy,Real-Time,Management,Historic,Business / Tycoon",No Online Multiplayer,18,36
Rise & Shine,XboxOne,13-Jan-17,66,6.2,"SuperMegaTeam,SuperAwesomeHyperDimensionalMegaTeam","Action,Platformer,2D",No info,28,21
Mario & Sonic at the London 2012 Olympic Games,3DS,14-Feb-12,66,6.4,"Sega,SegaSportsR&D","Sports,Olympic Sports,Olympic Sports,Individual,Athletics",No info,28,42
MXGP: The Official Motocross Videogame,PlayStation4,18-Nov-14,66,6.2,MilestoneS.r.l,"Driving,Racing,Arcade,Motorcycle,Other,Motocross",No info,14,14
Battlezone,PlayStation4,13-Oct-16,66,7.2,Rebellion,"Action,Simulation,Arcade,Vehicle,Combat",Up to 4 ,40,51
Star Trek Online,PC,2-Feb-10,66,6.2,CrypticStudios,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",Massively Multiplayer,34,725
Truberbrook: A Nerd Saves the World,PC,12-Mar-19,66,4.5,"btfGmbH,btf","Adventure,General",No Online Multiplayer,25,26
NHL 2K10,PlayStation3,15-Sep-09,66,7.7,Take-TwoInteractive,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",No info,23,10
Bridge Constructor,PlayStation4,13-Dec-16,66,6.7,ClockStoneSoftware,"Simulation,Virtual,Career",No info,7,6
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GameBoyAdvance,14-Nov-05,66,6.8,AmazeEntertainment,"Action Adventure,Fantasy",2-Jan,7,5
Dark Sector,PC,24-Mar-09,66,6.4,DigitalExtremes,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No info,15,87
City of Brass,PlayStation4,4-May-18,66,4.8,UppercutGamesPtyLtd,"Action Adventure,General",No Online Multiplayer,22,17
Full Mojo Rampage,PlayStation4,28-Jun-16,66,6,OvertheTopGames,"Role-Playing,Action RPG",Up to 8 ,11,6
Wolfenstein 3D,Xbox360,3-Jun-09,66,7.9,NerveSoftware,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No Online Multiplayer,10,23
Midnight Pool,Wii,18-Aug-08,66,8,Gameloft,"Sports,Miscellaneous,Parlor,Individual,Billiards,Billiards",No info,7,5
World Championship Poker,Xbox,30-Nov-04,66,tbd,Coresoft,"Miscellaneous,Parlor,Gambling",6  Online,7,0
Mario Party 10,WiiU,20-Mar-15,66,6.4,"Nintendo,NdCube","Party,Miscellaneous,Party / Minigame",No info,66,345
The Sims 4,PlayStation4,17-Nov-17,66,3.7,Maxis,"Simulation,Virtual,Virtual Life",No Online Multiplayer,27,199
CONSORTIUM,PC,8-Jan-14,66,7.3,InterdimensionalGamesInc,"Sci-Fi,Adventure,3D,First-Person",No Online Multiplayer,14,58
Arena Football,PlayStation2,7-Feb-06,66,8.1,EATiburon,"Sports,Traditional,Football,Sim",4  Online,18,15
Spyborgs,Wii,22-Sep-09,66,6.9,BionicGames,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",2-Jan,30,7
Harry Potter and the Half-Blood Prince,PlayStation3,30-Jun-09,66,4.9,EABrightLight,"Action Adventure,Fantasy,General,Fantasy",2-Jan,35,35
King Arthur II: The Role-Playing Wargame,PC,27-Jan-12,66,6.5,NeocoreGames,"Role-Playing,Strategy,General,Massively Multiplayer Online,General,Fantasy",No info,39,95
ProStroke Golf - World Tour 2007,Xbox,12-Sep-06,66,7.3,GustoGames,"Sports,Traditional,Golf,Sim",4-Jan,18,6
NBA Playgrounds,XboxOne,9-May-17,66,5.9,SaberInteractive,"Sports,Team,Basketball,Arcade",No info,21,29
Galactic Civilizations III: Mercenaries,PC,18-Feb-16,66,5.6,Stardock,"General,Strategy,Turn-Based,4X",No info,7,5
Death Tank,Xbox360,18-Feb-09,66,8.3,SnowblindStudios,"Strategy,Turn-Based,Historic,General,Historic",8  Online,19,21
Magic Orbz,PlayStation3,15-Jan-09,66,7.6,CreatStudios,"Action,General,General",2-Jan,13,25
Duel Masters: Kaijudo Showdown,GameBoyAdvance,16-Nov-04,66,tbd,MisticSoftware,"Miscellaneous,Board Games",2-Jan,10,0
NHL 2005,PC,14-Sep-04,66,4.5,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",4  Online,11,36
Battlestar Galactica,PlayStation2,19-Nov-03,66,6.8,Warthog,"Simulation,Sci-Fi,Small Spaceship",1 Player,22,6
Grabbed by the Ghoulies,Xbox,21-Oct-03,66,7.7,RareLtd.,"Action,Beat-'Em-Up",1 Player,42,43
Neocron,PC,17-Nov-02,66,6.7,ReakktorMedia,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",Massively Multiplayer,11,6
Sega Soccer Slam,PlayStation2,2-Sep-02,66,tbd,BlackBox,"Sports,Traditional,Soccer,Arcade",4-Jan,9,0
3 on 3 NHL Arcade,PlayStation3,5-Feb-09,66,7.1,EACanada,"Sports,Traditional,Team,Ice Hockey,Arcade,Arcade",6  Online,20,23
WinBack: Covert Operations,PlayStation2,27-Mar-01,66,8,OmegaForce,"Action,Shooter,Third-Person,Modern",4-Jan,11,19
Strania,Xbox360,30-Mar-11,66,tbd,G.Rev,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",No info,13,0
Obscure: The Aftermath,PSP,30-Sep-09,66,8.1,Hydravision,"Action Adventure,Horror,Horror,Survival",2-Jan,25,27
Dead Rising 2: Off the Record,PC,11-Oct-11,66,5.7,CapcomVancouver,"Action Adventure,Horror,Horror,Open-World",No info,10,61
Serious Sam Double D,PC,30-Aug-11,66,7.3,Mommy'sBestGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Arcade",No info,21,41
Sword of the New World: Granado Espada,PC,12-Jul-07,66,7.7,IMCGames,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Historic,Historic",Massively Multiplayer,18,49
Fallen Legion: Rise to Glory,Switch,29-May-18,66,6.9,YummyYummyTummy,"Role-Playing,Action RPG",No Online Multiplayer,11,7
Viral Survival,Wii,24-May-10,66,tbd,PeakVox,"Action,General,General",1 Player,7,0
Wolf of the Battlefield: Commando 3,Xbox360,25-Jun-08,66,7.9,BackboneEmeryville,"Action,General,General",3  Online,35,7
Yu-Gi-Oh! GX: Spirit Caller,DS,2-Jan-07,66,8.2,Konami,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",2  Online,12,27
Tamagotchi Connection: Corner Shop 2,DS,14-Nov-06,66,tbd,NanaOn-Sha,"Strategy,Breeding/Constructing,General,Breeding/Constructing",5-Jan,9,0
Street Racing Syndicate,Xbox,31-Aug-04,66,8.6,Eutechnyx,"Driving,Racing,GT / Street",4-Jan,36,22
Assassin's Creed Liberation HD,PC,15-Jan-14,66,5.6,UbisoftSofia,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,14,231
Obscure,Xbox,6-Apr-05,66,8.4,Hydravision,"Action Adventure,Horror",2-Jan,29,10
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Switch,23-Jun-20,66,8.6,PurpleLampStudios,"Action,Platformer,3D",2,20,246
Fairy Fencer F: Advent Dark Force,Switch,17-Jan-19,66,6,CompileHeart,"Role-Playing,Japanese-Style",No Online Multiplayer,7,10
Need for Speed,PlayStation4,3-Nov-15,66,6.9,GhostGames,"Racing,Simulation,Automobile",Up to 8 ,69,1241
A Bird Story,PC,7-Nov-14,66,6.9,FreebirdGames,"General,Action,General",No info,18,145
Shred Nebula,Xbox360,3-Sep-08,66,tbd,CrunchTimeGames,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",8  Online,16,0
Lost Cities,Xbox360,23-Apr-08,66,6.8,SierraOnlineShanghai,"Miscellaneous,Board Games,Board Games,Board / Card Game",2  Online,17,11
NASCAR,PSP,6-Sep-06,66,5.3,ExientEntertainment,"Driving,Racing,Simulation,Stock Car,Stock Car,Automobile",4  Online,13,6
Vikings: Wolves of Midgard,PC,24-Mar-17,66,7,GamesFarm,"Role-Playing,Action RPG",Online Multiplayer,14,58
Never Alone,XboxOne,19-Nov-14,66,6.7,UpperOneGames,"Action,Platformer,2D",No info,14,43
Mafia II: Definitive Edition,XboxOne,19-May-20,66,6.1,Hangar13,"Action Adventure,Open-World",No Online Multiplayer,11,57
Mutant Football League: Dynasty Edition,Switch,30-Oct-18,66,7.1,NighthawkInteractive,"Sports,Team,Football,Arcade",2,10,23
Code of Princess EX,Switch,31-Jul-18,66,7.2,Nicalis,"Role-Playing,Action RPG",No Online Multiplayer,20,20
The King of Fighters 2006,PlayStation2,19-Sep-06,66,8.5,SNKPlaymore,"Action,Fighting,3D",2-Jan,23,23
Among the Sleep,PlayStation4,26-Jul-16,66,6.4,KrillbiteStudio,"Adventure,3D,First-Person",No info,15,41
Tom Clancy's HAWX 2,PC,22-Nov-10,66,3.7,Ubisoft,"Action,Simulation,Flight,Flight,Combat",No info,12,56
The Stillness of the Wind,Switch,7-Feb-19,66,tbd,MemoryofGod/LambicStudios,"Adventure,3D,Point-and-Click,Third-Person",No Online Multiplayer,7,0
Tiny Metal,Switch,21-Dec-17,66,5.7,AREA35,"Strategy,Turn-Based,Tactics",No Online Multiplayer,10,36
Lightning Returns: Final Fantasy XIII,PC,10-Dec-15,66,7.3,SquareEnix,"General,Role-Playing,Japanese-Style",No Online Multiplayer,7,112
Angry Birds Trilogy,PlayStation3,25-Sep-12,66,4.1,"RovioMobile,RovioEntertainment","Action,Miscellaneous,General,General,Compilation",No Online Multiplayer,8,22
London 2012 - The Official Video Game of the Olympic Games,PlayStation3,26-Jun-12,66,6.3,SegaStudiosAustralia,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",Up to 8 ,20,28
Slam Bolt Scrappers,PlayStation3,15-Mar-11,66,7.8,FireHoseGames,"Puzzle,Action,Beat-'Em-Up,Beat-'Em-Up,2D",4-Jan,21,8
Disney's Chicken Little: Ace in Action,DS,9-Nov-06,66,tbd,DCStudios,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",2-Jan,13,0
Duel Masters,PlayStation2,2-Nov-04,66,8.3,HighVoltageSoftware,"Miscellaneous,Card Battle",2-Jan,20,6
Classic NES Series: Ice Climber,GameBoyAdvance,2-Jun-04,66,7.4,Nintendo,"Action,Platformer,2D",2-Jan,12,5
kill.switch,PC,30-Mar-04,66,6.9,Namco,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",1 Player,14,16
Dragon Ball Z: Budokai 2,PlayStation2,4-Dec-03,66,8.2,DimpsCorporation,"Action,Fighting,3D",2-Jan,28,112
Whiplash,PlayStation2,18-Nov-03,66,8.4,CrystalDynamics,"Action,Platformer,3D",1 Player,32,16
Wallace & Gromit in Project Zoo,GameCube,14-Oct-03,66,3,FrontierDevelopments,"Action,Platformer,3D",1 Player,9,33
XGRA: Extreme-G Racing Association,Xbox,17-Sep-03,66,6.8,AcclaimStudiosCheltenham,"Driving,Racing,Futuristic",4-Jan,15,5
Black & Bruised,GameCube,26-Jan-03,66,tbd,DigitalFiction,"Sports,Traditional,Boxing",2-Jan,20,0
Bleeding Edge,XboxOne,24-Mar-20,66,6.2,NinjaTheory,"3D,Beat-'Em-Up,Fighting,Action,Shooter,Third-Person,Arcade",Up to 8 ,44,585
Magna Carta: Tears of Blood,PlayStation2,16-Nov-05,66,7.2,SoftMax,"Role-Playing,Console-style RPG",1 Player,34,27
Just Dance 2016,XboxOne,20-Oct-15,66,6.1,Ubisoft,"Action,Rhythm,Dancing",No info,10,18
One Piece: Grand Adventure,PlayStation2,29-Aug-06,66,8,Ganbarion,"Action,Fighting,3D",2-Jan,17,11
Agatha Christie: The ABC Murders,PC,4-Feb-16,66,8.5,Kalypso,"Adventure,General,Point-and-Click",No info,0,16
Disney Universe,Xbox360,25-Oct-11,66,5.6,"EurocomEntertainmentSoftware,Eurocom","Action Adventure,Adventure,General,Fantasy,General,Fantasy",No Online Multiplayer,31,16
Planet Minigolf,PlayStation3,1-Jun-10,66,8,ZenStudios,"Sports,Traditional,Individual,Golf,Arcade,Arcade",No info,17,24
The Sims 2: Pets,GameCube,17-Oct-06,66,7.3,Maxis,"Miscellaneous,Virtual Life",1 Player,15,8
ToeJam & Earl: Back in the Groove,PlayStation4,15-Feb-19,66,6.3,"HumanatureStudios,22ndCenturyToys","Action,General,Platformer,2D",Up to 4 ,15,36
AO International Tennis,XboxOne,9-May-18,66,7.6,BigAntStudios,"Sports,Individual,Tennis",Up to 4 ,8,34
Mr. Shifty,Switch,13-Apr-17,66,6.9,TeamShifty,"Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,21,53
Sherlock Holmes: The Devil's Daughter,XboxOne,10-Jun-16,66,7.2,Frogwares,"Adventure,General",No info,12,45
One Piece: Unlimited World Red,WiiU,8-Jul-14,66,7.9,Ganbarion,"Action,General",No info,11,47
Flockers,PC,6-May-14,66,5.3,Team17,"Miscellaneous,Puzzle,Action",No Online Multiplayer,11,9
Sniper Elite V2,PC,30-Apr-12,66,6.7,Rebellion,"Action,Shooter,Shooter,Third-Person,Tactical,Historic,Historic",No info,21,576
Memento Mori,PC,29-Jul-09,66,7.6,"Cinemax,CentauriProduction","Adventure,3D,First-Person,Modern,Modern",No info,12,33
3D Ultra MiniGolf Adventures,Xbox360,18-Apr-07,66,6.2,WanakoStudios,"Sports,Traditional,Individual,Golf,Arcade,Arcade",4  Online,13,18
Monster Kingdom: Jewel Summoner,PSP,19-Feb-07,66,7.3,Gaia(Sony),"Role-Playing,General,General",2-Jan,25,7
Dynasty Warriors 5,Xbox,13-Sep-05,66,8,OmegaForce,"Action,Beat-'Em-Up",2-Jan,22,4
Tony Hawk's Pro Skater HD,Xbox360,18-Jul-12,66,5.7,Robomodo,"Sports,Alternative,Individual,Skating,Skating,Skate / Skateboard",No info,70,75
Tomb Raider Underworld: Lara's Shadow,Xbox360,10-Mar-09,66,8.2,CrystalDynamics,"Action Adventure,Adventure,General,General,Modern",No info,14,19
Super Monkey Ball: Banana Splitz,PlayStationVita,23-Oct-12,66,7.5,MarvelousAQL,"Miscellaneous,Party,Party,Party / Minigame",Up to 4 ,31,23
Home Sweet Home,PlayStation4,16-Oct-18,66,6.3,Mastiff,"Action Adventure,Survival,Adventure,3D,First-Person",No Online Multiplayer,19,24
R: Racing Evolution,PlayStation2,9-Dec-03,66,6.7,Namco,"Driving,Racing,GT / Street",2-Jan,35,6
Onslaught,Wii,23-Feb-09,66,7.6,HudsonEntertainment,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",4-Jan,10,16
The Yawhg,PC,14-Jun-13,66,7.6,damiansommer,"Adventure,General,General",No Online Multiplayer,8,33
Shattered Union,Xbox,17-Oct-05,66,6.9,PopTopSoftware,"Strategy,Turn-Based,Historic",2  Online,17,7
Detached,PlayStation4,24-Jul-18,66,tbd,AnsharStudios,"Adventure,3D,First-Person",2,10,0
Sonic Unleashed,Wii,18-Nov-08,66,7.2,SonicTeam,"Action,Platformer,Platformer,3D,2D,3D",No Online Multiplayer,30,206
Ape Escape: On the Loose,PSP,22-Mar-05,66,7,"SCEA,SIMS","Action,Platformer,Platformer,3D,3D",2,35,22
Agatha Christie's The ABC Murders,XboxOne,23-Feb-16,66,6.6,Microids,"Adventure,3D,Third-Person",No info,7,10
Halo: Spartan Strike,PC,16-Apr-15,66,6.4,"343Industries,VanguardGames","Scrolling,Action,Shooter,Shoot-'Em-Up,Top-Down,Vertical",No info,9,42
Destiny of Spirits,PlayStationVita,25-Mar-14,66,7,QEntertainment,"Action,General,Strategy,Turn-Based,General,Fantasy",No info,13,41
NaissanceE,PC,13-Feb-14,66,7.1,LimasseFive,"Sci-Fi,Adventure,3D,First-Person,Sci-Fi",No info,12,53
Madden NFL Arcade,Xbox360,24-Nov-09,66,4.8,EATiburon,"Sports,Traditional,Team,Football,Arcade,Arcade",No info,16,6
Disney's A Christmas Carol,DS,3-Nov-09,66,6.4,SumoDigital,"Adventure,General,General",No info,7,5
The Cameron Files: The Secret at Loch Ness,PC,24-Jan-02,66,5.8,GalileaMultimedia,"Adventure,3D,First-Person,Modern,Modern",No Online Multiplayer,7,6
Someday You'll Return,PC,5-May-20,66,8.1,CBEsoftware,"Adventure,General",No Online Multiplayer,32,51
Kane & Lynch 2: Dog Days,PC,17-Aug-10,66,5.8,NixxesSoftware,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",No info,25,300
Inferno Pool,PlayStation3,28-Oct-09,66,6.6,DarkEnergyDigital,"Sports,Miscellaneous,Parlor,Individual,Billiards,Billiards",4-Jan,12,9
Saints Row IV: Re-Elected & Gat Out of Hell,PlayStation4,20-Jan-15,66,6.7,VolitionInc.,"Action Adventure,General,Modern,Open-World",2,10,43
WWF Royal Rumble,Dreamcast,1-Aug-00,66,6.2,Yuke's,"Action,Fighting,Wrestling",No info,23,10
EA Playground,Wii,22-Oct-07,66,7.6,EACanada,"Action,General,General",4-Jan,32,30
Carnival Island,PlayStation3,15-Nov-11,66,5.2,MagicPixelGames,"Miscellaneous,Party,Party,Party / Minigame",No Online Multiplayer,25,5
Black Knight Sword,PlayStation3,11-Dec-12,66,6.5,"DigitalReality,GrasshopperManufacture","Action,Platformer,Platformer,2D,2D",No info,26,15
Teenage Mutant Ninja Turtles: 1989 Classic Arcade,Xbox360,14-Mar-07,66,7.3,"Konami,DigitalEclipse","Action,Beat-'Em-Up,Beat-'Em-Up,2D",4  Online,17,18
American Fugitive,PlayStation4,21-May-19,66,5.5,FallenTreeGames,"Action Adventure,Sandbox,Open-World",No Online Multiplayer,9,17
Juka and the Monophonic Menace,GameBoyAdvance,24-Oct-06,66,tbd,"OrbitalMedia,Inc.","Action Adventure,Fantasy",1 Player,15,0
The Outer Worlds,Switch,5-Jun-20,66,5.2,ObsidianEntertainment,"Role-Playing,Western-Style",No Online Multiplayer,49,118
Might & Magic: Heroes VI - Shades of Darkness,PC,2-May-13,66,5.3,Virtuos,"Strategy,Turn-Based,Fantasy,General",No info,15,83
Izuna: Legend of the Unemployed Ninja,DS,20-Feb-07,66,8.1,NinjaStudio,"Role-Playing,Console-style RPG,Console-style RPG,Roguelike",1 Player,21,20
Point Blank DS,DS,13-Jun-06,66,8.3,TOSE,"Action,Shooter,Shooter,Light Gun,Light Gun",2-Jan,25,4
Dragon Ball Z: Budokai 2,GameCube,15-Dec-04,66,6.4,Pyramid,"Action,Fighting,3D",2-Jan,9,18
Punch Line,PlayStation4,9-Oct-18,66,4.9,5pb,"Action,Adventure,General,Visual Novel",No Online Multiplayer,9,15
Scribblenauts Showdown,XboxOne,6-Mar-18,66,tbd,"WarnerBros.InteractiveEntertainment,ShiverGames","Puzzle,Action",No Online Multiplayer,9,0
This is the Police,Switch,24-Oct-17,66,7.3,WeappyStudio,"Simulation,Virtual,Career",No Online Multiplayer,8,24
Ride 2,XboxOne,14-Feb-17,66,7.4,MilestoneS.r.l,"Racing,Simulation,Automobile",No info,7,13
Concursion,PC,6-Jun-14,66,7.5,Puuba,"General,Action,Platformer,2D",No info,7,13
Harry Potter and the Goblet of Fire,PC,8-Nov-05,66,4,ElectronicArts,"Action Adventure,Fantasy,General,Fantasy",3-Jan,16,81
Trivial Pursuit,Xbox360,10-Mar-09,66,6.4,EABrightLight,"Miscellaneous,Board Games,Board Games,Board / Card Game",No Online Multiplayer,19,9
Tokobot Plus: Mysteries of the Karakuri,PlayStation2,24-Oct-06,66,8.8,Tecmo,"Action,Platformer,3D",1 Player,25,4
Ninja Gaiden Sigma 2 Plus,PlayStationVita,26-Feb-13,66,7.5,TeamNinja,"Action Adventure,Fantasy,General,Fantasy",No info,38,40
Rotastic,Xbox360,21-Sep-11,66,tbd,DancingDots,"Miscellaneous,Puzzle,General,Puzzle,General",No info,18,0
Barnyard,GameCube,1-Aug-06,66,7.4,BlueTongueEntertainment,"Action,General",1 Player,12,5
Mega Man Battle Network 5: Team Colonel,GameBoyAdvance,21-Jun-05,66,8.8,Capcom,"Role-Playing,Action RPG",2-Jan,11,68
Strike Suit Zero,PC,23-Jan-13,66,7.2,BornReadyGames,"Action,Simulation,Flight,Flight,Combat",No Online Multiplayer,40,160
Burnout Crash!,Xbox360,21-Sep-11,66,6.4,CriterionGames,"Action,Driving,Car Combat,Arcade,Car Combat",No info,49,25
